,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,Number of bugs
332,L10259,VertexFactory.java,src/main/java/com/thinkaurelius/titan/graphdb/vertices/factory/VertexFactory.java,L10257,1,0,7,0,2,2,731,0
333,L6002,DoubleSerializer.java,src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/DoubleSerializer.java,L6001,1,0,23,0,1,2,1077,0
334,L6003,FloatSerializer.java,src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/FloatSerializer.java,L6001,1,0,23,0,1,2,1077,0
335,L6004,IntegerSerializer.java,src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/IntegerSerializer.java,L6001,1,0,14,0,1,2,1077,0
336,L6005,LongSerializer.java,src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/LongSerializer.java,L6001,1,0,14,0,1,2,1077,0
337,L6099,KryoAttributeSerializerAdapter.java,src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/kryo/KryoAttributeSerializerAdapter.java,L6098,1,0,20,0,1,3,1077,0
338,L6100,KryoDataOutput.java,src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/kryo/KryoDataOutput.java,L6098,3,0,73,0,1,1,1077,0
339,L6101,KryoSerializer.java,src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/kryo/KryoSerializer.java,L6098,2,0,32,0,1,4,1077,0
340,L114,BerkeleyJeStorageSetup.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/BerkeleyJeStorageSetup.java,L113,1,0,21,0,1,2,1077,0
341,L4699,BerkeleyJEBlueprintsTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/blueprints/BerkeleyJEBlueprintsTest.java,L4698,5,0,62,0,1,2,1077,0
342,L179,BerkeleyDBjeKeyColumnValueTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyDBjeKeyColumnValueTest.java,L178,1,0,14,0,1,1,1077,0
343,L180,BerkeleyDBjeKeyColumnValueVariableTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyDBjeKeyColumnValueVariableTest.java,L178,1,0,14,0,1,1,1077,0
344,L181,BerkeleyJeHashKeyColumnValueTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyJeHashKeyColumnValueTest.java,L178,1,0,14,0,1,1,1077,0
345,L182,BerkeleyJEKeyValueTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyJEKeyValueTest.java,L178,1,0,11,0,1,1,1077,0
346,L4928,BerkeleyJEGraphConcurrentTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/graphdb/berkeleyje/BerkeleyJEGraphConcurrentTest.java,L4927,1,0,8,0,1,1,1077,0
347,L4929,BerkeleyJEGraphPerformanceTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/graphdb/berkeleyje/BerkeleyJEGraphPerformanceTest.java,L4927,1,0,8,0,1,1,1077,0
348,L4930,BerkeleyJEGraphTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/graphdb/berkeleyje/BerkeleyJEGraphTest.java,L4927,1,0,8,0,1,1,1077,0
349,L4931,BerkeleyJESpeedComparisonPerformanceTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/graphdb/berkeleyje/BerkeleyJESpeedComparisonPerformanceTest.java,L4927,1,0,15,0,1,1,1077,0
350,L11994,RexsterServerClientBerkeleyJeTest.java,titan-berkeleyje/src/test/java/com/thinkaurelius/titan/tinkerpop/rexster/RexsterServerClientBerkeleyJeTest.java,L11993,1,0,7,0,1,1,1077,0
351,L174,BerkeleyJEKeyValueStore.java,titan-berkeleyje/src/main/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyJEKeyValueStore.java,L173,31,0,264,0,1,2,1077,0
352,L175,BerkeleyJEStoreManager.java,titan-berkeleyje/src/main/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyJEStoreManager.java,L173,24,0,182,0,2,4,142,0
353,L176,BerkeleyJETx.java,titan-berkeleyje/src/main/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyJETx.java,L173,9,0,62,0,1,2,1077,0
354,L122,CassandraStorageSetup.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/CassandraStorageSetup.java,L121,2,0,69,0,2,4,142,1
355,L4701,EmbeddedCassandraBlueprintsTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/blueprints/EmbeddedCassandraBlueprintsTest.java,L4700,1,0,34,0,1,1,1077,0
356,L4702,ExternalCassandraBlueprintsTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/blueprints/ExternalCassandraBlueprintsTest.java,L4700,1,0,38,0,1,1,1077,0
357,L4703,InternalCassandraBlueprintsTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/blueprints/InternalCassandraBlueprintsTest.java,L4700,2,0,40,0,2,3,142,0
358,L651,CassandraProcessStarter.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/CassandraProcessStarter.java,L650,24,0,261,0,2,6,142,0
359,L4966,ExternalAstyanaxGraphConcurrentTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/astyanax/ExternalAstyanaxGraphConcurrentTest.java,L4965,1,0,20,0,1,1,1077,0
360,L4967,ExternalAstyanaxGraphPerformanceTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/astyanax/ExternalAstyanaxGraphPerformanceTest.java,L4965,1,0,20,0,1,1,1077,0
361,L4968,ExternalAstyanaxGraphTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/astyanax/ExternalAstyanaxGraphTest.java,L4965,1,0,20,0,1,1,1077,0
362,L4969,InternalAstyanaxGraphConcurrentTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/astyanax/InternalAstyanaxGraphConcurrentTest.java,L4965,1,0,14,0,2,3,142,0
363,L4970,InternalAstyanaxGraphTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/astyanax/InternalAstyanaxGraphTest.java,L4965,1,0,14,0,2,3,142,0
364,L4997,InternalCassandraEmbeddedGraphConcurrentTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/embedded/InternalCassandraEmbeddedGraphConcurrentTest.java,L4996,1,0,8,0,1,1,1077,0
365,L4998,InternalCassandraEmbeddedGraphPerformanceTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/embedded/InternalCassandraEmbeddedGraphPerformanceTest.java,L4996,1,0,8,0,1,1,1077,0
366,L4999,InternalCassandraEmbeddedGraphTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/embedded/InternalCassandraEmbeddedGraphTest.java,L4996,1,0,11,0,2,5,142,0
367,L5011,ExternalCassandraGraphConcurrentTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ExternalCassandraGraphConcurrentTest.java,L5010,1,0,20,0,1,1,1077,0
368,L5012,ExternalCassandraGraphPerformanceTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ExternalCassandraGraphPerformanceTest.java,L5010,1,0,20,0,1,1,1077,0
369,L5013,ExternalCassandraGraphTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ExternalCassandraGraphTest.java,L5010,1,0,20,0,1,1,1077,0
370,L5014,InternalCassandraGraphConcurrentTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/InternalCassandraGraphConcurrentTest.java,L5010,1,0,14,0,2,3,142,0
371,L5015,InternalCassandraGraphTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/InternalCassandraGraphTest.java,L5010,1,0,14,0,2,3,142,0
372,L11997,RexsterServerClientCassandraEmbeddedTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/tinkerpop/rexster/RexsterServerClientCassandraEmbeddedTest.java,L11996,1,0,7,0,1,1,1077,0
373,L772,ExternalAstyanaxKeyColumnValueTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/ExternalAstyanaxKeyColumnValueTest.java,L771,1,0,23,0,1,1,1077,0
374,L773,ExternalAstyanaxLockKeyColumnValueStoreTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/ExternalAstyanaxLockKeyColumnValueStoreTest.java,L771,1,0,25,0,1,1,1077,0
375,L774,ExternalAstyanaxMultiWriteKeyColumnValueTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/ExternalAstyanaxMultiWriteKeyColumnValueTest.java,L771,1,0,23,0,1,1,1077,0
376,L775,InternalAstyanaxKeyColumnValueTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/InternalAstyanaxKeyColumnValueTest.java,L771,1,0,26,0,2,3,142,0
377,L776,InternalAstyanaxLockKeyColumnValueStoreTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/InternalAstyanaxLockKeyColumnValueStoreTest.java,L771,1,0,19,0,2,3,142,0
378,L777,InternalAstyanaxMultiWriteKeyColumnValueTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/InternalAstyanaxMultiWriteKeyColumnValueTest.java,L771,1,0,17,0,2,3,142,0
379,L1244,InternalCassandraEmbeddedKeyColumnValueTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/InternalCassandraEmbeddedKeyColumnValueTest.java,L1243,1,0,28,0,2,10,1077,0
380,L1245,InternalCassandraEmbeddedLockKeyColumnValueStoreTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/InternalCassandraEmbeddedLockKeyColumnValueStoreTest.java,L1243,1,0,13,0,1,1,1077,0
381,L1246,InternalCassandraEmbeddedMultiWriteKeyColumnValueStoreTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/InternalCassandraEmbeddedMultiWriteKeyColumnValueStoreTest.java,L1243,1,0,11,0,1,1,1077,0
382,L1562,ExternalCassandraLockKeyColumnValueStoreTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ExternalCassandraLockKeyColumnValueStoreTest.java,L1561,1,0,25,0,1,1,1077,0
383,L1563,ExternalCassandraThriftKeyColumnValueTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ExternalCassandraThriftKeyColumnValueTest.java,L1561,1,0,23,0,1,1,1077,0
384,L1564,ExternalCassandraThriftMultiWriteKeyColumnValueTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ExternalCassandraThriftMultiWriteKeyColumnValueTest.java,L1561,1,0,23,0,1,1,1077,0
385,L1565,InternalCassandraLockKeyColumnValueStoreTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/InternalCassandraLockKeyColumnValueStoreTest.java,L1561,1,0,19,0,2,3,142,0
386,L1566,InternalCassandraThriftKeyColumnValueTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/InternalCassandraThriftKeyColumnValueTest.java,L1561,1,0,31,0,2,3,142,0
387,L1567,InternalCassandraThriftMultiWriteKeyColumnValueStoreTest.java,titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/InternalCassandraThriftMultiWriteKeyColumnValueStoreTest.java,L1561,1,0,17,0,2,3,142,0
388,L647,AbstractCassandraStoreManager.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/AbstractCassandraStoreManager.java,L646,12,0,103,0,2,12,142,0
389,L648,CassandraTransaction.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/CassandraTransaction.java,L646,17,0,79,0,1,1,142,0
390,L769,AstyanaxOrderedKeyColumnValueStore.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxOrderedKeyColumnValueStore.java,L768,10,0,190,0,2,6,142,0
391,L770,AstyanaxStoreManager.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxStoreManager.java,L768,33,0,324,0,3,16,1615,0
392,L1240,CassandraDaemonWrapper.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/CassandraDaemonWrapper.java,L1239,6,0,54,0,2,4,1077,0
393,L1241,CassandraEmbeddedKeyColumnValueStore.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/CassandraEmbeddedKeyColumnValueStore.java,L1239,44,0,290,0,2,11,142,0
394,L1242,CassandraEmbeddedStoreManager.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/CassandraEmbeddedStoreManager.java,L1239,35,0,257,0,3,15,1077,0
395,L1559,CassandraThriftKeyColumnValueStore.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/CassandraThriftKeyColumnValueStore.java,L1558,31,0,272,0,2,7,1077,0
396,L1560,CassandraThriftStoreManager.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/CassandraThriftStoreManager.java,L1558,34,0,303,0,3,16,1615,0
397,L1796,CTConnection.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/thriftpool/CTConnection.java,L1795,3,0,30,0,2,4,142,0
398,L1797,CTConnectionFactory.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/thriftpool/CTConnectionFactory.java,L1795,21,0,185,0,2,4,142,0
399,L1798,CTConnectionPool.java,titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/thriftpool/CTConnectionPool.java,L1795,14,0,101,0,2,4,142,0
400,L130,HBaseStorageSetup.java,titan-hbase/src/test/java/com/thinkaurelius/titan/HBaseStorageSetup.java,L129,8,0,71,0,2,4,142,0
401,L4705,HBaseBlueprintsTest.java,titan-hbase/src/test/java/com/thinkaurelius/titan/blueprints/HBaseBlueprintsTest.java,L4704,2,0,40,0,2,3,142,0
402,L3963,HBaseKeyColumnValueTest.java,titan-hbase/src/test/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseKeyColumnValueTest.java,L3962,1,0,23,0,2,3,142,0
403,L3964,HBaseLockKeyColumnValueStoreTest.java,titan-hbase/src/test/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseLockKeyColumnValueStoreTest.java,L3962,1,0,18,0,2,3,142,0
404,L3965,HBaseMultiWriteKeyColumnValueStoreTest.java,titan-hbase/src/test/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseMultiWriteKeyColumnValueStoreTest.java,L3962,1,0,21,0,2,3,142,0
405,L11356,HBaseGraphConcurrentTest.java,titan-hbase/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBaseGraphConcurrentTest.java,L11355,1,0,14,0,2,3,142,0
406,L11357,HBaseGraphPerformanceTest.java,titan-hbase/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBaseGraphPerformanceTest.java,L11355,1,0,14,0,2,3,142,0
407,L11358,HBaseGraphTest.java,titan-hbase/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBaseGraphTest.java,L11355,1,0,14,0,2,3,142,0
408,L3958,HBaseKeyColumnValueStore.java,titan-hbase/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseKeyColumnValueStore.java,L3957,32,0,260,0,2,9,142,0
409,L3959,HBaseStoreManager.java,titan-hbase/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseStoreManager.java,L3957,36,0,285,0,2,13,142,0
410,L138,StorageSetup.java,titan-test/src/main/java/com/thinkaurelius/titan/StorageSetup.java,L137,7,0,38,0,1,4,1077,0
411,L139,TestBed.java,titan-test/src/main/java/com/thinkaurelius/titan/TestBed.java,L137,7,0,74,0,1,1,1077,0
412,L158,HashKeyColumnValueStoreTest.java,titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/HashKeyColumnValueStoreTest.java,L157,1,0,11,0,1,2,1077,0
413,L160,KeyColumnValueStoreTest.java,titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/KeyColumnValueStoreTest.java,L157,29,0,374,0,2,9,142,0
414,L165,MultiWriteKeyColumnValueStoreTest.java,titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/MultiWriteKeyColumnValueStoreTest.java,L157,43,0,265,0,1,1,1077,0
415,L4707,TitanBlueprintsTest.java,titan-test/src/main/java/com/thinkaurelius/titan/blueprints/TitanBlueprintsTest.java,L4706,6,0,101,0,1,2,1077,0
416,L4708,TitanSpecificBlueprintsTestSuite.java,titan-test/src/main/java/com/thinkaurelius/titan/blueprints/TitanSpecificBlueprintsTestSuite.java,L4706,1,0,25,0,1,1,1077,0
417,L4709,TransactionalTitanGraphTestSuite.java,titan-test/src/main/java/com/thinkaurelius/titan/blueprints/TransactionalTitanGraphTestSuite.java,L4706,1,0,21,0,1,1,1077,0
418,L4920,SpeedComparisonPerformanceTest.java,titan-test/src/main/java/com/thinkaurelius/titan/graphdb/SpeedComparisonPerformanceTest.java,L4919,12,0,79,0,1,5,1077,0
419,L4921,TitanGraphConcurrentTest.java,titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanGraphConcurrentTest.java,L4919,19,0,209,0,1,2,1077,0
420,L4922,TitanGraphPerformanceTest.java,titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanGraphPerformanceTest.java,L4919,25,0,273,0,1,5,1077,0
421,L4923,TitanGraphTest.java,titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanGraphTest.java,L4919,52,0,754,3,1,9,1077,0
422,L4924,TitanGraphTestCommon.java,titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanGraphTestCommon.java,L4919,10,0,116,0,1,6,1077,0
423,L12229,RandomGenerator.java,titan-test/src/main/java/com/thinkaurelius/titan/testutil/RandomGenerator.java,L12226,9,0,75,0,1,1,1077,0
424,L12005,RexsterServerClientTest.java,titan-test/src/main/java/com/thinkaurelius/titan/tinkerpop/rexster/RexsterServerClientTest.java,L12004,5,0,71,0,1,1,1077,0
425,L4711,InMemoryBlueprintsTest.java,titan-test/src/test/java/com/thinkaurelius/titan/blueprints/InMemoryBlueprintsTest.java,L4710,6,0,94,0,2,3,1077,0
426,L7751,VertexIDAssignerTest.java,titan-test/src/test/java/com/thinkaurelius/titan/graphdb/idmanagement/VertexIDAssignerTest.java,L7746,14,0,94,0,1,3,1077,0
427,L11375,SerializerTest.java,titan-test/src/test/java/com/thinkaurelius/titan/graphdb/serializer/SerializerTest.java,L11372,11,0,151,0,1,3,1077,0
428,L11985,EdgeLoadingTest.java,titan-test/src/test/java/com/thinkaurelius/titan/graphdb/loading/EdgeLoadingTest.java,L11984,1,0,33,0,1,3,1077,0
429,L150,Backend.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/Backend.java,L149,33,0,254,0,2,12,1077,1
430,L151,BackendTransaction.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/BackendTransaction.java,L149,1,0,25,0,1,5,1077,0
431,L152,IDAuthority.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/IDAuthority.java,L149,1,0,10,0,1,1,1077,0
432,L156,TransactionHandle.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/TransactionHandle.java,L149,1,0,6,0,1,2,1077,0
433,L12434,DefaultTypeMaker.java,titan-core/src/main/java/com/thinkaurelius/titan/core/DefaultTypeMaker.java,L12432,1,0,6,0,1,1,1077,0
434,L12435,InvalidElementException.java,titan-core/src/main/java/com/thinkaurelius/titan/core/InvalidElementException.java,L12432,1,0,15,0,1,1,1077,0
435,L12437,Titan.java,titan-core/src/main/java/com/thinkaurelius/titan/core/Titan.java,L12432,1,0,7,0,2,4,1077,0
436,L12439,TitanEdge.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanEdge.java,L12432,1,0,8,0,1,2,1077,0
437,L12440,TitanElement.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanElement.java,L12432,1,0,13,0,1,4,1077,0
438,L12441,TitanException.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanException.java,L12432,1,0,20,0,1,1,1077,0
439,L12442,TitanFactory.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanFactory.java,L12432,1,0,17,0,1,1,1077,0
440,L12443,TitanGraph.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanGraph.java,L12432,1,0,11,0,1,4,1077,0
441,L12444,TitanKey.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanKey.java,L12432,1,0,6,0,1,4,1077,0
442,L12445,TitanLabel.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanLabel.java,L12432,1,0,6,0,1,2,1077,0
443,L12446,TitanProperty.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanProperty.java,L12432,1,0,7,0,1,1,1077,0
444,L12447,TitanQuery.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanQuery.java,L12432,1,0,28,0,1,3,1077,0
445,L12448,TitanRelation.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanRelation.java,L12432,1,0,15,0,1,2,1077,0
446,L12449,TitanTransaction.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanTransaction.java,L12432,1,0,28,0,1,7,1077,0
447,L12450,TitanType.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanType.java,L12432,1,0,10,0,1,2,1077,0
448,L12451,TitanVertex.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TitanVertex.java,L12432,1,0,27,0,1,2,1077,0
449,L12452,TypeGroup.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TypeGroup.java,L12432,1,0,20,0,1,2,1077,0
450,L12453,TypeMaker.java,titan-core/src/main/java/com/thinkaurelius/titan/core/TypeMaker.java,L12432,1,0,18,0,1,7,1077,0
451,L12454,VertexList.java,titan-core/src/main/java/com/thinkaurelius/titan/core/VertexList.java,L12432,1,0,9,0,1,1,1077,0
452,L2475,AbstractStoreTransaction.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/common/AbstractStoreTransaction.java,L2474,1,0,25,0,1,1,1077,0
453,L2476,DistributedStoreManager.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/common/DistributedStoreManager.java,L2474,6,0,68,0,1,1,1077,0
454,L2560,ConsistentKeyIDManager.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/idmanagement/ConsistentKeyIDManager.java,L2558,22,0,159,0,1,2,1077,1
455,L2561,TransactionalIDManager.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/idmanagement/TransactionalIDManager.java,L2558,10,0,84,0,1,2,1077,0
456,L2689,HashPrefixKeyColumnValueStore.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/indexing/HashPrefixKeyColumnValueStore.java,L2688,4,0,104,0,1,2,1077,0
457,L2690,TextIndex.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/indexing/TextIndex.java,L2688,1,0,4,0,1,1,1077,0
458,L2791,BufferedKeyColumnValueStore.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/BufferedKeyColumnValueStore.java,L2790,2,0,67,0,1,1,1077,0
459,L2792,BufferMutationKeyColumnValueStore.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/BufferMutationKeyColumnValueStore.java,L2790,1,0,7,0,1,1,1077,0
460,L2793,BufferTransaction.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/BufferTransaction.java,L2790,16,0,108,0,1,2,1077,0
461,L2795,Entry.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/Entry.java,L2790,12,0,46,0,1,1,1077,0
462,L2796,KeyColumnValueStore.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/KeyColumnValueStore.java,L2790,1,0,18,0,2,5,142,0
463,L2799,ReadOnlyKeyColumnValueStore.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/ReadOnlyKeyColumnValueStore.java,L2790,1,0,59,0,1,1,1077,0
464,L2801,StoreFeatures.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/keycolumnvalue/StoreFeatures.java,L2790,5,0,66,0,1,1,46,0
465,L3818,ByteBufferUtil.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/ByteBufferUtil.java,L3817,34,0,145,0,2,6,142,0
466,L3819,Hex.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/Hex.java,L3817,11,0,66,0,1,2,142,0
467,L3820,KeyColumn.java,titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/KeyColumn.java,L3817,6,0,46,0,1,2,142,0
468,L5045,AdjacencyList.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/AdjacencyList.java,L5044,1,0,16,0,1,2,1077,0
469,L5046,AdjacencyListFactory.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/AdjacencyListFactory.java,L5044,1,0,5,0,1,1,1077,0
470,L5047,AdjacencyListStrategy.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/AdjacencyListStrategy.java,L5044,1,0,7,0,1,1,1077,0
471,L5048,ArrayAdjacencyList.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/ArrayAdjacencyList.java,L5044,23,0,164,0,1,2,1077,0
472,L5049,DummyInternalRelation.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/DummyInternalRelation.java,L5044,8,0,301,0,1,3,1077,0
473,L5050,EmptyAdjListFactory.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/EmptyAdjListFactory.java,L5044,1,0,29,0,1,1,1077,0
474,L5051,InitialAdjacencyList.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/InitialAdjacencyList.java,L5044,1,0,52,0,1,2,1077,0
475,L5052,ModificationStatus.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/ModificationStatus.java,L5044,1,0,28,0,1,1,1077,0
476,L5053,RelationComparator.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/RelationComparator.java,L5044,40,0,121,0,1,2,1077,0
477,L5054,SetAdjacencyList.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/SetAdjacencyList.java,L5044,3,0,63,0,1,2,1077,0
478,L5055,StandardAdjListFactory.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/StandardAdjListFactory.java,L5044,8,0,106,0,1,1,1077,0
479,L5056,TypeComparator.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/adjacencylist/TypeComparator.java,L5044,2,0,19,0,1,1,1077,0
480,L5658,BlueprintsDefaultTypeMaker.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/blueprints/BlueprintsDefaultTypeMaker.java,L5657,1,0,23,0,1,1,1077,0
481,L5659,BlueprintsVertexUtil.java,titan-core/src/main/java/com/thinkaurelius/titan/graphdb/blueprints/BlueprintsVertexUtil.java,L5657,8,0,50,0,1,3,1077,0
