,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
201,L524,LargestLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LargestLimitedMemoryCache.java,L521,6,0,68,2,932,9,0,0
207,L1007,BlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/BlockingDeque.java,L1006,1,0,42,1,932,1,0,0
208,L1008,Deque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/Deque.java,L1006,1,0,36,1,932,1,0,0
209,L1009,LIFOLinkedBlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/LIFOLinkedBlockingDeque.java,L1006,1,0,13,1,932,2,0,0
210,L1010,LinkedBlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/LinkedBlockingDeque.java,L1006,74,0,632,1,932,1,0,0
211,L958,ImageSizeTest.java,library/test/com/nostra13/universalimageloader/core/assist/ImageSizeTest.java,L957,1,0,70,1,932,4,0,1
212,L2974,BaseImageDownloaderTest.java,library/test/com/nostra13/universalimageloader/core/download/BaseImageDownloaderTest.java,L2973,1,0,58,1,932,1,0,0
213,L4364,AbsListViewBaseActivity.java,sample/src/com/nostra13/example/universalimageloader/AbsListViewBaseActivity.java,L4363,3,0,58,1,932,1,0,0
214,L4365,BaseActivity.java,sample/src/com/nostra13/example/universalimageloader/BaseActivity.java,L4363,3,0,26,1,932,4,0,0
215,L4366,Constants.java,sample/src/com/nostra13/example/universalimageloader/Constants.java,L4363,1,0,150,1,932,11,0,0
216,L4367,HomeActivity.java,sample/src/com/nostra13/example/universalimageloader/HomeActivity.java,L4363,4,0,72,1,932,6,0,0
217,L4368,ImageGalleryActivity.java,sample/src/com/nostra13/example/universalimageloader/ImageGalleryActivity.java,L4363,2,0,70,1,932,11,0,0
218,L4369,ImageGridActivity.java,sample/src/com/nostra13/example/universalimageloader/ImageGridActivity.java,L4363,2,0,108,1,932,17,1,0
219,L4370,ImageListActivity.java,sample/src/com/nostra13/example/universalimageloader/ImageListActivity.java,L4363,4,0,106,1,932,20,1,0
220,L4371,ImagePagerActivity.java,sample/src/com/nostra13/example/universalimageloader/ImagePagerActivity.java,L4363,7,0,120,1,932,16,0,0
221,L4372,UILApplication.java,sample/src/com/nostra13/example/universalimageloader/UILApplication.java,L4363,3,0,34,1,932,12,0,0
222,L4912,UILWidgetProvider.java,sample/src/com/nostra13/example/universalimageloader/widget/UILWidgetProvider.java,L4911,2,0,49,1,932,8,0,0
224,L1588,DefaultConfigurationFactory.java,library/src/com/nostra13/universalimageloader/core/DefaultConfigurationFactory.java,L1587,9,0,103,1,932,26,2,1
225,L1589,DisplayBitmapTask.java,library/src/com/nostra13/universalimageloader/core/DisplayBitmapTask.java,L1587,3,0,50,1,932,27,3,0
226,L1590,DisplayImageOptions.java,library/src/com/nostra13/universalimageloader/core/DisplayImageOptions.java,L1587,10,0,278,3,932,35,2,0
227,L1591,ImageLoader.java,library/src/com/nostra13/universalimageloader/core/ImageLoader.java,L1587,25,0,280,3,932,63,6,0
228,L1592,ImageLoaderConfiguration.java,library/src/com/nostra13/universalimageloader/core/ImageLoaderConfiguration.java,L1587,44,0,344,2,932,39,2,0
229,L1593,ImageLoaderEngine.java,library/src/com/nostra13/universalimageloader/core/ImageLoaderEngine.java,L1587,10,0,124,1,932,29,3,0
230,L1594,ImageLoadingInfo.java,library/src/com/nostra13/universalimageloader/core/ImageLoadingInfo.java,L1587,1,0,28,1,932,17,1,0
231,L1595,LoadAndDisplayImageTask.java,library/src/com/nostra13/universalimageloader/core/LoadAndDisplayImageTask.java,L1587,67,0,369,4,932,78,9,2
232,L1596,ProcessAndDisplayImageTask.java,library/src/com/nostra13/universalimageloader/core/ProcessAndDisplayImageTask.java,L1587,1,0,30,1,932,20,2,0
233,L4744,DiskCacheUtils.java,library/src/com/nostra13/universalimageloader/utils/DiskCacheUtils.java,L4743,5,0,15,1,932,1,0,0
234,L4745,ImageSizeUtils.java,library/src/com/nostra13/universalimageloader/utils/ImageSizeUtils.java,L4743,22,0,96,2,932,9,1,1
235,L4746,IoUtils.java,library/src/com/nostra13/universalimageloader/utils/IoUtils.java,L4743,10,0,59,1,932,20,0,0
236,L4747,L.java,library/src/com/nostra13/universalimageloader/utils/L.java,L4743,6,0,59,1,932,7,0,0
237,L4748,MemoryCacheUtils.java,library/src/com/nostra13/universalimageloader/utils/MemoryCacheUtils.java,L4743,8,0,56,1,932,3,0,0
238,L4749,StorageUtils.java,library/src/com/nostra13/universalimageloader/utils/StorageUtils.java,L4743,16,0,72,2,932,16,5,1
239,L121,DiscCacheAware.java,library/src/com/nostra13/universalimageloader/cache/disc/DiscCacheAware.java,L120,1,0,16,1,932,14,0,0
240,L122,DiskCache.java,library/src/com/nostra13/universalimageloader/cache/disc/DiskCache.java,L120,1,0,3,1,932,1,0,0
241,L1172,BaseMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/BaseMemoryCache.java,L1171,2,0,36,1,932,8,2,0
242,L1173,LimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/LimitedMemoryCache.java,L1171,7,0,62,1,932,9,1,0
243,L1174,MemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/MemoryCache.java,L1171,1,0,4,1,932,1,0,0
244,L1175,MemoryCacheAware.java,library/src/com/nostra13/universalimageloader/cache/memory/MemoryCacheAware.java,L1171,1,0,10,1,932,6,0,0
245,L1599,ContentLengthInputStream.java,library/src/com/nostra13/universalimageloader/core/assist/ContentLengthInputStream.java,L1598,1,0,47,1,932,5,0,0
246,L1600,FailReason.java,library/src/com/nostra13/universalimageloader/core/assist/FailReason.java,L1598,1,0,22,1,932,8,0,0
247,L1601,FlushedInputStream.java,library/src/com/nostra13/universalimageloader/core/assist/FlushedInputStream.java,L1598,4,0,26,1,932,3,0,0
248,L1602,ImageScaleType.java,library/src/com/nostra13/universalimageloader/core/assist/ImageScaleType.java,L1598,1,0,8,1,932,6,0,0
249,L1603,ImageSize.java,library/src/com/nostra13/universalimageloader/core/assist/ImageSize.java,L1598,2,0,36,1,932,8,0,0
250,L1604,LoadedFrom.java,library/src/com/nostra13/universalimageloader/core/assist/LoadedFrom.java,L1598,1,0,4,1,932,2,0,0
251,L1605,QueueProcessingType.java,library/src/com/nostra13/universalimageloader/core/assist/QueueProcessingType.java,L1598,1,0,4,1,932,5,0,0
252,L1606,ViewScaleType.java,library/src/com/nostra13/universalimageloader/core/assist/ViewScaleType.java,L1598,9,0,22,1,932,8,0,0
253,L2502,BaseImageDecoder.java,library/src/com/nostra13/universalimageloader/core/decode/BaseImageDecoder.java,L2501,28,0,177,1,932,18,3,1
254,L2503,ImageDecoder.java,library/src/com/nostra13/universalimageloader/core/decode/ImageDecoder.java,L2501,1,0,6,1,932,3,0,0
255,L2504,ImageDecodingInfo.java,library/src/com/nostra13/universalimageloader/core/decode/ImageDecodingInfo.java,L2501,3,0,89,2,932,12,0,0
256,L2939,BitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/BitmapDisplayer.java,L2938,1,0,7,1,932,12,1,0
257,L2940,FadeInBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/FadeInBitmapDisplayer.java,L2938,8,0,41,2,932,15,1,0
258,L2941,RoundedBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/RoundedBitmapDisplayer.java,L2938,2,0,65,1,932,21,5,0
259,L2942,RoundedVignetteBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/RoundedVignetteBitmapDisplayer.java,L2938,2,0,34,1,932,3,0,0
260,L2943,SimpleBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/SimpleBitmapDisplayer.java,L2938,1,0,10,1,932,10,1,0
261,L3420,BaseImageDownloader.java,library/src/com/nostra13/universalimageloader/core/download/BaseImageDownloader.java,L3419,12,0,108,1,932,25,2,0
262,L3421,ImageDownloader.java,library/src/com/nostra13/universalimageloader/core/download/ImageDownloader.java,L3419,5,0,39,2,932,18,2,0
263,L3617,ImageAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/ImageAware.java,L3616,1,0,15,1,932,11,1,0
264,L3618,ImageViewAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/ImageViewAware.java,L3616,9,0,72,2,932,15,1,0
265,L3619,NonViewAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/NonViewAware.java,L3616,4,0,54,1,932,1,0,0
266,L3620,ViewAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/ViewAware.java,L3616,19,0,97,1,932,2,0,0
267,L4413,ImageLoadingListener.java,library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingListener.java,L4412,1,0,10,1,932,2,0,0
268,L4414,ImageLoadingProgressListener.java,library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingProgressListener.java,L4412,1,0,5,1,932,2,0,0
269,L4415,PauseOnScrollListener.java,library/src/com/nostra13/universalimageloader/core/listener/PauseOnScrollListener.java,L4412,8,0,49,1,932,2,0,0
270,L4416,SimpleImageLoadingListener.java,library/src/com/nostra13/universalimageloader/core/listener/SimpleImageLoadingListener.java,L4412,1,0,18,1,932,2,0,0
271,L4723,BitmapProcessor.java,library/src/com/nostra13/universalimageloader/core/process/BitmapProcessor.java,L4722,1,0,6,1,932,7,0,0
272,L182,BaseDiscCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/BaseDiscCache.java,L181,16,0,128,1,932,7,1,0
273,L183,LimitedAgeDiscCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/LimitedAgeDiscCache.java,L181,6,0,74,2,932,14,2,0
274,L184,UnlimitedDiscCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/UnlimitedDiscCache.java,L181,1,0,14,1,932,16,0,0
275,L1120,FileNameGenerator.java,library/src/com/nostra13/universalimageloader/cache/disc/naming/FileNameGenerator.java,L1119,1,0,4,1,932,8,0,0
276,L1121,HashCodeFileNameGenerator.java,library/src/com/nostra13/universalimageloader/cache/disc/naming/HashCodeFileNameGenerator.java,L1119,1,0,7,1,932,5,0,0
277,L1122,Md5FileNameGenerator.java,library/src/com/nostra13/universalimageloader/cache/disc/naming/Md5FileNameGenerator.java,L1119,2,0,26,1,932,5,0,0
278,L1230,FIFOLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/FIFOLimitedMemoryCache.java,L1229,3,0,48,1,932,7,0,0
279,L1231,FuzzyKeyMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/FuzzyKeyMemoryCache.java,L1229,4,0,45,1,932,8,0,0
280,L1232,LargestLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LargestLimitedMemoryCache.java,L1229,6,0,68,2,932,10,0,0
281,L1233,LimitedAgeMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LimitedAgeMemoryCache.java,L1229,4,0,47,1,932,6,0,0
282,L1234,LRULimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LRULimitedMemoryCache.java,L1229,3,0,63,1,932,7,0,0
283,L1235,LruMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LruMemoryCache.java,L1229,15,0,94,1,932,6,1,0
284,L1236,UsingFreqLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/UsingFreqLimitedMemoryCache.java,L1229,8,0,79,1,932,7,0,0
285,L1237,WeakMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/WeakMemoryCache.java,L1229,1,0,11,1,932,7,0,0
286,L1654,BlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/BlockingDeque.java,L1653,1,0,42,1,932,1,0,0
287,L1655,Deque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/Deque.java,L1653,1,0,36,1,932,1,0,0
288,L1656,LIFOLinkedBlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/LIFOLinkedBlockingDeque.java,L1653,1,0,13,1,932,2,0,0
289,L1657,LinkedBlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/LinkedBlockingDeque.java,L1653,74,0,632,1,932,1,0,0
290,L319,DiskLruCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/DiskLruCache.java,L318,104,0,656,1,932,9,0,0
291,L320,LruDiscCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/LruDiscCache.java,L318,19,0,161,1,932,8,0,1
292,L321,StrictLineReader.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/StrictLineReader.java,L318,20,0,93,1,932,7,0,0
293,L322,Util.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/Util.java,L318,9,0,50,1,932,7,0,0
294,L1613,ImageSizeTest.java,library/test/com/nostra13/universalimageloader/core/assist/ImageSizeTest.java,L1612,1,0,70,1,932,6,0,1
295,L3423,BaseImageDownloaderTest.java,library/test/com/nostra13/universalimageloader/core/download/BaseImageDownloaderTest.java,L3422,1,0,58,1,932,1,0,0
296,L4983,AbsListViewBaseActivity.java,sample/src/com/nostra13/example/universalimageloader/AbsListViewBaseActivity.java,L4982,3,0,58,1,932,3,0,0
297,L4984,BaseActivity.java,sample/src/com/nostra13/example/universalimageloader/BaseActivity.java,L4982,3,0,26,1,932,4,0,0
298,L4985,Constants.java,sample/src/com/nostra13/example/universalimageloader/Constants.java,L4982,1,0,150,1,932,14,0,0
299,L4986,HomeActivity.java,sample/src/com/nostra13/example/universalimageloader/HomeActivity.java,L4982,4,0,72,1,932,6,0,0
300,L4987,ImageGalleryActivity.java,sample/src/com/nostra13/example/universalimageloader/ImageGalleryActivity.java,L4982,2,0,71,1,932,12,0,0
301,L4988,ImageGridActivity.java,sample/src/com/nostra13/example/universalimageloader/ImageGridActivity.java,L4982,2,0,108,1,932,20,1,0
302,L4989,ImageListActivity.java,sample/src/com/nostra13/example/universalimageloader/ImageListActivity.java,L4982,4,0,106,1,932,23,1,0
303,L4990,ImagePagerActivity.java,sample/src/com/nostra13/example/universalimageloader/ImagePagerActivity.java,L4982,7,0,121,1,932,19,0,0
304,L4991,UILApplication.java,sample/src/com/nostra13/example/universalimageloader/UILApplication.java,L4982,3,0,34,1,932,13,0,0
305,L5529,UILWidgetProvider.java,sample/src/com/nostra13/example/universalimageloader/widget/UILWidgetProvider.java,L5528,2,0,49,1,932,11,0,0
307,L1586,DefaultConfigurationFactory.java,library/src/com/nostra13/universalimageloader/core/DefaultConfigurationFactory.java,L1585,9,0,105,1,932,28,3,0
308,L1587,DisplayBitmapTask.java,library/src/com/nostra13/universalimageloader/core/DisplayBitmapTask.java,L1585,3,0,50,1,932,27,3,0
309,L1588,DisplayImageOptions.java,library/src/com/nostra13/universalimageloader/core/DisplayImageOptions.java,L1585,10,0,278,3,932,35,2,0
310,L1589,ImageLoader.java,library/src/com/nostra13/universalimageloader/core/ImageLoader.java,L1585,25,0,280,3,932,63,6,0
311,L1590,ImageLoaderConfiguration.java,library/src/com/nostra13/universalimageloader/core/ImageLoaderConfiguration.java,L1585,44,0,344,2,932,39,2,0
312,L1591,ImageLoaderEngine.java,library/src/com/nostra13/universalimageloader/core/ImageLoaderEngine.java,L1585,10,0,124,1,932,29,3,0
313,L1592,ImageLoadingInfo.java,library/src/com/nostra13/universalimageloader/core/ImageLoadingInfo.java,L1585,1,0,28,1,932,17,1,0
314,L1593,LoadAndDisplayImageTask.java,library/src/com/nostra13/universalimageloader/core/LoadAndDisplayImageTask.java,L1585,67,0,369,4,932,79,10,1
315,L1594,ProcessAndDisplayImageTask.java,library/src/com/nostra13/universalimageloader/core/ProcessAndDisplayImageTask.java,L1585,1,0,30,1,932,20,2,0
316,L4764,DiskCacheUtils.java,library/src/com/nostra13/universalimageloader/utils/DiskCacheUtils.java,L4763,5,0,15,1,932,1,0,0
317,L4765,ImageSizeUtils.java,library/src/com/nostra13/universalimageloader/utils/ImageSizeUtils.java,L4763,25,0,107,2,932,11,2,0
318,L4766,IoUtils.java,library/src/com/nostra13/universalimageloader/utils/IoUtils.java,L4763,11,0,63,1,932,21,0,0
319,L4767,L.java,library/src/com/nostra13/universalimageloader/utils/L.java,L4763,6,0,59,1,932,7,0,0
320,L4768,MemoryCacheUtils.java,library/src/com/nostra13/universalimageloader/utils/MemoryCacheUtils.java,L4763,8,0,56,1,932,3,0,0
321,L4769,StorageUtils.java,library/src/com/nostra13/universalimageloader/utils/StorageUtils.java,L4763,17,0,77,2,932,17,6,0
324,L1170,BaseMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/BaseMemoryCache.java,L1169,3,0,37,1,932,9,2,0
325,L1171,LimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/LimitedMemoryCache.java,L1169,7,0,62,1,932,10,1,0
326,L1172,MemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/MemoryCache.java,L1169,1,0,4,1,932,1,0,0
327,L1173,MemoryCacheAware.java,library/src/com/nostra13/universalimageloader/cache/memory/MemoryCacheAware.java,L1169,1,0,10,1,932,7,0,0
328,L1597,ContentLengthInputStream.java,library/src/com/nostra13/universalimageloader/core/assist/ContentLengthInputStream.java,L1596,1,0,47,1,932,5,0,0
329,L1598,FailReason.java,library/src/com/nostra13/universalimageloader/core/assist/FailReason.java,L1596,1,0,22,1,932,8,0,0
330,L1599,FlushedInputStream.java,library/src/com/nostra13/universalimageloader/core/assist/FlushedInputStream.java,L1596,4,0,26,1,932,3,0,0
331,L1600,ImageScaleType.java,library/src/com/nostra13/universalimageloader/core/assist/ImageScaleType.java,L1596,1,0,9,1,932,7,0,0
332,L1601,ImageSize.java,library/src/com/nostra13/universalimageloader/core/assist/ImageSize.java,L1596,2,0,36,1,932,8,0,0
333,L1602,LoadedFrom.java,library/src/com/nostra13/universalimageloader/core/assist/LoadedFrom.java,L1596,1,0,4,1,932,2,0,0
334,L1603,QueueProcessingType.java,library/src/com/nostra13/universalimageloader/core/assist/QueueProcessingType.java,L1596,1,0,4,1,932,5,0,0
335,L1604,ViewScaleType.java,library/src/com/nostra13/universalimageloader/core/assist/ViewScaleType.java,L1596,9,0,22,1,932,8,0,0
336,L2506,BaseImageDecoder.java,library/src/com/nostra13/universalimageloader/core/decode/BaseImageDecoder.java,L2505,28,0,177,1,932,20,3,1
337,L2507,ImageDecoder.java,library/src/com/nostra13/universalimageloader/core/decode/ImageDecoder.java,L2505,1,0,6,1,932,3,0,0
338,L2508,ImageDecodingInfo.java,library/src/com/nostra13/universalimageloader/core/decode/ImageDecodingInfo.java,L2505,3,0,89,2,932,12,0,0
339,L2932,BitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/BitmapDisplayer.java,L2931,1,0,7,1,932,13,1,0
340,L2933,FadeInBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/FadeInBitmapDisplayer.java,L2931,8,0,41,2,932,15,1,0
341,L2934,RoundedBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/RoundedBitmapDisplayer.java,L2931,2,0,65,1,932,22,5,0
342,L2935,RoundedVignetteBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/RoundedVignetteBitmapDisplayer.java,L2931,2,0,34,1,932,3,0,0
343,L2936,SimpleBitmapDisplayer.java,library/src/com/nostra13/universalimageloader/core/display/SimpleBitmapDisplayer.java,L2931,1,0,10,1,932,10,1,0
344,L3413,BaseImageDownloader.java,library/src/com/nostra13/universalimageloader/core/download/BaseImageDownloader.java,L3412,15,0,127,2,932,30,2,0
345,L3414,ImageDownloader.java,library/src/com/nostra13/universalimageloader/core/download/ImageDownloader.java,L3412,5,0,39,2,932,18,2,0
346,L3632,ImageAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/ImageAware.java,L3631,1,0,15,1,932,11,1,0
347,L3633,ImageViewAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/ImageViewAware.java,L3631,10,0,76,2,932,16,1,0
348,L3634,NonViewAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/NonViewAware.java,L3631,4,0,54,1,932,1,0,0
349,L3635,ViewAware.java,library/src/com/nostra13/universalimageloader/core/imageaware/ViewAware.java,L3631,19,0,97,1,932,2,0,0
350,L4433,ImageLoadingListener.java,library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingListener.java,L4432,1,0,10,1,932,2,0,0
351,L4434,ImageLoadingProgressListener.java,library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingProgressListener.java,L4432,1,0,5,1,932,2,0,0
352,L4435,PauseOnScrollListener.java,library/src/com/nostra13/universalimageloader/core/listener/PauseOnScrollListener.java,L4432,8,0,49,1,932,2,0,0
353,L4436,SimpleImageLoadingListener.java,library/src/com/nostra13/universalimageloader/core/listener/SimpleImageLoadingListener.java,L4432,1,0,18,1,932,2,0,0
354,L4743,BitmapProcessor.java,library/src/com/nostra13/universalimageloader/core/process/BitmapProcessor.java,L4742,1,0,6,1,932,7,0,0
358,L1118,FileNameGenerator.java,library/src/com/nostra13/universalimageloader/cache/disc/naming/FileNameGenerator.java,L1117,1,0,4,1,932,8,0,0
359,L1119,HashCodeFileNameGenerator.java,library/src/com/nostra13/universalimageloader/cache/disc/naming/HashCodeFileNameGenerator.java,L1117,1,0,7,1,932,5,0,0
360,L1120,Md5FileNameGenerator.java,library/src/com/nostra13/universalimageloader/cache/disc/naming/Md5FileNameGenerator.java,L1117,2,0,26,1,932,5,0,0
361,L1228,FIFOLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/FIFOLimitedMemoryCache.java,L1227,3,0,48,1,932,8,0,0
362,L1229,FuzzyKeyMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/FuzzyKeyMemoryCache.java,L1227,4,0,45,1,932,9,0,0
363,L1230,LargestLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LargestLimitedMemoryCache.java,L1227,6,0,68,2,932,11,0,0
364,L1231,LimitedAgeMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LimitedAgeMemoryCache.java,L1227,4,0,47,1,932,7,0,0
365,L1232,LRULimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LRULimitedMemoryCache.java,L1227,3,0,63,1,932,8,0,0
366,L1233,LruMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/LruMemoryCache.java,L1227,15,0,95,1,932,7,1,0
367,L1234,UsingFreqLimitedMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/UsingFreqLimitedMemoryCache.java,L1227,8,0,79,1,932,8,0,0
368,L1235,WeakMemoryCache.java,library/src/com/nostra13/universalimageloader/cache/memory/impl/WeakMemoryCache.java,L1227,1,0,11,1,932,7,0,0
369,L1652,BlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/BlockingDeque.java,L1651,1,0,42,1,932,1,0,0
370,L1653,Deque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/Deque.java,L1651,1,0,36,1,932,1,0,0
371,L1654,LIFOLinkedBlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/LIFOLinkedBlockingDeque.java,L1651,1,0,13,1,932,2,0,0
372,L1655,LinkedBlockingDeque.java,library/src/com/nostra13/universalimageloader/core/assist/deque/LinkedBlockingDeque.java,L1651,74,0,632,1,932,1,0,0
374,L320,LruDiscCache.java,library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/LruDiscCache.java,L318,21,0,167,1,932,10,1,0
377,L1611,ImageSizeTest.java,library/test/com/nostra13/universalimageloader/core/assist/ImageSizeTest.java,L1610,1,0,140,1,932,8,1,0
378,L3416,BaseImageDownloaderTest.java,library/test/com/nostra13/universalimageloader/core/download/BaseImageDownloaderTest.java,L3415,1,0,58,1,932,1,0,0
379,L5011,Constants.java,sample/src/com/nostra13/example/universalimageloader/Constants.java,L5010,1,0,148,1,932,16,0,0
380,L5012,UILApplication.java,sample/src/com/nostra13/example/universalimageloader/UILApplication.java,L5010,3,0,35,1,932,14,0,0
381,L5015,ComplexImageActivity.java,sample/src/com/nostra13/example/universalimageloader/activity/ComplexImageActivity.java,L5014,6,0,62,1,932,1,0,0
382,L5016,HomeActivity.java,sample/src/com/nostra13/example/universalimageloader/activity/HomeActivity.java,L5014,4,0,82,1,932,1,0,0
383,L5017,SimpleImageActivity.java,sample/src/com/nostra13/example/universalimageloader/activity/SimpleImageActivity.java,L5014,9,0,58,1,932,1,0,0
384,L5208,AbsListViewBaseFragment.java,sample/src/com/nostra13/example/universalimageloader/fragment/AbsListViewBaseFragment.java,L5207,3,0,57,1,932,1,0,0
385,L5209,BaseFragment.java,sample/src/com/nostra13/example/universalimageloader/fragment/BaseFragment.java,L5207,3,0,33,1,932,1,0,0
386,L5210,ImageGalleryFragment.java,sample/src/com/nostra13/example/universalimageloader/fragment/ImageGalleryFragment.java,L5207,2,0,82,1,932,1,0,0
387,L5211,ImageGridFragment.java,sample/src/com/nostra13/example/universalimageloader/fragment/ImageGridFragment.java,L5207,2,0,109,1,932,1,0,0
388,L5212,ImageListFragment.java,sample/src/com/nostra13/example/universalimageloader/fragment/ImageListFragment.java,L5207,4,0,113,1,932,1,0,0
389,L5213,ImagePagerFragment.java,sample/src/com/nostra13/example/universalimageloader/fragment/ImagePagerFragment.java,L5207,6,0,114,1,932,1,0,0
390,L5668,UILWidgetProvider.java,sample/src/com/nostra13/example/universalimageloader/widget/UILWidgetProvider.java,L5667,2,0,49,1,932,11,0,0
392,L1561,DefaultConfigurationFactory.java,library/src/com/nostra13/universalimageloader/core/DefaultConfigurationFactory.java,L1560,11,0,125,1,932,31,3,0
393,L1562,DisplayBitmapTask.java,library/src/com/nostra13/universalimageloader/core/DisplayBitmapTask.java,L1560,3,0,50,1,932,28,3,0
394,L1563,DisplayImageOptions.java,library/src/com/nostra13/universalimageloader/core/DisplayImageOptions.java,L1560,10,0,278,3,932,36,2,0
395,L1564,ImageLoader.java,library/src/com/nostra13/universalimageloader/core/ImageLoader.java,L1560,26,0,283,3,932,65,6,0
396,L1565,ImageLoaderConfiguration.java,library/src/com/nostra13/universalimageloader/core/ImageLoaderConfiguration.java,L1560,44,0,344,2,932,42,2,0
397,L1566,ImageLoaderEngine.java,library/src/com/nostra13/universalimageloader/core/ImageLoaderEngine.java,L1560,10,0,124,1,932,30,3,0
398,L1567,ImageLoadingInfo.java,library/src/com/nostra13/universalimageloader/core/ImageLoadingInfo.java,L1560,1,0,28,1,932,17,1,0
399,L1568,LoadAndDisplayImageTask.java,library/src/com/nostra13/universalimageloader/core/LoadAndDisplayImageTask.java,L1560,69,0,379,4,932,83,11,0
400,L1569,ProcessAndDisplayImageTask.java,library/src/com/nostra13/universalimageloader/core/ProcessAndDisplayImageTask.java,L1560,1,0,30,1,932,21,2,0
401,L4807,DiskCacheUtils.java,library/src/com/nostra13/universalimageloader/utils/DiskCacheUtils.java,L4806,5,0,15,1,932,2,0,0
402,L4808,ImageSizeUtils.java,library/src/com/nostra13/universalimageloader/utils/ImageSizeUtils.java,L4806,25,0,107,2,932,12,2,0
403,L4809,IoUtils.java,library/src/com/nostra13/universalimageloader/utils/IoUtils.java,L4806,12,0,64,1,932,24,0,0
404,L4810,L.java,library/src/com/nostra13/universalimageloader/utils/L.java,L4806,6,0,59,1,932,8,0,0
405,L4811,MemoryCacheUtils.java,library/src/com/nostra13/universalimageloader/utils/MemoryCacheUtils.java,L4806,8,0,56,1,932,4,0,0
406,L4812,StorageUtils.java,library/src/com/nostra13/universalimageloader/utils/StorageUtils.java,L4806,24,0,92,2,932,20,6,0
