,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,Number of bugs
3064,L33946,DummyMergePolicy.java,hazelcast-spring/src/test/java/com/hazelcast/spring/DummyMergePolicy.java,L33941,1,0,9,1118,4,0,2,0
3065,L33947,DummyMessageListener.java,hazelcast-spring/src/test/java/com/hazelcast/spring/DummyMessageListener.java,L33941,1,0,8,1118,5,0,3,0
3066,L33948,DummySocketInterceptor.java,hazelcast-spring/src/test/java/com/hazelcast/spring/DummySocketInterceptor.java,L33941,1,0,13,2899,1,0,1,0
3067,L33949,DummySSLContextFactory.java,hazelcast-spring/src/test/java/com/hazelcast/spring/DummySSLContextFactory.java,L33941,1,0,11,2899,1,0,1,0
3068,L33950,DummyStore.java,hazelcast-spring/src/test/java/com/hazelcast/spring/DummyStore.java,L33941,1,0,24,1118,5,0,2,0
3069,L33951,DummyStoreFactory.java,hazelcast-spring/src/test/java/com/hazelcast/spring/DummyStoreFactory.java,L33941,1,0,9,1118,4,0,2,0
3070,L33952,DummyWanReplication.java,hazelcast-spring/src/test/java/com/hazelcast/spring/DummyWanReplication.java,L33941,1,0,12,2899,6,0,3,0
3071,L33953,TestApplicationContext.java,hazelcast-spring/src/test/java/com/hazelcast/spring/TestApplicationContext.java,L33941,9,0,82,1118,6,0,3,0
3072,L33954,TestBeansApplicationContext.java,hazelcast-spring/src/test/java/com/hazelcast/spring/TestBeansApplicationContext.java,L33941,1,0,43,1118,9,0,3,0
3073,L33955,TestClientApplicationContext.java,hazelcast-spring/src/test/java/com/hazelcast/spring/TestClientApplicationContext.java,L33941,1,0,101,1118,19,0,4,0
3074,L33956,TestFullApplicationContext.java,hazelcast-spring/src/test/java/com/hazelcast/spring/TestFullApplicationContext.java,L33941,11,0,396,2899,57,0,4,0
3075,L33978,CacheMapLoader.java,hazelcast-spring/src/test/java/com/hazelcast/spring/cache/CacheMapLoader.java,L33977,1,0,26,2899,1,0,1,0
3076,L33979,IDummyBean.java,hazelcast-spring/src/test/java/com/hazelcast/spring/cache/IDummyBean.java,L33977,1,0,10,2899,1,0,1,0
3077,L33980,TestCacheManager.java,hazelcast-spring/src/test/java/com/hazelcast/spring/cache/TestCacheManager.java,L33977,4,0,65,2899,13,0,3,0
3078,L34090,DummyTransactionManager.java,hazelcast-spring/src/test/java/com/hazelcast/spring/context/DummyTransactionManager.java,L34089,2,0,24,575,6,0,3,0
3079,L34091,SomeBean.java,hazelcast-spring/src/test/java/com/hazelcast/spring/context/SomeBean.java,L34089,1,0,13,1118,4,0,2,0
3080,L34092,SomeRunnableTask.java,hazelcast-spring/src/test/java/com/hazelcast/spring/context/SomeRunnableTask.java,L34089,1,0,23,575,4,0,3,0
3081,L34093,SomeTask.java,hazelcast-spring/src/test/java/com/hazelcast/spring/context/SomeTask.java,L34089,9,0,51,1118,5,0,2,0
3082,L34094,SomeTransactionalRunnableTask.java,hazelcast-spring/src/test/java/com/hazelcast/spring/context/SomeTransactionalRunnableTask.java,L34089,1,0,9,575,4,0,3,0
3083,L34095,SomeTransactionalTask.java,hazelcast-spring/src/test/java/com/hazelcast/spring/context/SomeTransactionalTask.java,L34089,1,0,11,575,4,0,3,0
3084,L34096,SomeValue.java,hazelcast-spring/src/test/java/com/hazelcast/spring/context/SomeValue.java,L34089,11,0,48,1118,4,0,2,0
3085,L34097,TestManagedContext.java,hazelcast-spring/src/test/java/com/hazelcast/spring/context/TestManagedContext.java,L34089,1,0,78,575,25,0,4,0
3086,L34635,TestHibernateApplicationContext.java,hazelcast-spring/src/test/java/com/hazelcast/spring/hibernate/TestHibernateApplicationContext.java,L34634,1,0,51,1118,8,0,3,0
3087,L34889,DummyCredentialsFactory.java,hazelcast-spring/src/test/java/com/hazelcast/spring/security/DummyCredentialsFactory.java,L34888,1,0,14,1118,3,0,2,0
3088,L34890,DummyPermissionPolicy.java,hazelcast-spring/src/test/java/com/hazelcast/spring/security/DummyPermissionPolicy.java,L34888,1,0,17,1118,3,0,2,0
3089,L34891,TestSecureApplicationContext.java,hazelcast-spring/src/test/java/com/hazelcast/spring/security/TestSecureApplicationContext.java,L34888,5,0,114,1118,11,0,3,0
3090,L35192,HazelcastInstanceLoader.java,hazelcast-wm/src/main/java/com/hazelcast/web/HazelcastInstanceLoader.java,L35191,19,0,103,1118,15,0,4,0
3091,L35193,Installer.java,hazelcast-wm/src/main/java/com/hazelcast/web/Installer.java,L35191,59,0,360,1118,13,0,3,0
3092,L35194,SessionListener.java,hazelcast-wm/src/main/java/com/hazelcast/web/SessionListener.java,L35191,1,0,10,1118,2,0,2,0
3093,L35195,WebFilter.java,hazelcast-wm/src/main/java/com/hazelcast/web/WebFilter.java,L35191,79,0,528,575,41,1,5,0
3094,L35808,TestServer.java,hazelcast-wm/src/test/java/com/hazelcast/wm/test/TestServer.java,L35807,1,0,23,1118,2,0,2,0
3095,L35809,Value.java,hazelcast-wm/src/test/java/com/hazelcast/wm/test/Value.java,L35807,1,0,15,1118,2,0,2,0
3096,L114,PlaceHolder.java,hazelcast-all/src/main/java/com/hazelcast/impl/PlaceHolder.java,L113,1,0,5,1118,12,0,6,0
3097,L122,TcpIpJoinerOverAWS.java,hazelcast-cloud/src/main/java/com/hazelcast/impl/TcpIpJoinerOverAWS.java,L121,4,0,34,1118,24,0,5,0
3098,L33022,AWSClient.java,hazelcast-cloud/src/main/java/com/hazelcast/aws/AWSClient.java,L33021,1,0,20,1118,21,0,6,1
3099,L33041,Constants.java,hazelcast-cloud/src/main/java/com/hazelcast/aws/impl/Constants.java,L33040,1,0,8,1118,17,0,6,0
3100,L33042,DescribeInstances.java,hazelcast-cloud/src/main/java/com/hazelcast/aws/impl/DescribeInstances.java,L33040,1,0,59,1118,17,0,6,1
3101,L33109,EC2RequestSigner.java,hazelcast-cloud/src/main/java/com/hazelcast/aws/security/EC2RequestSigner.java,L33108,4,0,56,1118,16,0,7,1
3102,L33110,RFC2104HMAC.java,hazelcast-cloud/src/main/java/com/hazelcast/aws/security/RFC2104HMAC.java,L33108,2,0,25,1118,17,0,6,0
3103,L33171,AwsURLEncoder.java,hazelcast-cloud/src/main/java/com/hazelcast/aws/utility/AwsURLEncoder.java,L33170,2,0,14,1118,13,0,6,1
3104,L33172,CloudyUtility.java,hazelcast-cloud/src/main/java/com/hazelcast/aws/utility/CloudyUtility.java,L33170,35,0,154,575,30,0,6,0
3105,L128,TcpIpJoinerOverAWSTest.java,hazelcast-cloud/src/test/java/com/hazelcast/impl/TcpIpJoinerOverAWSTest.java,L127,1,0,32,1733,27,0,6,0
3106,L33175,CloudyUtilityTest.java,hazelcast-cloud/src/test/java/com/hazelcast/aws/utility/CloudyUtilityTest.java,L33174,1,0,187,1118,13,0,6,0
3107,L137,AbstractRecord.java,hazelcast/src/main/java/com/hazelcast/impl/AbstractRecord.java,L135,71,0,384,1733,56,10,8,0
3108,L138,AbstractSimpleRecord.java,hazelcast/src/main/java/com/hazelcast/impl/AbstractSimpleRecord.java,L135,4,0,226,753,22,1,5,0
3109,L139,AddressPicker.java,hazelcast/src/main/java/com/hazelcast/impl/AddressPicker.java,L135,64,0,317,831,73,2,7,0
3110,L140,AsyncCall.java,hazelcast/src/main/java/com/hazelcast/impl/AsyncCall.java,L135,7,0,53,753,13,0,5,0
3111,L143,BaseManager.java,hazelcast/src/main/java/com/hazelcast/impl/BaseManager.java,L135,186,0,1292,2899,257,7,7,1
3112,L144,BlockingQueueManager.java,hazelcast/src/main/java/com/hazelcast/impl/BlockingQueueManager.java,L135,144,0,1034,753,125,8,7,1
3113,L146,ClassLoaderAwareAsyncCall.java,hazelcast/src/main/java/com/hazelcast/impl/ClassLoaderAwareAsyncCall.java,L135,2,0,22,753,8,0,4,0
3114,L148,ClientEndpoint.java,hazelcast/src/main/java/com/hazelcast/impl/ClientEndpoint.java,L135,48,0,326,831,63,7,7,0
3115,L149,ClientHandlerService.java,hazelcast/src/main/java/com/hazelcast/impl/ClientHandlerService.java,L135,127,0,1490,831,69,5,7,2
3116,L150,ClientRequestHandler.java,hazelcast/src/main/java/com/hazelcast/impl/ClientRequestHandler.java,L135,6,0,61,831,48,0,6,1
3117,L153,ClusterOperation.java,hazelcast/src/main/java/com/hazelcast/impl/ClusterOperation.java,L135,1,0,147,831,79,1,4,0
3118,L154,CMap.java,hazelcast/src/main/java/com/hazelcast/impl/CMap.java,L135,407,0,1737,2899,321,18,8,0
3119,L155,ConcurrentMapManager.java,hazelcast/src/main/java/com/hazelcast/impl/ConcurrentMapManager.java,L135,639,0,3896,2899,484,27,10,3
3120,L156,Constants.java,hazelcast/src/main/java/com/hazelcast/impl/Constants.java,L135,3,0,77,753,22,0,5,0
3121,L159,DataAwareEntryEvent.java,hazelcast/src/main/java/com/hazelcast/impl/DataAwareEntryEvent.java,L135,7,0,50,831,14,0,5,0
3122,L160,DataAwareItemEvent.java,hazelcast/src/main/java/com/hazelcast/impl/DataAwareItemEvent.java,L135,1,0,20,831,12,0,4,0
3123,L161,DataMessage.java,hazelcast/src/main/java/com/hazelcast/impl/DataMessage.java,L135,1,0,18,831,9,0,3,0
3124,L164,DefaultRecord.java,hazelcast/src/main/java/com/hazelcast/impl/DefaultRecord.java,L135,15,0,96,1733,38,2,7,1
3125,L167,Entries.java,hazelcast/src/main/java/com/hazelcast/impl/Entries.java,L135,30,0,176,831,19,2,3,0
3126,L171,ExecutorManager.java,hazelcast/src/main/java/com/hazelcast/impl/ExecutorManager.java,L135,73,0,636,831,108,6,7,0
3127,L173,ExecutorThreadFactory.java,hazelcast/src/main/java/com/hazelcast/impl/ExecutorThreadFactory.java,L135,7,0,64,831,18,0,4,0
3128,L174,FactoryImpl.java,hazelcast/src/main/java/com/hazelcast/impl/FactoryImpl.java,L135,115,0,815,831,267,3,8,2
3129,L176,GroupProperties.java,hazelcast/src/main/java/com/hazelcast/impl/GroupProperties.java,L135,5,0,291,2899,114,3,6,0
3130,L180,IGetAwareProxy.java,hazelcast/src/main/java/com/hazelcast/impl/IGetAwareProxy.java,L135,1,0,4,1733,4,0,3,0
3131,L182,IRemoveAwareProxy.java,hazelcast/src/main/java/com/hazelcast/impl/IRemoveAwareProxy.java,L135,1,0,4,2899,3,0,2,0
3132,L184,Keys.java,hazelcast/src/main/java/com/hazelcast/impl/Keys.java,L135,6,0,52,831,15,0,5,0
3133,L186,ListenerManager.java,hazelcast/src/main/java/com/hazelcast/impl/ListenerManager.java,L135,86,0,416,831,96,0,6,0
3134,L189,LocalUpdateListener.java,hazelcast/src/main/java/com/hazelcast/impl/LocalUpdateListener.java,L135,1,0,4,753,2,0,2,0
3135,L191,LockProxyImpl.java,hazelcast/src/main/java/com/hazelcast/impl/LockProxyImpl.java,L135,10,0,181,575,18,0,5,1
3136,L196,MProxy.java,hazelcast/src/main/java/com/hazelcast/impl/MProxy.java,L135,1,0,19,2899,15,1,4,0
3137,L197,MProxyImpl.java,hazelcast/src/main/java/com/hazelcast/impl/MProxyImpl.java,L135,51,0,879,2899,76,5,7,0
3138,L204,NearCache.java,hazelcast/src/main/java/com/hazelcast/impl/NearCache.java,L135,42,0,236,753,21,1,5,0
3139,L206,Node.java,hazelcast/src/main/java/com/hazelcast/impl/Node.java,L135,56,0,521,2899,241,3,7,0
3140,L211,PartitionManager.java,hazelcast/src/main/java/com/hazelcast/impl/PartitionManager.java,L135,197,0,964,2899,189,9,5,0
3141,L217,Record.java,hazelcast/src/main/java/com/hazelcast/impl/Record.java,L135,1,0,100,1733,89,1,7,0
3142,L218,Request.java,hazelcast/src/main/java/com/hazelcast/impl/Request.java,L135,7,0,249,2899,65,4,5,0
3143,L225,SplitBrainHandler.java,hazelcast/src/main/java/com/hazelcast/impl/SplitBrainHandler.java,L135,7,0,47,2899,29,1,5,0
3144,L227,TcpIpJoiner.java,hazelcast/src/main/java/com/hazelcast/impl/TcpIpJoiner.java,L135,79,0,395,2899,68,5,5,0
3145,L228,TestUtil.java,hazelcast/src/main/java/com/hazelcast/impl/TestUtil.java,L135,41,0,565,2899,31,2,3,0
3146,L229,ThreadContext.java,hazelcast/src/main/java/com/hazelcast/impl/ThreadContext.java,L135,17,0,191,753,63,0,4,0
3147,L230,TopicManager.java,hazelcast/src/main/java/com/hazelcast/impl/TopicManager.java,L135,11,0,119,2899,33,2,5,0
3148,L233,TransactionImpl.java,hazelcast/src/main/java/com/hazelcast/impl/TransactionImpl.java,L135,84,0,405,575,78,9,4,1
3149,L30804,AtomicNumber.java,hazelcast/src/main/java/com/hazelcast/core/AtomicNumber.java,L30803,1,0,18,575,17,0,6,0
3150,L30805,Client.java,hazelcast/src/main/java/com/hazelcast/core/Client.java,L30803,1,0,6,2899,2,0,2,0
3151,L30806,ClientListener.java,hazelcast/src/main/java/com/hazelcast/core/ClientListener.java,L30803,1,0,6,1118,4,0,3,0
3152,L30807,ClientService.java,hazelcast/src/main/java/com/hazelcast/core/ClientService.java,L30803,1,0,7,2899,2,0,2,0
3153,L30808,ClientType.java,hazelcast/src/main/java/com/hazelcast/core/ClientType.java,L30803,1,0,5,575,1,0,1,0
3154,L30809,Cluster.java,hazelcast/src/main/java/com/hazelcast/core/Cluster.java,L30803,1,0,9,1733,12,0,6,0
3155,L30810,DistributedTask.java,hazelcast/src/main/java/com/hazelcast/core/DistributedTask.java,L30803,33,0,264,575,42,0,7,0
3156,L30811,DuplicateInstanceNameException.java,hazelcast/src/main/java/com/hazelcast/core/DuplicateInstanceNameException.java,L30803,1,0,9,2899,5,0,2,0
3157,L30812,EntryAdapter.java,hazelcast/src/main/java/com/hazelcast/core/EntryAdapter.java,L30803,1,0,11,1118,3,0,2,0
3158,L30813,EntryEvent.java,hazelcast/src/main/java/com/hazelcast/core/EntryEvent.java,L30803,1,0,59,831,30,0,7,0
3159,L30814,EntryEventType.java,hazelcast/src/main/java/com/hazelcast/core/EntryEventType.java,L30803,3,0,22,1118,5,0,1,0
3160,L30815,EntryListener.java,hazelcast/src/main/java/com/hazelcast/core/EntryListener.java,L30803,1,0,8,1118,8,0,1,0
3161,L30816,ExecutionCallback.java,hazelcast/src/main/java/com/hazelcast/core/ExecutionCallback.java,L30803,1,0,5,575,9,0,4,0
3162,L30817,Hazelcast.java,hazelcast/src/main/java/com/hazelcast/core/Hazelcast.java,L30803,9,0,185,1733,74,1,7,0
3163,L30818,HazelcastException.java,hazelcast/src/main/java/com/hazelcast/core/HazelcastException.java,L30803,1,0,15,2899,2,0,1,0
3164,L30819,HazelcastInstance.java,hazelcast/src/main/java/com/hazelcast/core/HazelcastInstance.java,L30803,1,0,34,1733,77,0,7,0
3165,L30820,HazelcastInstanceAware.java,hazelcast/src/main/java/com/hazelcast/core/HazelcastInstanceAware.java,L30803,1,0,4,1118,4,0,1,0
3166,L30821,HazelcastInstanceAwareObject.java,hazelcast/src/main/java/com/hazelcast/core/HazelcastInstanceAwareObject.java,L30803,1,0,23,1118,20,0,5,0
3167,L30822,ICollection.java,hazelcast/src/main/java/com/hazelcast/core/ICollection.java,L30803,1,0,7,831,15,0,5,0
3168,L30823,ICountDownLatch.java,hazelcast/src/main/java/com/hazelcast/core/ICountDownLatch.java,L30803,1,0,12,575,17,0,5,0
3169,L30824,IdGenerator.java,hazelcast/src/main/java/com/hazelcast/core/IdGenerator.java,L30803,1,0,5,1733,14,0,5,0
3170,L30825,IList.java,hazelcast/src/main/java/com/hazelcast/core/IList.java,L30803,1,0,4,831,8,0,4,0
3171,L30826,ILock.java,hazelcast/src/main/java/com/hazelcast/core/ILock.java,L30803,1,0,9,575,30,0,6,0
3172,L30827,IMap.java,hazelcast/src/main/java/com/hazelcast/core/IMap.java,L30803,1,0,62,575,113,0,6,0
3173,L30828,Instance.java,hazelcast/src/main/java/com/hazelcast/core/Instance.java,L30803,12,0,78,831,23,0,6,0
3174,L30829,InstanceDestroyedException.java,hazelcast/src/main/java/com/hazelcast/core/InstanceDestroyedException.java,L30803,1,0,30,831,8,0,5,0
3175,L30830,InstanceEvent.java,hazelcast/src/main/java/com/hazelcast/core/InstanceEvent.java,L30803,1,0,30,831,7,0,3,0
3176,L30831,InstanceListener.java,hazelcast/src/main/java/com/hazelcast/core/InstanceListener.java,L30803,1,0,6,1118,5,0,1,0
3177,L30832,IQueue.java,hazelcast/src/main/java/com/hazelcast/core/IQueue.java,L30803,1,0,6,2899,20,1,5,0
3178,L30833,ISemaphore.java,hazelcast/src/main/java/com/hazelcast/core/ISemaphore.java,L30803,1,0,36,831,17,0,6,0
3179,L30834,ISet.java,hazelcast/src/main/java/com/hazelcast/core/ISet.java,L30803,1,0,4,831,10,0,5,0
3180,L30835,ItemEvent.java,hazelcast/src/main/java/com/hazelcast/core/ItemEvent.java,L30803,1,0,33,2899,9,0,5,0
3181,L30836,ItemEventType.java,hazelcast/src/main/java/com/hazelcast/core/ItemEventType.java,L30803,3,0,20,1118,2,0,1,0
3182,L30837,ItemListener.java,hazelcast/src/main/java/com/hazelcast/core/ItemListener.java,L30803,1,0,6,1118,6,0,1,0
3183,L30838,ITopic.java,hazelcast/src/main/java/com/hazelcast/core/ITopic.java,L30803,1,0,9,831,14,0,6,0
3184,L30839,LifecycleEvent.java,hazelcast/src/main/java/com/hazelcast/core/LifecycleEvent.java,L30803,5,0,43,831,13,0,5,0
3185,L30840,LifecycleListener.java,hazelcast/src/main/java/com/hazelcast/core/LifecycleListener.java,L30803,1,0,5,1118,4,0,2,0
3186,L30841,LifecycleService.java,hazelcast/src/main/java/com/hazelcast/core/LifecycleService.java,L30803,1,0,11,831,6,0,3,0
3187,L30842,ManagedContext.java,hazelcast/src/main/java/com/hazelcast/core/ManagedContext.java,L30803,1,0,4,575,9,0,4,0
3188,L30843,MapEntry.java,hazelcast/src/main/java/com/hazelcast/core/MapEntry.java,L30803,1,0,13,753,10,0,5,0
3189,L30844,MapLoader.java,hazelcast/src/main/java/com/hazelcast/core/MapLoader.java,L30803,1,0,9,1118,9,0,1,0
3190,L30845,MapLoaderLifecycleSupport.java,hazelcast/src/main/java/com/hazelcast/core/MapLoaderLifecycleSupport.java,L30803,1,0,6,1118,3,0,1,0
3191,L30846,MapStore.java,hazelcast/src/main/java/com/hazelcast/core/MapStore.java,L30803,1,0,9,1118,8,0,1,0
3192,L30847,MapStoreFactory.java,hazelcast/src/main/java/com/hazelcast/core/MapStoreFactory.java,L30803,1,0,5,1118,2,0,2,0
3193,L30848,Member.java,hazelcast/src/main/java/com/hazelcast/core/Member.java,L30803,1,0,16,1733,23,0,5,0
3194,L30849,MemberLeftException.java,hazelcast/src/main/java/com/hazelcast/core/MemberLeftException.java,L30803,1,0,28,575,21,0,5,0
3195,L30850,MembershipEvent.java,hazelcast/src/main/java/com/hazelcast/core/MembershipEvent.java,L30803,2,0,28,831,12,0,4,0
3196,L30851,MembershipListener.java,hazelcast/src/main/java/com/hazelcast/core/MembershipListener.java,L30803,1,0,6,1118,7,0,1,0
3197,L30852,Message.java,hazelcast/src/main/java/com/hazelcast/core/Message.java,L30803,1,0,12,831,6,0,5,0
3198,L30853,MessageListener.java,hazelcast/src/main/java/com/hazelcast/core/MessageListener.java,L30803,1,0,5,1118,8,0,2,0
3199,L30854,MultiMap.java,hazelcast/src/main/java/com/hazelcast/core/MultiMap.java,L30803,1,0,35,575,35,0,6,0
3200,L30855,MultiTask.java,hazelcast/src/main/java/com/hazelcast/core/MultiTask.java,L30803,1,0,25,575,10,0,4,0
3201,L30856,OperationRejectedException.java,hazelcast/src/main/java/com/hazelcast/core/OperationRejectedException.java,L30803,1,0,8,2899,3,0,1,0
3202,L30857,OperationTimeoutException.java,hazelcast/src/main/java/com/hazelcast/core/OperationTimeoutException.java,L30803,1,0,14,575,8,0,3,0
3203,L30858,OutOfMemoryHandler.java,hazelcast/src/main/java/com/hazelcast/core/OutOfMemoryHandler.java,L30803,1,0,17,575,6,0,2,0
3204,L30859,PartitionAware.java,hazelcast/src/main/java/com/hazelcast/core/PartitionAware.java,L30803,1,0,4,1118,3,0,1,0
3205,L30860,Prefix.java,hazelcast/src/main/java/com/hazelcast/core/Prefix.java,L30803,1,0,28,831,26,2,6,1
3206,L30861,RuntimeInterruptedException.java,hazelcast/src/main/java/com/hazelcast/core/RuntimeInterruptedException.java,L30803,1,0,8,2899,8,0,3,0
3207,L30862,SemaphoreFactory.java,hazelcast/src/main/java/com/hazelcast/core/SemaphoreFactory.java,L30803,1,0,4,575,8,0,4,0
3208,L30863,Transaction.java,hazelcast/src/main/java/com/hazelcast/core/Transaction.java,L30803,1,0,16,575,18,0,5,0
3209,L36893,AbstractNodeAware.java,hazelcast/src/main/java/com/hazelcast/cluster/AbstractNodeAware.java,L36892,1,0,12,2899,14,0,2,0
3210,L36894,AbstractRemotelyCallable.java,hazelcast/src/main/java/com/hazelcast/cluster/AbstractRemotelyCallable.java,L36892,1,0,21,1118,8,0,2,0
3211,L36895,AbstractRemotelyProcessable.java,hazelcast/src/main/java/com/hazelcast/cluster/AbstractRemotelyProcessable.java,L36892,1,0,18,1118,10,0,2,0
3212,L36896,AddOrRemoveConnection.java,hazelcast/src/main/java/com/hazelcast/cluster/AddOrRemoveConnection.java,L36892,1,0,34,1118,16,0,2,0
3213,L36897,AuthorizationCall.java,hazelcast/src/main/java/com/hazelcast/cluster/AuthorizationCall.java,L36892,3,0,33,2899,8,0,2,0
3214,L36898,Bind.java,hazelcast/src/main/java/com/hazelcast/cluster/Bind.java,L36892,3,0,47,2899,18,1,2,0
3215,L36899,ClusterImpl.java,hazelcast/src/main/java/com/hazelcast/cluster/ClusterImpl.java,L36892,18,0,129,2899,52,1,4,0
3216,L36900,ClusterManager.java,hazelcast/src/main/java/com/hazelcast/cluster/ClusterManager.java,L36892,174,0,949,2899,161,8,6,0
3217,L36901,ClusterService.java,hazelcast/src/main/java/com/hazelcast/cluster/ClusterService.java,L36892,35,0,270,831,154,2,8,0
3218,L36902,ConnectionCheckCall.java,hazelcast/src/main/java/com/hazelcast/cluster/ConnectionCheckCall.java,L36892,4,0,14,2899,15,0,2,0
3219,L36903,FinalizeJoin.java,hazelcast/src/main/java/com/hazelcast/cluster/FinalizeJoin.java,L36892,1,0,7,2899,15,0,2,0
3220,L36904,JoinInfo.java,hazelcast/src/main/java/com/hazelcast/cluster/JoinInfo.java,L36892,2,0,73,1733,25,0,6,0
3221,L36905,JoinRequest.java,hazelcast/src/main/java/com/hazelcast/cluster/JoinRequest.java,L36892,6,0,98,575,49,0,7,0
3222,L36906,Master.java,hazelcast/src/main/java/com/hazelcast/cluster/Master.java,L36892,1,0,36,2899,17,0,2,0
3223,L36907,MemberInfo.java,hazelcast/src/main/java/com/hazelcast/cluster/MemberInfo.java,L36892,10,0,74,1733,17,0,5,0
3224,L36908,MemberRemover.java,hazelcast/src/main/java/com/hazelcast/cluster/MemberRemover.java,L36892,4,0,31,831,18,0,3,0
3225,L36909,MembersUpdateCall.java,hazelcast/src/main/java/com/hazelcast/cluster/MembersUpdateCall.java,L36892,10,0,80,575,26,2,4,0
3226,L36910,NodeAware.java,hazelcast/src/main/java/com/hazelcast/cluster/NodeAware.java,L36892,1,0,6,1118,10,0,4,0
3227,L36911,RemotelyProcessable.java,hazelcast/src/main/java/com/hazelcast/cluster/RemotelyProcessable.java,L36892,1,0,7,1118,8,0,2,0
3228,L36912,SyncProcess.java,hazelcast/src/main/java/com/hazelcast/cluster/SyncProcess.java,L36892,1,0,30,575,20,0,3,0
3229,L37759,AbstractXmlConfigHelper.java,hazelcast/src/main/java/com/hazelcast/config/AbstractXmlConfigHelper.java,L37758,19,0,130,1118,8,0,4,1
3230,L37760,AsymmetricEncryptionConfig.java,hazelcast/src/main/java/com/hazelcast/config/AsymmetricEncryptionConfig.java,L37758,3,0,99,831,10,0,4,0
3231,L37761,AwsConfig.java,hazelcast/src/main/java/com/hazelcast/config/AwsConfig.java,L37758,1,0,72,1118,11,0,3,0
3232,L37762,ClasspathXmlConfig.java,hazelcast/src/main/java/com/hazelcast/config/ClasspathXmlConfig.java,L37758,2,0,22,575,8,0,4,0
3233,L37763,Config.java,hazelcast/src/main/java/com/hazelcast/config/Config.java,L37758,83,0,709,575,110,0,8,1
3234,L37764,ConfigBuilder.java,hazelcast/src/main/java/com/hazelcast/config/ConfigBuilder.java,L37758,1,0,4,1733,9,0,4,0
3235,L37765,ConfigLoader.java,hazelcast/src/main/java/com/hazelcast/config/ConfigLoader.java,L37758,10,0,55,1733,5,0,4,0
3236,L37766,ConfigXmlGenerator.java,hazelcast/src/main/java/com/hazelcast/config/ConfigXmlGenerator.java,L37758,61,0,359,2899,80,2,7,2
3237,L37767,CredentialsFactoryConfig.java,hazelcast/src/main/java/com/hazelcast/config/CredentialsFactoryConfig.java,L37758,1,0,43,2899,7,0,2,0
3238,L37768,EntryListenerConfig.java,hazelcast/src/main/java/com/hazelcast/config/EntryListenerConfig.java,L37758,1,0,49,2899,8,0,2,0
3239,L37769,ExecutorConfig.java,hazelcast/src/main/java/com/hazelcast/config/ExecutorConfig.java,L37758,4,0,85,1733,33,0,7,0
3240,L37770,FileSystemXmlConfig.java,hazelcast/src/main/java/com/hazelcast/config/FileSystemXmlConfig.java,L37758,1,0,22,575,8,0,4,0
3241,L37771,GroupConfig.java,hazelcast/src/main/java/com/hazelcast/config/GroupConfig.java,L37758,11,0,73,831,9,0,4,0
3242,L37772,InMemoryXmlConfig.java,hazelcast/src/main/java/com/hazelcast/config/InMemoryXmlConfig.java,L37758,3,0,20,575,8,0,4,0
3243,L37773,Interfaces.java,hazelcast/src/main/java/com/hazelcast/config/Interfaces.java,L37758,6,0,68,831,16,0,4,0
3244,L37774,ItemListenerConfig.java,hazelcast/src/main/java/com/hazelcast/config/ItemListenerConfig.java,L37758,1,0,38,2899,8,0,2,0
3245,L37775,Join.java,hazelcast/src/main/java/com/hazelcast/config/Join.java,L37758,1,0,45,831,14,0,5,0
3246,L37776,ListenerConfig.java,hazelcast/src/main/java/com/hazelcast/config/ListenerConfig.java,L37758,1,0,42,1118,8,0,3,0
3247,L37777,LoginModuleConfig.java,hazelcast/src/main/java/com/hazelcast/config/LoginModuleConfig.java,L37758,2,0,53,2899,7,0,2,0
3248,L37778,ManagementCenterConfig.java,hazelcast/src/main/java/com/hazelcast/config/ManagementCenterConfig.java,L37758,1,0,43,831,4,0,2,0
3249,L37779,MapConfig.java,hazelcast/src/main/java/com/hazelcast/config/MapConfig.java,L37758,58,0,421,753,101,0,8,0
3250,L37780,MapIndexConfig.java,hazelcast/src/main/java/com/hazelcast/config/MapIndexConfig.java,L37758,1,0,38,1733,6,0,4,0
3251,L37781,MapStoreConfig.java,hazelcast/src/main/java/com/hazelcast/config/MapStoreConfig.java,L37758,1,0,77,1118,12,0,3,0
3252,L37782,MaxSizeConfig.java,hazelcast/src/main/java/com/hazelcast/config/MaxSizeConfig.java,L37758,2,0,46,575,12,0,6,0
3253,L37783,MemberGroupConfig.java,hazelcast/src/main/java/com/hazelcast/config/MemberGroupConfig.java,L37758,1,0,24,1118,3,0,2,0
3254,L37784,MergePolicyConfig.java,hazelcast/src/main/java/com/hazelcast/config/MergePolicyConfig.java,L37758,1,0,42,1118,2,0,1,0
3255,L37785,MulticastConfig.java,hazelcast/src/main/java/com/hazelcast/config/MulticastConfig.java,L37758,1,0,88,831,15,0,4,0
3256,L37786,MultiMapConfig.java,hazelcast/src/main/java/com/hazelcast/config/MultiMapConfig.java,L37758,2,0,70,1733,22,0,6,0
3257,L37787,NearCacheConfig.java,hazelcast/src/main/java/com/hazelcast/config/NearCacheConfig.java,L37758,3,0,78,575,10,0,4,1
3258,L37788,NetworkConfig.java,hazelcast/src/main/java/com/hazelcast/config/NetworkConfig.java,L37758,7,0,175,1733,24,0,7,0
