,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,Number of bugs
208,L3354,McMMOPlayerSkillEvent.java,src/main/java/com/gmail/nossr50/events/skills/McMMOPlayerSkillEvent.java,L3352,1,0,28,0,1,3,1840,0
209,L4329,Acrobatics.java,src/main/java/com/gmail/nossr50/skills/acrobatics/Acrobatics.java,L4328,1,0,13,0,1,3,1840,0
210,L4330,AcrobaticsEventHandler.java,src/main/java/com/gmail/nossr50/skills/acrobatics/AcrobaticsEventHandler.java,L4328,2,0,30,0,1,1,1840,4
211,L4331,AcrobaticsManager.java,src/main/java/com/gmail/nossr50/skills/acrobatics/AcrobaticsManager.java,L4328,8,0,52,0,2,7,1840,4
212,L4332,DodgeEventHandler.java,src/main/java/com/gmail/nossr50/skills/acrobatics/DodgeEventHandler.java,L4328,3,0,36,0,2,6,1840,4
213,L4333,RollEventHandler.java,src/main/java/com/gmail/nossr50/skills/acrobatics/RollEventHandler.java,L4328,7,0,65,0,2,6,1840,4
214,L4460,Archery.java,src/main/java/com/gmail/nossr50/skills/archery/Archery.java,L4459,5,0,49,0,2,7,270,0
215,L4461,ArcheryBonusDamageEventHandler.java,src/main/java/com/gmail/nossr50/skills/archery/ArcheryBonusDamageEventHandler.java,L4459,2,0,23,0,1,1,1840,0
216,L4462,ArcheryManager.java,src/main/java/com/gmail/nossr50/skills/archery/ArcheryManager.java,L4459,7,0,55,0,2,7,1840,4
217,L4463,ArrowTrackingEventHandler.java,src/main/java/com/gmail/nossr50/skills/archery/ArrowTrackingEventHandler.java,L4459,1,0,19,0,2,2,270,0
218,L4464,DazeEventHandler.java,src/main/java/com/gmail/nossr50/skills/archery/DazeEventHandler.java,L4459,2,0,36,0,1,1,1840,0
219,L4465,TrackedEntity.java,src/main/java/com/gmail/nossr50/skills/archery/TrackedEntity.java,L4459,3,0,47,0,1,3,270,0
220,L4630,Axes.java,src/main/java/com/gmail/nossr50/skills/combat/Axes.java,L4629,19,0,100,0,3,4,270,4
221,L4660,BlastMining.java,src/main/java/com/gmail/nossr50/skills/gathering/BlastMining.java,L4659,40,0,200,0,3,9,1840,4
222,L4661,Excavation.java,src/main/java/com/gmail/nossr50/skills/gathering/Excavation.java,L4659,18,0,95,0,3,14,1840,4
223,L4662,Fishing.java,src/main/java/com/gmail/nossr50/skills/gathering/Fishing.java,L4659,60,0,260,0,2,8,270,5
224,L4663,Herbalism.java,src/main/java/com/gmail/nossr50/skills/gathering/Herbalism.java,L4659,82,0,265,0,3,13,1840,4
225,L4664,Mining.java,src/main/java/com/gmail/nossr50/skills/gathering/Mining.java,L4659,92,0,293,0,4,20,1840,0
226,L4665,WoodCutting.java,src/main/java/com/gmail/nossr50/skills/gathering/WoodCutting.java,L4659,82,0,292,0,3,19,1840,3
227,L4935,Repair.java,src/main/java/com/gmail/nossr50/skills/repair/Repair.java,L4934,35,0,157,0,2,11,1840,0
228,L4936,Repairable.java,src/main/java/com/gmail/nossr50/skills/repair/Repairable.java,L4934,1,0,13,0,1,4,258,0
229,L4937,RepairableFactory.java,src/main/java/com/gmail/nossr50/skills/repair/RepairableFactory.java,L4934,1,0,9,0,1,6,258,0
230,L4938,RepairItemType.java,src/main/java/com/gmail/nossr50/skills/repair/RepairItemType.java,L4934,4,0,20,0,2,3,1840,0
231,L4939,RepairManager.java,src/main/java/com/gmail/nossr50/skills/repair/RepairManager.java,L4934,1,0,12,0,1,4,258,0
232,L4940,RepairManagerFactory.java,src/main/java/com/gmail/nossr50/skills/repair/RepairManagerFactory.java,L4934,1,0,9,0,1,2,258,0
233,L4941,RepairMaterialType.java,src/main/java/com/gmail/nossr50/skills/repair/RepairMaterialType.java,L4934,9,0,35,0,2,3,1840,0
234,L4942,SimpleRepairable.java,src/main/java/com/gmail/nossr50/skills/repair/SimpleRepairable.java,L4934,1,0,61,0,1,4,258,0
235,L4943,SimpleRepairManager.java,src/main/java/com/gmail/nossr50/skills/repair/SimpleRepairManager.java,L4934,22,0,148,0,2,13,1840,0
236,L5214,BleedEventHandler.java,src/main/java/com/gmail/nossr50/skills/swords/BleedEventHandler.java,L5213,3,0,37,0,1,1,1840,0
237,L5215,CounterAttackEventHandler.java,src/main/java/com/gmail/nossr50/skills/swords/CounterAttackEventHandler.java,L5213,2,0,35,0,1,1,1840,4
238,L5216,SerratedStrikesEventHandler.java,src/main/java/com/gmail/nossr50/skills/swords/SerratedStrikesEventHandler.java,L5213,1,0,20,0,1,1,1840,4
239,L5217,Swords.java,src/main/java/com/gmail/nossr50/skills/swords/Swords.java,L5213,1,0,15,0,1,1,1840,0
240,L5218,SwordsManager.java,src/main/java/com/gmail/nossr50/skills/swords/SwordsManager.java,L5213,8,0,58,0,1,1,1840,4
241,L5335,BeastLoreEventHandler.java,src/main/java/com/gmail/nossr50/skills/taming/BeastLoreEventHandler.java,L5334,3,0,33,0,1,1,1840,4
242,L5336,CallOfTheWildEventHandler.java,src/main/java/com/gmail/nossr50/skills/taming/CallOfTheWildEventHandler.java,L5334,6,0,70,0,1,3,1840,4
243,L5337,EnvironmentallyAwareEventHandler.java,src/main/java/com/gmail/nossr50/skills/taming/EnvironmentallyAwareEventHandler.java,L5334,2,0,27,0,1,1,1840,4
244,L5338,FastFoodServiceEventHandler.java,src/main/java/com/gmail/nossr50/skills/taming/FastFoodServiceEventHandler.java,L5334,3,0,21,0,1,1,1840,0
245,L5339,GoreEventHandler.java,src/main/java/com/gmail/nossr50/skills/taming/GoreEventHandler.java,L5334,2,0,35,0,1,1,1840,0
246,L5340,SharpenedClawsEventHandler.java,src/main/java/com/gmail/nossr50/skills/taming/SharpenedClawsEventHandler.java,L5334,1,0,11,0,1,1,1840,0
247,L5341,ShockProofEventHandler.java,src/main/java/com/gmail/nossr50/skills/taming/ShockProofEventHandler.java,L5334,1,0,11,0,1,1,1840,0
248,L5342,Taming.java,src/main/java/com/gmail/nossr50/skills/taming/Taming.java,L5334,1,0,20,0,1,2,1840,0
249,L5343,TamingManager.java,src/main/java/com/gmail/nossr50/skills/taming/TamingManager.java,L5334,32,0,161,0,2,5,270,4
250,L5344,ThickFurEventHandler.java,src/main/java/com/gmail/nossr50/skills/taming/ThickFurEventHandler.java,L5334,4,0,27,0,1,1,1840,0
251,L5564,DeflectEventHandler.java,src/main/java/com/gmail/nossr50/skills/unarmed/DeflectEventHandler.java,L5563,1,0,23,0,1,1,1840,0
252,L5565,DisarmEventHandler.java,src/main/java/com/gmail/nossr50/skills/unarmed/DisarmEventHandler.java,L5563,1,0,31,0,1,1,1840,0
253,L5566,IronGripEventHandler.java,src/main/java/com/gmail/nossr50/skills/unarmed/IronGripEventHandler.java,L5563,1,0,21,0,1,2,1840,0
254,L5567,Unarmed.java,src/main/java/com/gmail/nossr50/skills/unarmed/Unarmed.java,L5563,1,0,13,0,1,2,1840,0
255,L5568,UnarmedBonusDamageEventHandler.java,src/main/java/com/gmail/nossr50/skills/unarmed/UnarmedBonusDamageEventHandler.java,L5563,2,0,23,0,1,1,1840,0
256,L5569,UnarmedManager.java,src/main/java/com/gmail/nossr50/skills/unarmed/UnarmedManager.java,L5563,9,0,68,0,1,3,1840,4
257,L5841,ChunkletManager.java,src/main/java/com/gmail/nossr50/util/blockmeta/ChunkletManager.java,L5840,1,0,19,0,1,3,258,0
258,L5842,ChunkletManagerFactory.java,src/main/java/com/gmail/nossr50/util/blockmeta/ChunkletManagerFactory.java,L5840,2,0,12,0,1,3,258,0
259,L5843,ChunkletStore.java,src/main/java/com/gmail/nossr50/util/blockmeta/ChunkletStore.java,L5840,1,0,8,0,1,2,258,0
260,L5844,ChunkletStoreFactory.java,src/main/java/com/gmail/nossr50/util/blockmeta/ChunkletStoreFactory.java,L5840,1,0,6,0,1,2,258,0
261,L5845,HashChunkletManager.java,src/main/java/com/gmail/nossr50/util/blockmeta/HashChunkletManager.java,L5840,33,0,204,0,2,14,258,1
262,L5846,NullChunkletManager.java,src/main/java/com/gmail/nossr50/util/blockmeta/NullChunkletManager.java,L5840,1,0,61,0,1,2,258,0
263,L5847,PrimitiveChunkletStore.java,src/main/java/com/gmail/nossr50/util/blockmeta/PrimitiveChunkletStore.java,L5840,5,0,28,0,2,2,1840,0
264,L6966,ZipLibrary.java,src/main/java/net/shatteredlands/shatt/backup/ZipLibrary.java,L6965,14,0,105,0,4,16,1840,0
265,L113,mcMMO.java,src/main/java/com/gmail/nossr50/mcMMO.java,L112,38,0,360,1,9,182,232,4
266,L116,AbilityAPI.java,src/main/java/com/gmail/nossr50/api/AbilityAPI.java,L115,3,0,35,0,1,2,1840,0
267,L117,ChatAPI.java,src/main/java/com/gmail/nossr50/api/ChatAPI.java,L115,9,0,38,0,5,13,1840,0
268,L118,ExperienceAPI.java,src/main/java/com/gmail/nossr50/api/ExperienceAPI.java,L115,3,0,55,0,3,15,1840,0
269,L119,PartyAPI.java,src/main/java/com/gmail/nossr50/api/PartyAPI.java,L115,2,0,49,0,3,15,1840,0
270,L120,SpoutToolsAPI.java,src/main/java/com/gmail/nossr50/api/SpoutToolsAPI.java,L115,6,0,34,0,2,6,1840,0
271,L403,CommandHelper.java,src/main/java/com/gmail/nossr50/commands/CommandHelper.java,L402,22,0,103,1,4,14,232,0
272,L404,SkillCommand.java,src/main/java/com/gmail/nossr50/commands/SkillCommand.java,L402,6,0,63,1,2,10,1840,0
273,L2064,AdvancedConfig.java,src/main/java/com/gmail/nossr50/config/AdvancedConfig.java,L2063,2,0,130,1,4,27,768,2
274,L2065,Config.java,src/main/java/com/gmail/nossr50/config/Config.java,L2063,8,0,305,1,8,89,768,2
275,L2066,ConfigLoader.java,src/main/java/com/gmail/nossr50/config/ConfigLoader.java,L2063,6,0,62,0,4,12,232,0
276,L2067,HiddenConfig.java,src/main/java/com/gmail/nossr50/config/HiddenConfig.java,L2063,3,0,33,0,4,10,258,0
277,L2068,SpoutConfig.java,src/main/java/com/gmail/nossr50/config/SpoutConfig.java,L2063,5,0,79,0,3,12,270,0
278,L2069,TreasuresConfig.java,src/main/java/com/gmail/nossr50/config/TreasuresConfig.java,L2063,44,0,181,1,5,21,1840,0
279,L2911,AbilityType.java,src/main/java/com/gmail/nossr50/datatypes/AbilityType.java,L2910,17,0,161,0,5,33,232,0
280,L2912,DatabaseUpdate.java,src/main/java/com/gmail/nossr50/datatypes/DatabaseUpdate.java,L2910,1,0,7,0,3,5,208,0
281,L2913,HudType.java,src/main/java/com/gmail/nossr50/datatypes/HudType.java,L2910,1,0,10,0,1,1,270,0
282,L2914,McMMOPlayer.java,src/main/java/com/gmail/nossr50/datatypes/McMMOPlayer.java,L2910,27,0,163,0,5,12,232,1
283,L2915,PlayerProfile.java,src/main/java/com/gmail/nossr50/datatypes/PlayerProfile.java,L2910,142,0,752,1,8,128,232,1
284,L2916,PlayerStat.java,src/main/java/com/gmail/nossr50/datatypes/PlayerStat.java,L2910,1,0,10,0,5,6,232,0
285,L2917,SkillType.java,src/main/java/com/gmail/nossr50/datatypes/SkillType.java,L2910,18,0,99,0,5,18,768,0
286,L2918,SpoutHud.java,src/main/java/com/gmail/nossr50/datatypes/SpoutHud.java,L2910,7,0,72,0,2,3,270,0
287,L2919,ToolType.java,src/main/java/com/gmail/nossr50/datatypes/ToolType.java,L2910,7,0,43,0,2,14,1840,0
288,L4128,BlockListener.java,src/main/java/com/gmail/nossr50/listeners/BlockListener.java,L4127,81,0,241,0,8,74,1840,0
289,L4129,EntityListener.java,src/main/java/com/gmail/nossr50/listeners/EntityListener.java,L4127,79,0,311,0,6,74,232,5
290,L4130,HardcoreListener.java,src/main/java/com/gmail/nossr50/listeners/HardcoreListener.java,L4127,5,0,22,0,4,18,232,0
291,L4131,PlayerListener.java,src/main/java/com/gmail/nossr50/listeners/PlayerListener.java,L4127,93,0,328,0,6,86,1840,8
292,L4132,SelfListener.java,src/main/java/com/gmail/nossr50/listeners/SelfListener.java,L4127,3,0,19,0,3,5,232,0
293,L4133,SpoutListener.java,src/main/java/com/gmail/nossr50/listeners/SpoutListener.java,L4127,8,0,59,0,3,12,1840,0
294,L4134,WorldListener.java,src/main/java/com/gmail/nossr50/listeners/WorldListener.java,L4127,8,0,56,1,4,29,1840,0
295,L4480,LocaleLoader.java,src/main/java/com/gmail/nossr50/locale/LocaleLoader.java,L4479,6,0,66,0,3,3,258,0
296,L4855,Party.java,src/main/java/com/gmail/nossr50/party/Party.java,L4854,3,0,49,0,5,34,270,0
297,L4856,PartyManager.java,src/main/java/com/gmail/nossr50/party/PartyManager.java,L4854,43,0,238,0,6,18,1840,3
298,L4955,BleedTimer.java,src/main/java/com/gmail/nossr50/runnables/BleedTimer.java,L4954,22,0,119,0,3,11,270,0
299,L4956,GainXp.java,src/main/java/com/gmail/nossr50/runnables/GainXp.java,L4954,3,0,34,0,2,8,1840,0
300,L4957,GreenThumbTimer.java,src/main/java/com/gmail/nossr50/runnables/GreenThumbTimer.java,L4954,18,0,85,0,3,12,232,0
301,L4958,McRankAsync.java,src/main/java/com/gmail/nossr50/runnables/McRankAsync.java,L4954,5,0,45,0,1,1,1840,0
302,L4959,MobStoreCleaner.java,src/main/java/com/gmail/nossr50/runnables/MobStoreCleaner.java,L4954,3,0,32,0,2,3,1840,0
303,L4960,ProfileSaveTask.java,src/main/java/com/gmail/nossr50/runnables/ProfileSaveTask.java,L4954,2,0,19,0,3,6,1840,0
304,L4961,SaveTimer.java,src/main/java/com/gmail/nossr50/runnables/SaveTimer.java,L4954,2,0,22,0,3,10,1840,0
305,L4962,SkillMonitor.java,src/main/java/com/gmail/nossr50/runnables/SkillMonitor.java,L4954,7,0,31,0,2,7,1840,0
306,L4963,SpoutStart.java,src/main/java/com/gmail/nossr50/runnables/SpoutStart.java,L4954,3,0,30,0,3,13,1840,0
307,L4964,SQLConversionTask.java,src/main/java/com/gmail/nossr50/runnables/SQLConversionTask.java,L4954,32,0,240,0,2,18,1840,0
308,L4965,SQLReconnect.java,src/main/java/com/gmail/nossr50/runnables/SQLReconnect.java,L4954,3,0,21,0,4,14,1840,0
309,L4966,StickyPistonTracker.java,src/main/java/com/gmail/nossr50/runnables/StickyPistonTracker.java,L4954,3,0,20,0,3,4,1840,0
310,L4967,UserPurgeTask.java,src/main/java/com/gmail/nossr50/runnables/UserPurgeTask.java,L4954,3,0,20,0,2,16,1840,0
311,L5329,SkillManager.java,src/main/java/com/gmail/nossr50/skills/SkillManager.java,L5328,1,0,24,0,2,2,232,0
312,L7089,SpoutSounds.java,src/main/java/com/gmail/nossr50/spout/SpoutSounds.java,L7088,1,0,25,0,1,7,1840,0
313,L7090,SpoutStuff.java,src/main/java/com/gmail/nossr50/spout/SpoutStuff.java,L7088,101,0,436,0,7,42,1840,2
314,L7182,Anniversary.java,src/main/java/com/gmail/nossr50/util/Anniversary.java,L7181,18,0,134,0,2,3,1840,0
315,L7183,BlockChecks.java,src/main/java/com/gmail/nossr50/util/BlockChecks.java,L7181,133,0,222,0,6,31,232,0
316,L7184,Combat.java,src/main/java/com/gmail/nossr50/util/Combat.java,L7181,106,0,385,0,5,75,1840,0
317,L7185,Database.java,src/main/java/com/gmail/nossr50/util/Database.java,L7181,69,0,437,2,7,49,208,0
318,L7186,Hardcore.java,src/main/java/com/gmail/nossr50/util/Hardcore.java,L7181,13,0,60,0,3,12,1840,1
319,L7187,Item.java,src/main/java/com/gmail/nossr50/util/Item.java,L7181,14,0,48,0,3,12,1840,0
320,L7188,ItemChecks.java,src/main/java/com/gmail/nossr50/util/ItemChecks.java,L7181,131,0,295,0,4,27,1840,0
321,L7189,Leaderboard.java,src/main/java/com/gmail/nossr50/util/Leaderboard.java,L7181,37,0,182,0,3,19,768,1
322,L7190,Metrics.java,src/main/java/com/gmail/nossr50/util/Metrics.java,L7181,29,0,259,0,3,8,232,0
323,L7191,Misc.java,src/main/java/com/gmail/nossr50/util/Misc.java,L7181,39,0,192,0,4,38,768,3
324,L7192,ModChecks.java,src/main/java/com/gmail/nossr50/util/ModChecks.java,L7181,26,0,94,0,2,17,232,0
325,L7193,Page.java,src/main/java/com/gmail/nossr50/util/Page.java,L7181,18,0,74,0,3,20,1840,1
326,L7194,Permissions.java,src/main/java/com/gmail/nossr50/util/Permissions.java,L7181,3,0,374,0,6,30,232,2
327,L7195,Skills.java,src/main/java/com/gmail/nossr50/util/Skills.java,L7181,99,0,319,1,7,60,1840,0
328,L7196,Users.java,src/main/java/com/gmail/nossr50/util/Users.java,L7181,5,0,61,0,3,25,768,0
329,L503,AddlevelsCommand.java,src/main/java/com/gmail/nossr50/commands/general/AddlevelsCommand.java,L502,15,0,99,1,3,21,1840,0
330,L504,AddxpCommand.java,src/main/java/com/gmail/nossr50/commands/general/AddxpCommand.java,L502,15,0,109,1,5,30,1840,0
331,L505,InspectCommand.java,src/main/java/com/gmail/nossr50/commands/general/InspectCommand.java,L502,12,0,68,1,4,51,1840,0
332,L506,McstatsCommand.java,src/main/java/com/gmail/nossr50/commands/general/McstatsCommand.java,L502,3,0,29,0,3,23,768,0
333,L507,MmoeditCommand.java,src/main/java/com/gmail/nossr50/commands/general/MmoeditCommand.java,L502,14,0,97,2,5,38,1840,1
334,L508,MmoupdateCommand.java,src/main/java/com/gmail/nossr50/commands/general/MmoupdateCommand.java,L502,4,0,37,0,4,17,1840,0
335,L509,SkillResetCommand.java,src/main/java/com/gmail/nossr50/commands/general/SkillResetCommand.java,L502,9,0,46,1,4,7,232,0
336,L510,XprateCommand.java,src/main/java/com/gmail/nossr50/commands/general/XprateCommand.java,L502,13,0,81,1,4,21,1840,0
337,L683,McabilityCommand.java,src/main/java/com/gmail/nossr50/commands/mc/McabilityCommand.java,L682,5,0,33,1,5,17,1840,0
338,L684,MccCommand.java,src/main/java/com/gmail/nossr50/commands/mc/MccCommand.java,L682,12,0,56,0,6,23,1840,0
339,L685,McgodCommand.java,src/main/java/com/gmail/nossr50/commands/mc/McgodCommand.java,L682,5,0,33,1,4,13,1840,0
340,L686,McmmoCommand.java,src/main/java/com/gmail/nossr50/commands/mc/McmmoCommand.java,L682,4,0,31,0,5,32,1840,0
341,L687,McpurgeCommand.java,src/main/java/com/gmail/nossr50/commands/mc/McpurgeCommand.java,L682,4,0,28,0,1,4,1840,0
342,L688,McrankCommand.java,src/main/java/com/gmail/nossr50/commands/mc/McrankCommand.java,L682,10,0,69,0,3,14,1840,1
343,L689,McrefreshCommand.java,src/main/java/com/gmail/nossr50/commands/mc/McrefreshCommand.java,L682,8,0,63,1,4,19,1840,0
344,L690,McremoveCommand.java,src/main/java/com/gmail/nossr50/commands/mc/McremoveCommand.java,L682,13,0,105,1,5,47,1840,0
345,L691,MctopCommand.java,src/main/java/com/gmail/nossr50/commands/mc/MctopCommand.java,L682,27,0,144,1,6,34,208,0
346,L945,AcceptCommand.java,src/main/java/com/gmail/nossr50/commands/party/AcceptCommand.java,L944,7,0,55,0,4,14,270,0
347,L946,ACommand.java,src/main/java/com/gmail/nossr50/commands/party/ACommand.java,L944,16,0,86,1,6,25,1840,0
348,L947,InviteCommand.java,src/main/java/com/gmail/nossr50/commands/party/InviteCommand.java,L944,7,0,55,0,5,17,1840,0
349,L948,PartyCommand.java,src/main/java/com/gmail/nossr50/commands/party/PartyCommand.java,L944,43,0,219,0,7,34,232,3
350,L949,PCommand.java,src/main/java/com/gmail/nossr50/commands/party/PCommand.java,L944,16,0,103,0,5,25,1840,0
351,L950,PtpCommand.java,src/main/java/com/gmail/nossr50/commands/party/PtpCommand.java,L944,10,0,71,1,6,34,1840,0
352,L1139,AcrobaticsCommand.java,src/main/java/com/gmail/nossr50/commands/skills/AcrobaticsCommand.java,L1138,21,0,95,1,5,39,1840,0
353,L1140,ArcheryCommand.java,src/main/java/com/gmail/nossr50/commands/skills/ArcheryCommand.java,L1138,19,0,88,1,5,37,1840,0
354,L1141,AxesCommand.java,src/main/java/com/gmail/nossr50/commands/skills/AxesCommand.java,L1138,32,0,121,1,5,43,1840,0
355,L1142,ExcavationCommand.java,src/main/java/com/gmail/nossr50/commands/skills/ExcavationCommand.java,L1138,14,0,76,0,5,29,1840,0
356,L1143,FishingCommand.java,src/main/java/com/gmail/nossr50/commands/skills/FishingCommand.java,L1138,21,0,113,0,5,47,1840,0
357,L1144,HerbalismCommand.java,src/main/java/com/gmail/nossr50/commands/skills/HerbalismCommand.java,L1138,41,0,143,1,5,39,1840,0
358,L1145,MiningCommand.java,src/main/java/com/gmail/nossr50/commands/skills/MiningCommand.java,L1138,46,0,192,1,6,42,1840,0
359,L1146,RepairCommand.java,src/main/java/com/gmail/nossr50/commands/skills/RepairCommand.java,L1138,42,0,141,1,6,55,1840,0
360,L1147,SwordsCommand.java,src/main/java/com/gmail/nossr50/commands/skills/SwordsCommand.java,L1138,27,0,121,2,5,38,1840,0
361,L1148,TamingCommand.java,src/main/java/com/gmail/nossr50/commands/skills/TamingCommand.java,L1138,36,0,145,1,6,39,1840,0
362,L1149,UnarmedCommand.java,src/main/java/com/gmail/nossr50/commands/skills/UnarmedCommand.java,L1138,31,0,126,1,5,45,1840,0
363,L1150,WoodcuttingCommand.java,src/main/java/com/gmail/nossr50/commands/skills/WoodcuttingCommand.java,L1138,28,0,110,0,6,37,1840,0
364,L2014,MchudCommand.java,src/main/java/com/gmail/nossr50/commands/spout/MchudCommand.java,L2013,8,0,50,0,4,17,1840,0
365,L2015,XplockCommand.java,src/main/java/com/gmail/nossr50/commands/spout/XplockCommand.java,L2013,12,0,74,0,5,23,1840,1
366,L2507,CustomArmorConfig.java,src/main/java/com/gmail/nossr50/config/mods/CustomArmorConfig.java,L2506,11,0,74,1,4,16,232,0
367,L2508,CustomBlocksConfig.java,src/main/java/com/gmail/nossr50/config/mods/CustomBlocksConfig.java,L2506,13,0,96,1,4,21,232,0
368,L2509,CustomToolsConfig.java,src/main/java/com/gmail/nossr50/config/mods/CustomToolsConfig.java,L2506,11,0,81,1,4,17,232,0
369,L2675,RepairConfig.java,src/main/java/com/gmail/nossr50/config/repair/RepairConfig.java,L2674,13,0,83,0,3,5,232,0
370,L2676,RepairConfigManager.java,src/main/java/com/gmail/nossr50/config/repair/RepairConfigManager.java,L2674,7,0,39,0,2,2,270,0
371,L2993,McmmoButton.java,src/main/java/com/gmail/nossr50/datatypes/buttons/McmmoButton.java,L2992,1,0,18,0,1,2,270,0
372,L3111,CustomBlock.java,src/main/java/com/gmail/nossr50/datatypes/mods/CustomBlock.java,L3110,1,0,62,0,2,4,1840,0
373,L3112,CustomItem.java,src/main/java/com/gmail/nossr50/datatypes/mods/CustomItem.java,L3110,1,0,21,0,1,3,1840,0
374,L3113,CustomTool.java,src/main/java/com/gmail/nossr50/datatypes/mods/CustomTool.java,L3110,1,0,30,0,1,6,1840,0
375,L3519,Menu.java,src/main/java/com/gmail/nossr50/datatypes/popups/Menu.java,L3518,1,0,67,0,2,3,1840,0
376,L3520,XpBar.java,src/main/java/com/gmail/nossr50/datatypes/popups/XpBar.java,L3518,34,0,232,0,1,2,270,0
377,L3784,ExcavationTreasure.java,src/main/java/com/gmail/nossr50/datatypes/treasure/ExcavationTreasure.java,L3783,2,0,86,0,2,2,1840,0
378,L3785,FishingTreasure.java,src/main/java/com/gmail/nossr50/datatypes/treasure/FishingTreasure.java,L3783,1,0,15,0,2,4,1840,0
379,L3786,Treasure.java,src/main/java/com/gmail/nossr50/datatypes/treasure/Treasure.java,L3783,1,0,38,0,2,3,1840,0
380,L3865,McMMOAdminChatEvent.java,src/main/java/com/gmail/nossr50/events/chat/McMMOAdminChatEvent.java,L3864,1,0,6,0,2,3,1840,1
381,L3866,McMMOChatEvent.java,src/main/java/com/gmail/nossr50/events/chat/McMMOChatEvent.java,L3864,1,0,38,0,1,2,1840,1
382,L3867,McMMOPartyChatEvent.java,src/main/java/com/gmail/nossr50/events/chat/McMMOPartyChatEvent.java,L3864,1,0,11,0,2,3,1840,1
383,L3906,McMMOPlayerExperienceEvent.java,src/main/java/com/gmail/nossr50/events/experience/McMMOPlayerExperienceEvent.java,L3905,1,0,28,0,1,2,1840,0
384,L3907,McMMOPlayerLevelUpEvent.java,src/main/java/com/gmail/nossr50/events/experience/McMMOPlayerLevelUpEvent.java,L3905,1,0,13,0,1,2,1840,1
385,L3908,McMMOPlayerXpGainEvent.java,src/main/java/com/gmail/nossr50/events/experience/McMMOPlayerXpGainEvent.java,L3905,1,0,13,0,1,2,1840,0
386,L3949,FakeBlockBreakEvent.java,src/main/java/com/gmail/nossr50/events/fake/FakeBlockBreakEvent.java,L3948,1,0,9,0,2,4,768,0
387,L3950,FakeBlockDamageEvent.java,src/main/java/com/gmail/nossr50/events/fake/FakeBlockDamageEvent.java,L3948,1,0,10,0,2,2,1840,0
388,L3951,FakeEntityDamageByEntityEvent.java,src/main/java/com/gmail/nossr50/events/fake/FakeEntityDamageByEntityEvent.java,L3948,1,0,8,0,1,2,1840,0
389,L3952,FakeEntityDamageEvent.java,src/main/java/com/gmail/nossr50/events/fake/FakeEntityDamageEvent.java,L3948,1,0,8,0,1,2,1840,0
390,L3953,FakePlayerAnimationEvent.java,src/main/java/com/gmail/nossr50/events/fake/FakePlayerAnimationEvent.java,L3948,1,0,8,0,1,2,1840,0
391,L3985,McMMOItemSpawnEvent.java,src/main/java/com/gmail/nossr50/events/items/McMMOItemSpawnEvent.java,L3984,1,0,44,0,1,3,1840,0
392,L4016,McMMOPartyChangeEvent.java,src/main/java/com/gmail/nossr50/events/party/McMMOPartyChangeEvent.java,L4015,2,0,53,0,1,3,1840,0
393,L4017,McMMOPartyTeleportEvent.java,src/main/java/com/gmail/nossr50/events/party/McMMOPartyTeleportEvent.java,L4015,1,0,27,0,1,2,1840,0
394,L4081,McMMOPlayerRepairCheckEvent.java,src/main/java/com/gmail/nossr50/events/skills/McMMOPlayerRepairCheckEvent.java,L4080,1,0,35,0,1,3,1840,0
395,L4082,McMMOPlayerSkillEvent.java,src/main/java/com/gmail/nossr50/events/skills/McMMOPlayerSkillEvent.java,L4080,1,0,28,0,1,3,1840,0
396,L5028,BlockStoreConversionMain.java,src/main/java/com/gmail/nossr50/runnables/blockstoreconversion/BlockStoreConversionMain.java,L5027,11,0,71,0,3,5,232,0
397,L5029,BlockStoreConversionXDirectory.java,src/main/java/com/gmail/nossr50/runnables/blockstoreconversion/BlockStoreConversionXDirectory.java,L5027,9,0,62,0,3,5,232,0
398,L5030,BlockStoreConversionZDirectory.java,src/main/java/com/gmail/nossr50/runnables/blockstoreconversion/BlockStoreConversionZDirectory.java,L5027,25,0,150,0,3,12,232,0
399,L5332,Acrobatics.java,src/main/java/com/gmail/nossr50/skills/acrobatics/Acrobatics.java,L5331,1,0,13,0,3,17,1840,0
400,L5333,AcrobaticsEventHandler.java,src/main/java/com/gmail/nossr50/skills/acrobatics/AcrobaticsEventHandler.java,L5331,3,0,29,1,2,7,232,0
401,L5334,AcrobaticsManager.java,src/main/java/com/gmail/nossr50/skills/acrobatics/AcrobaticsManager.java,L5331,15,0,57,1,4,29,1840,0
402,L5335,DodgeEventHandler.java,src/main/java/com/gmail/nossr50/skills/acrobatics/DodgeEventHandler.java,L5331,3,0,41,1,3,13,1840,0
403,L5336,RollEventHandler.java,src/main/java/com/gmail/nossr50/skills/acrobatics/RollEventHandler.java,L5331,7,0,70,1,4,19,1840,0
404,L5465,Archery.java,src/main/java/com/gmail/nossr50/skills/archery/Archery.java,L5464,5,0,47,0,4,23,1840,0
405,L5466,ArcheryManager.java,src/main/java/com/gmail/nossr50/skills/archery/ArcheryManager.java,L5464,12,0,52,2,5,32,1840,1
406,L5467,ArrowTrackingEventHandler.java,src/main/java/com/gmail/nossr50/skills/archery/ArrowTrackingEventHandler.java,L5464,1,0,19,0,2,4,1840,0
