,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,Number of bugs
897,L29588,DataDrivenEnumerationServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/enumeration/service/DataDrivenEnumerationServiceImpl.java,L29586,1,0,19,0,3,3,2597,0
898,L29962,PropertyConfigurer.java,common/src/main/java/org/broadleafcommerce/common/extensibility/config/PropertyConfigurer.java,L29961,1,0,13,0,1,1,2597,0
899,L29971,AbstractMergeXMLApplicationContext.java,common/src/main/java/org/broadleafcommerce/common/extensibility/context/AbstractMergeXMLApplicationContext.java,L29970,1,0,13,0,2,3,592,0
900,L29972,EmbeddedBeanDefinitionParser.java,common/src/main/java/org/broadleafcommerce/common/extensibility/context/EmbeddedBeanDefinitionParser.java,L29970,10,0,67,0,3,5,1283,0
901,L29973,EmbeddedNamespaceHandler.java,common/src/main/java/org/broadleafcommerce/common/extensibility/context/EmbeddedNamespaceHandler.java,L29970,1,0,8,0,1,1,2597,0
902,L29974,MergeApplicationContextXmlConfigResource.java,common/src/main/java/org/broadleafcommerce/common/extensibility/context/MergeApplicationContextXmlConfigResource.java,L29970,10,0,55,0,1,3,2597,0
903,L29975,MergeClassPathXMLApplicationContext.java,common/src/main/java/org/broadleafcommerce/common/extensibility/context/MergeClassPathXMLApplicationContext.java,L29970,4,0,37,0,3,7,1464,0
904,L29976,MergeFileSystemAndClassPathXMLApplicationContext.java,common/src/main/java/org/broadleafcommerce/common/extensibility/context/MergeFileSystemAndClassPathXMLApplicationContext.java,L29970,10,0,82,0,3,8,1464,0
905,L29977,MergeFileSystemXMLApplicationContext.java,common/src/main/java/org/broadleafcommerce/common/extensibility/context/MergeFileSystemXMLApplicationContext.java,L29970,5,0,46,0,3,7,1464,0
906,L29978,ResourceInputStream.java,common/src/main/java/org/broadleafcommerce/common/extensibility/context/ResourceInputStream.java,L29970,5,0,75,0,2,3,592,0
907,L29979,StandardConfigLocations.java,common/src/main/java/org/broadleafcommerce/common/extensibility/context/StandardConfigLocations.java,L29970,27,0,62,1,3,6,2597,0
908,L31194,ConfigurationOnlyState.java,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/ConfigurationOnlyState.java,L31193,1,0,18,0,2,4,1283,0
909,L31195,Discriminatable.java,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/Discriminatable.java,L31193,1,0,4,0,3,5,1283,0
910,L31196,EntityClassNotFoundException.java,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/EntityClassNotFoundException.java,L31193,1,0,16,0,1,1,2597,0
911,L31197,JPAPropertiesPersistenceUnitPostProcessor.java,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/JPAPropertiesPersistenceUnitPostProcessor.java,L31193,28,0,102,0,5,12,2597,0
912,L31198,MergeJPAPersistenceResource.java,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/MergeJPAPersistenceResource.java,L31193,15,0,89,0,1,3,2597,0
913,L31199,MergePersistenceUnitManager.java,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/MergePersistenceUnitManager.java,L31193,52,0,282,8,7,48,1464,0
914,L31200,SiteDiscriminatable.java,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/SiteDiscriminatable.java,L31193,1,0,10,0,2,5,1464,0
915,L31201,SiteDiscriminatableType.java,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/SiteDiscriminatableType.java,L31193,1,0,4,0,1,1,2597,0
916,L31202,SiteDiscriminator.java,common/src/main/java/org/broadleafcommerce/common/extensibility/jpa/SiteDiscriminator.java,L31193,1,0,5,0,3,5,1283,0
917,L32044,FileWorkArea.java,common/src/main/java/org/broadleafcommerce/common/file/domain/FileWorkArea.java,L32043,3,0,19,1,4,7,95,0
918,L32065,BroadleafFileService.java,common/src/main/java/org/broadleafcommerce/common/file/service/BroadleafFileService.java,L32064,1,0,25,0,5,11,1464,0
919,L32066,BroadleafFileServiceExtensionHandler.java,common/src/main/java/org/broadleafcommerce/common/file/service/BroadleafFileServiceExtensionHandler.java,L32064,1,0,7,0,1,1,2597,0
920,L32067,BroadleafFileServiceExtensionManager.java,common/src/main/java/org/broadleafcommerce/common/file/service/BroadleafFileServiceExtensionManager.java,L32064,1,0,9,0,1,1,2597,0
921,L32068,BroadleafFileServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/file/service/BroadleafFileServiceImpl.java,L32064,37,0,281,2,7,23,2597,0
922,L32069,BroadleafFileUtils.java,common/src/main/java/org/broadleafcommerce/common/file/service/BroadleafFileUtils.java,L32064,4,0,34,2,4,9,95,0
923,L32070,BroadleafStaticAssetExtensionHandler.java,common/src/main/java/org/broadleafcommerce/common/file/service/BroadleafStaticAssetExtensionHandler.java,L32064,1,0,8,0,2,2,423,0
924,L32071,FileServiceProvider.java,common/src/main/java/org/broadleafcommerce/common/file/service/FileServiceProvider.java,L32064,1,0,13,1,5,12,1464,0
925,L32072,FileSystemFileServiceProvider.java,common/src/main/java/org/broadleafcommerce/common/file/service/FileSystemFileServiceProvider.java,L32064,17,0,141,4,7,24,2597,0
926,L32073,GloballySharedInputStream.java,common/src/main/java/org/broadleafcommerce/common/file/service/GloballySharedInputStream.java,L32064,1,0,36,0,3,5,1464,0
927,L32074,StaticAssetPathService.java,common/src/main/java/org/broadleafcommerce/common/file/service/StaticAssetPathService.java,L32064,1,0,10,1,3,4,1464,0
928,L32075,StaticAssetPathServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/file/service/StaticAssetPathServiceImpl.java,L32064,33,0,126,4,6,14,1283,0
929,L32615,ISODao.java,common/src/main/java/org/broadleafcommerce/common/i18n/dao/ISODao.java,L32614,1,0,8,0,2,2,1464,0
930,L32616,ISODaoImpl.java,common/src/main/java/org/broadleafcommerce/common/i18n/dao/ISODaoImpl.java,L32614,1,0,30,0,2,2,1464,0
931,L32617,TranslationDao.java,common/src/main/java/org/broadleafcommerce/common/i18n/dao/TranslationDao.java,L32614,1,0,22,0,2,10,2597,0
932,L32618,TranslationDaoExtensionHandler.java,common/src/main/java/org/broadleafcommerce/common/i18n/dao/TranslationDaoExtensionHandler.java,L32614,1,0,9,0,2,2,56,0
933,L32619,TranslationDaoExtensionManager.java,common/src/main/java/org/broadleafcommerce/common/i18n/dao/TranslationDaoExtensionManager.java,L32614,1,0,12,0,2,2,56,0
934,L32620,TranslationDaoImpl.java,common/src/main/java/org/broadleafcommerce/common/i18n/dao/TranslationDaoImpl.java,L32614,22,0,242,1,6,17,2597,0
935,L32807,ISOCountry.java,common/src/main/java/org/broadleafcommerce/common/i18n/domain/ISOCountry.java,L32806,1,0,16,0,4,6,2597,0
936,L32808,ISOCountryImpl.java,common/src/main/java/org/broadleafcommerce/common/i18n/domain/ISOCountryImpl.java,L32806,25,0,127,0,5,10,2597,0
937,L32809,TranslatedEntity.java,common/src/main/java/org/broadleafcommerce/common/i18n/domain/TranslatedEntity.java,L32806,11,0,89,3,6,25,50,0
938,L32810,Translation.java,common/src/main/java/org/broadleafcommerce/common/i18n/domain/Translation.java,L32806,1,0,16,0,3,6,2597,0
939,L32811,TranslationImpl.java,common/src/main/java/org/broadleafcommerce/common/i18n/domain/TranslationImpl.java,L32806,2,0,124,0,7,21,2597,0
940,L32987,DynamicTranslationProvider.java,common/src/main/java/org/broadleafcommerce/common/i18n/service/DynamicTranslationProvider.java,L32986,3,0,18,0,1,2,1283,0
941,L32988,ISOService.java,common/src/main/java/org/broadleafcommerce/common/i18n/service/ISOService.java,L32986,1,0,8,0,2,2,1464,0
942,L32989,ISOServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/i18n/service/ISOServiceImpl.java,L32986,1,0,29,0,3,5,1283,0
943,L32990,TranslationConsiderationContext.java,common/src/main/java/org/broadleafcommerce/common/i18n/service/TranslationConsiderationContext.java,L32986,4,0,23,0,2,6,1283,0
944,L32991,TranslationService.java,common/src/main/java/org/broadleafcommerce/common/i18n/service/TranslationService.java,L32986,1,0,19,1,3,12,1464,0
945,L32992,TranslationServiceExtensionManager.java,common/src/main/java/org/broadleafcommerce/common/i18n/service/TranslationServiceExtensionManager.java,L32986,1,0,10,0,1,1,2597,0
946,L32993,TranslationServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/i18n/service/TranslationServiceImpl.java,L32986,48,0,338,3,5,31,2597,0
947,L33363,LocaleDao.java,common/src/main/java/org/broadleafcommerce/common/locale/dao/LocaleDao.java,L33362,1,0,9,0,2,3,2597,0
948,L33364,LocaleDaoImpl.java,common/src/main/java/org/broadleafcommerce/common/locale/dao/LocaleDaoImpl.java,L33362,5,0,55,0,3,6,2597,0
949,L33393,Locale.java,common/src/main/java/org/broadleafcommerce/common/locale/domain/Locale.java,L33392,1,0,15,0,4,5,592,0
950,L33394,LocaleImpl.java,common/src/main/java/org/broadleafcommerce/common/locale/domain/LocaleImpl.java,L33392,12,0,129,1,7,24,592,0
951,L33444,LocaleService.java,common/src/main/java/org/broadleafcommerce/common/locale/service/LocaleService.java,L33443,1,0,9,0,3,5,1283,0
952,L33445,LocaleServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/locale/service/LocaleServiceImpl.java,L33443,1,0,32,0,4,7,423,0
953,L33472,LocaleConverter.java,common/src/main/java/org/broadleafcommerce/common/locale/util/LocaleConverter.java,L33471,5,0,20,0,1,2,1283,0
954,L33473,LocaleUtil.java,common/src/main/java/org/broadleafcommerce/common/locale/util/LocaleUtil.java,L33471,5,0,16,0,3,3,2597,0
955,L33945,Media.java,common/src/main/java/org/broadleafcommerce/common/media/domain/Media.java,L33944,1,0,15,0,2,4,2597,0
956,L33946,MediaDto.java,common/src/main/java/org/broadleafcommerce/common/media/domain/MediaDto.java,L33944,1,0,58,1,4,8,2597,0
957,L33947,MediaImpl.java,common/src/main/java/org/broadleafcommerce/common/media/domain/MediaImpl.java,L33944,23,0,165,1,5,16,2597,0
958,L34378,CurrencyAdapter.java,common/src/main/java/org/broadleafcommerce/common/money/util/CurrencyAdapter.java,L34377,1,0,13,0,2,2,2597,0
959,L34399,NullPageDTO.java,common/src/main/java/org/broadleafcommerce/common/page/dto/NullPageDTO.java,L34398,1,0,3,0,1,2,1283,0
960,L34400,PageDTO.java,common/src/main/java/org/broadleafcommerce/common/page/dto/PageDTO.java,L34398,4,0,112,0,4,13,1283,0
961,L34552,AddressDTO.java,common/src/main/java/org/broadleafcommerce/common/payment/dto/AddressDTO.java,L34551,13,0,126,0,3,3,1283,0
962,L34553,CreditCardDTO.java,common/src/main/java/org/broadleafcommerce/common/payment/dto/CreditCardDTO.java,L34551,10,0,99,0,2,3,1464,0
963,L34554,CustomerCreditDTO.java,common/src/main/java/org/broadleafcommerce/common/payment/dto/CustomerCreditDTO.java,L34551,1,0,31,0,3,3,1283,0
964,L34555,GatewayCustomerDTO.java,common/src/main/java/org/broadleafcommerce/common/payment/dto/GatewayCustomerDTO.java,L34551,11,0,108,0,2,3,1464,0
965,L34556,GiftCardDTO.java,common/src/main/java/org/broadleafcommerce/common/payment/dto/GiftCardDTO.java,L34551,1,0,31,0,3,3,1283,0
966,L34557,LineItemDTO.java,common/src/main/java/org/broadleafcommerce/common/payment/dto/LineItemDTO.java,L34551,1,0,102,0,2,2,1464,0
967,L34558,PaymentRequestDTO.java,common/src/main/java/org/broadleafcommerce/common/payment/dto/PaymentRequestDTO.java,L34551,6,0,165,0,3,8,1464,0
968,L34559,PaymentResponseDTO.java,common/src/main/java/org/broadleafcommerce/common/payment/dto/PaymentResponseDTO.java,L34551,1,0,141,0,2,10,1464,0
969,L34560,SubscriptionDTO.java,common/src/main/java/org/broadleafcommerce/common/payment/dto/SubscriptionDTO.java,L34551,6,0,63,0,1,3,56,0
970,L35437,AbstractExternalPaymentGatewayCall.java,common/src/main/java/org/broadleafcommerce/common/payment/service/AbstractExternalPaymentGatewayCall.java,L35436,4,0,41,1,3,5,1464,0
971,L35438,PaymentGatewayCheckoutService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayCheckoutService.java,L35436,1,0,10,1,2,9,1464,0
972,L35439,PaymentGatewayConfiguration.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayConfiguration.java,L35436,1,0,20,0,2,4,1464,0
973,L35440,PaymentGatewayConfigurationService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayConfigurationService.java,L35436,1,0,21,1,2,10,1464,0
974,L35441,PaymentGatewayConfigurationServiceProvider.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayConfigurationServiceProvider.java,L35436,1,0,9,0,1,3,1464,0
975,L35442,PaymentGatewayConfigurationServiceProviderImpl.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayConfigurationServiceProviderImpl.java,L35436,4,0,28,0,1,3,1464,0
976,L35443,PaymentGatewayCreditCardService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayCreditCardService.java,L35436,1,0,9,1,2,3,1464,0
977,L35444,PaymentGatewayCustomerService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayCustomerService.java,L35436,1,0,9,1,2,3,1464,0
978,L35445,PaymentGatewayFraudService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayFraudService.java,L35436,1,0,6,1,3,4,2597,0
979,L35446,PaymentGatewayHostedService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayHostedService.java,L35436,1,0,7,1,2,3,1464,0
980,L35447,PaymentGatewayReportingService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayReportingService.java,L35436,1,0,7,1,2,3,1464,0
981,L35448,PaymentGatewayResolver.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayResolver.java,L35436,1,0,7,0,3,3,1464,0
982,L35449,PaymentGatewayResolverImpl.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayResolverImpl.java,L35436,1,0,15,0,3,3,1464,0
983,L35450,PaymentGatewayRollbackService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayRollbackService.java,L35436,1,0,10,1,2,4,1464,0
984,L35451,PaymentGatewaySubscriptionService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewaySubscriptionService.java,L35436,1,0,9,1,3,5,56,0
985,L35452,PaymentGatewayTamperProofSealService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayTamperProofSealService.java,L35436,1,0,9,1,2,3,1464,0
986,L35453,PaymentGatewayTamperProofSealServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayTamperProofSealServiceImpl.java,L35436,3,0,32,1,2,3,1464,0
987,L35454,PaymentGatewayTransactionConfirmationService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayTransactionConfirmationService.java,L35436,1,0,7,2,3,5,1283,0
988,L35455,PaymentGatewayTransactionService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayTransactionService.java,L35436,1,0,12,1,2,3,1464,0
989,L35456,PaymentGatewayTransparentRedirectService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayTransparentRedirectService.java,L35436,1,0,8,1,2,3,1464,0
990,L35457,PaymentGatewayWebResponsePrintService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayWebResponsePrintService.java,L35436,1,0,5,1,2,3,1464,0
991,L35458,PaymentGatewayWebResponsePrintServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayWebResponsePrintServiceImpl.java,L35436,4,0,48,1,2,3,1464,0
992,L35459,PaymentGatewayWebResponseService.java,common/src/main/java/org/broadleafcommerce/common/payment/service/PaymentGatewayWebResponseService.java,L35436,1,0,7,1,2,4,1464,0
993,L36054,AddMethodType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/AddMethodType.java,L36053,1,0,6,0,5,7,1464,0
994,L36055,CustomFieldSearchableTypes.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/CustomFieldSearchableTypes.java,L36053,1,0,4,0,1,2,2597,0
995,L36056,DynamicSupportedFieldType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/DynamicSupportedFieldType.java,L36053,11,0,81,0,3,7,1464,0
996,L36057,ForeignKeyRestrictionType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/ForeignKeyRestrictionType.java,L36053,1,0,5,0,3,4,343,0
997,L36058,LookupType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/LookupType.java,L36053,1,0,5,0,2,3,2597,0
998,L36059,OperationType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/OperationType.java,L36053,1,0,7,0,4,7,423,0
999,L36060,PersistencePerspectiveItemType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/PersistencePerspectiveItemType.java,L36053,1,0,6,0,3,4,343,0
1000,L36061,RuleType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/RuleType.java,L36053,9,0,63,1,3,8,1283,0
1001,L36062,SupportedCriteriaFieldType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/SupportedCriteriaFieldType.java,L36053,1,0,5,0,1,1,343,0
1002,L36063,SupportedFieldType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/SupportedFieldType.java,L36053,1,0,34,0,7,21,1464,0
1003,L36064,UnspecifiedBooleanType.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/UnspecifiedBooleanType.java,L36053,1,0,4,0,3,4,343,0
1004,L36065,VisibilityEnum.java,common/src/main/java/org/broadleafcommerce/common/presentation/client/VisibilityEnum.java,L36053,1,0,9,1,2,3,1464,0
1005,L36269,AdminPresentationAdornedTargetCollectionOverride.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationAdornedTargetCollectionOverride.java,L36268,1,0,7,0,3,5,2597,0
1006,L36270,AdminPresentationCollectionOverride.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationCollectionOverride.java,L36268,1,0,7,0,3,5,2597,0
1007,L36271,AdminPresentationDataDrivenEnumerationOverride.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationDataDrivenEnumerationOverride.java,L36268,1,0,13,0,3,5,2597,0
1008,L36272,AdminPresentationMapOverride.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationMapOverride.java,L36268,1,0,7,0,3,5,2597,0
1009,L36273,AdminPresentationMergeEntry.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationMergeEntry.java,L36268,1,0,33,0,1,2,2597,0
1010,L36274,AdminPresentationMergeOverride.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationMergeOverride.java,L36268,1,0,11,0,1,3,2597,0
1011,L36275,AdminPresentationMergeOverrides.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationMergeOverrides.java,L36268,1,0,10,0,1,1,2597,0
1012,L36276,AdminPresentationOverride.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationOverride.java,L36268,1,0,13,0,3,6,2597,0
1013,L36277,AdminPresentationOverrides.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationOverrides.java,L36268,1,0,16,0,3,6,2597,0
1014,L36278,AdminPresentationToOneLookupOverride.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/AdminPresentationToOneLookupOverride.java,L36268,1,0,7,0,3,5,2597,0
1015,L36279,PropertyType.java,common/src/main/java/org/broadleafcommerce/common/presentation/override/PropertyType.java,L36268,1,0,116,1,7,17,1464,0
1016,L36465,ResourceBundlingService.java,common/src/main/java/org/broadleafcommerce/common/resource/service/ResourceBundlingService.java,L36464,1,0,10,0,5,11,1464,0
1017,L36466,ResourceBundlingServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/resource/service/ResourceBundlingServiceImpl.java,L36464,33,0,265,5,6,42,592,0
1018,L36467,ResourceMinificationService.java,common/src/main/java/org/broadleafcommerce/common/resource/service/ResourceMinificationService.java,L36464,1,0,9,1,4,6,1464,0
1019,L36468,ResourceMinificationServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/resource/service/ResourceMinificationServiceImpl.java,L36464,14,0,137,4,5,18,1464,0
1020,L36795,SandBoxDao.java,common/src/main/java/org/broadleafcommerce/common/sandbox/dao/SandBoxDao.java,L36794,1,0,24,0,5,11,38,0
1021,L36796,SandBoxDaoImpl.java,common/src/main/java/org/broadleafcommerce/common/sandbox/dao/SandBoxDaoImpl.java,L36794,12,0,260,1,6,15,38,0
1022,L36967,SandBox.java,common/src/main/java/org/broadleafcommerce/common/sandbox/domain/SandBox.java,L36966,1,0,29,0,5,9,38,0
1023,L36968,SandBoxImpl.java,common/src/main/java/org/broadleafcommerce/common/sandbox/domain/SandBoxImpl.java,L36966,13,0,237,1,7,28,38,0
1024,L36969,SandBoxManagement.java,common/src/main/java/org/broadleafcommerce/common/sandbox/domain/SandBoxManagement.java,L36966,1,0,6,0,2,2,1283,0
1025,L36970,SandBoxManagementImpl.java,common/src/main/java/org/broadleafcommerce/common/sandbox/domain/SandBoxManagementImpl.java,L36966,1,0,65,0,2,2,592,0
1026,L36971,SandBoxType.java,common/src/main/java/org/broadleafcommerce/common/sandbox/domain/SandBoxType.java,L36966,9,0,66,1,3,8,1283,0
1027,L37180,SandBoxService.java,common/src/main/java/org/broadleafcommerce/common/sandbox/service/SandBoxService.java,L37179,1,0,24,0,5,7,38,0
1028,L37181,SandBoxServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/sandbox/service/SandBoxServiceImpl.java,L37179,10,0,119,0,6,9,38,0
1029,L37329,ProtoChannelBeanPostProcessor.java,common/src/main/java/org/broadleafcommerce/common/security/channel/ProtoChannelBeanPostProcessor.java,L37328,3,0,49,0,4,12,1283,0
1030,L37330,ProtoInsecureChannelProcessor.java,common/src/main/java/org/broadleafcommerce/common/security/channel/ProtoInsecureChannelProcessor.java,L37328,10,0,30,0,5,19,423,0
1031,L37331,ProtoSecureChannelProcessor.java,common/src/main/java/org/broadleafcommerce/common/security/channel/ProtoSecureChannelProcessor.java,L37328,7,0,26,0,5,15,423,0
1032,L37469,CsrfFilter.java,common/src/main/java/org/broadleafcommerce/common/security/handler/CsrfFilter.java,L37468,8,0,53,0,4,13,2597,0
1033,L37493,BroadleafActiveDirectoryUserDetailsMapper.java,common/src/main/java/org/broadleafcommerce/common/security/ldap/BroadleafActiveDirectoryUserDetailsMapper.java,L37492,11,0,65,1,3,5,1464,0
1034,L37606,CleanStringException.java,common/src/main/java/org/broadleafcommerce/common/security/service/CleanStringException.java,L37605,1,0,15,0,3,3,1464,0
1035,L37607,ExploitProtectionService.java,common/src/main/java/org/broadleafcommerce/common/security/service/ExploitProtectionService.java,L37605,1,0,11,0,5,12,2597,0
1036,L37608,ExploitProtectionServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/security/service/ExploitProtectionServiceImpl.java,L37605,15,0,138,2,8,25,1464,0
1037,L37694,CookieUtils.java,common/src/main/java/org/broadleafcommerce/common/security/util/CookieUtils.java,L37693,1,0,10,0,1,2,2597,0
1038,L37695,GenericCookieUtilsImpl.java,common/src/main/java/org/broadleafcommerce/common/security/util/GenericCookieUtilsImpl.java,L37693,5,0,39,0,1,1,2597,0
1039,L37696,PasswordChange.java,common/src/main/java/org/broadleafcommerce/common/security/util/PasswordChange.java,L37693,1,0,42,0,1,2,2597,0
1040,L37697,PasswordReset.java,common/src/main/java/org/broadleafcommerce/common/security/util/PasswordReset.java,L37693,1,0,45,0,1,1,2597,0
1041,L37698,PasswordUtils.java,common/src/main/java/org/broadleafcommerce/common/security/util/PasswordUtils.java,L37693,2,0,15,0,1,1,592,0
1042,L37699,ServerCookie.java,common/src/main/java/org/broadleafcommerce/common/security/util/ServerCookie.java,L37693,48,0,183,0,1,1,2597,0
1043,L38058,SiteDao.java,common/src/main/java/org/broadleafcommerce/common/site/dao/SiteDao.java,L38057,1,0,15,0,7,16,1283,0
1044,L38059,SiteDaoImpl.java,common/src/main/java/org/broadleafcommerce/common/site/dao/SiteDaoImpl.java,L38057,7,0,112,1,7,31,1283,0
1045,L38125,Catalog.java,common/src/main/java/org/broadleafcommerce/common/site/domain/Catalog.java,L38124,1,0,16,0,4,11,38,0
1046,L38126,CatalogImpl.java,common/src/main/java/org/broadleafcommerce/common/site/domain/CatalogImpl.java,L38124,11,0,157,0,6,25,38,0
1047,L38127,Site.java,common/src/main/java/org/broadleafcommerce/common/site/domain/Site.java,L38124,1,0,30,0,6,24,1464,0
1048,L38128,SiteCatalogXref.java,common/src/main/java/org/broadleafcommerce/common/site/domain/SiteCatalogXref.java,L38124,1,0,10,0,3,10,2597,0
1049,L38129,SiteCatalogXrefImpl.java,common/src/main/java/org/broadleafcommerce/common/site/domain/SiteCatalogXrefImpl.java,L38124,1,0,65,0,3,9,2597,0
1050,L38130,SiteImpl.java,common/src/main/java/org/broadleafcommerce/common/site/domain/SiteImpl.java,L38124,15,0,223,1,8,63,592,0
1051,L38131,Theme.java,common/src/main/java/org/broadleafcommerce/common/site/domain/Theme.java,L38124,1,0,10,0,6,8,1464,0
1052,L38132,ThemeDTO.java,common/src/main/java/org/broadleafcommerce/common/site/domain/ThemeDTO.java,L38124,1,0,30,0,5,6,423,0
1053,L38364,AbstractSiteServiceExtensionHandler.java,common/src/main/java/org/broadleafcommerce/common/site/service/AbstractSiteServiceExtensionHandler.java,L38363,1,0,10,0,2,3,95,0
1054,L38365,SiteService.java,common/src/main/java/org/broadleafcommerce/common/site/service/SiteService.java,L38363,1,0,33,0,7,16,1283,0
1055,L38366,SiteServiceExtensionHandler.java,common/src/main/java/org/broadleafcommerce/common/site/service/SiteServiceExtensionHandler.java,L38363,1,0,8,0,2,3,95,0
1056,L38367,SiteServiceExtensionManager.java,common/src/main/java/org/broadleafcommerce/common/site/service/SiteServiceExtensionManager.java,L38363,1,0,9,0,2,3,95,0
1057,L38368,SiteServiceImpl.java,common/src/main/java/org/broadleafcommerce/common/site/service/SiteServiceImpl.java,L38363,15,0,207,0,8,26,38,0
1058,L38576,BroadleafSiteMapController.java,common/src/main/java/org/broadleafcommerce/common/sitemap/controller/BroadleafSiteMapController.java,L38575,4,0,31,0,3,5,1464,0
1059,L38599,CustomUrlSiteMapGeneratorConfiguration.java,common/src/main/java/org/broadleafcommerce/common/sitemap/domain/CustomUrlSiteMapGeneratorConfiguration.java,L38598,1,0,6,0,3,3,1464,0
1060,L38600,CustomUrlSiteMapGeneratorConfigurationImpl.java,common/src/main/java/org/broadleafcommerce/common/sitemap/domain/CustomUrlSiteMapGeneratorConfigurationImpl.java,L38598,1,0,26,0,3,3,1464,0
1061,L38601,SiteMapConfiguration.java,common/src/main/java/org/broadleafcommerce/common/sitemap/domain/SiteMapConfiguration.java,L38598,1,0,16,0,3,3,1464,0
1062,L38602,SiteMapConfigurationImpl.java,common/src/main/java/org/broadleafcommerce/common/sitemap/domain/SiteMapConfigurationImpl.java,L38598,9,0,113,0,4,6,2597,0
1063,L38603,SiteMapGeneratorConfiguration.java,common/src/main/java/org/broadleafcommerce/common/sitemap/domain/SiteMapGeneratorConfiguration.java,L38598,1,0,19,0,3,3,1464,0
1064,L38604,SiteMapGeneratorConfigurationImpl.java,common/src/main/java/org/broadleafcommerce/common/sitemap/domain/SiteMapGeneratorConfigurationImpl.java,L38598,7,0,126,0,3,3,1464,0
1065,L38605,SiteMapUrlEntry.java,common/src/main/java/org/broadleafcommerce/common/sitemap/domain/SiteMapUrlEntry.java,L38598,1,0,19,0,3,3,1464,0
