,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,Number of bugs
1136,L57573,OTriple.java,commons/src/main/java/com/orientechnologies/common/util/OTriple.java,L57560,8,0,65,0,2,0,0,0
1137,L54249,OLockException.java,commons/src/main/java/com/orientechnologies/common/concur/lock/OLockException.java,L54248,1,0,11,0,6,0,0,0
1138,L54250,OLockManager.java,commons/src/main/java/com/orientechnologies/common/concur/lock/OLockManager.java,L54248,19,0,128,0,20,0,0,0
1139,L54251,OModificationLock.java,commons/src/main/java/com/orientechnologies/common/concur/lock/OModificationLock.java,L54248,7,0,57,0,2,0,0,0
1140,L54252,OModificationOperationProhibitedException.java,commons/src/main/java/com/orientechnologies/common/concur/lock/OModificationOperationProhibitedException.java,L54248,1,0,16,0,3,0,0,0
1141,L54253,OSharedLockEntry.java,commons/src/main/java/com/orientechnologies/common/concur/lock/OSharedLockEntry.java,L54248,1,0,13,0,3,0,0,0
1142,L54432,OCloseable.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OCloseable.java,L54431,1,0,4,0,2,0,0,0
1143,L54433,ONotSharedResource.java,commons/src/main/java/com/orientechnologies/common/concur/resource/ONotSharedResource.java,L54431,1,0,11,0,2,0,0,0
1144,L54434,OResourcePool.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OResourcePool.java,L54431,8,0,56,0,18,0,0,0
1145,L54435,OResourcePoolListener.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OResourcePoolListener.java,L54431,1,0,5,0,8,0,0,0
1146,L54436,OSharedContainer.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OSharedContainer.java,L54431,1,0,7,0,2,0,0,0
1147,L54437,OSharedContainerImpl.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OSharedContainerImpl.java,L54431,5,0,32,0,3,0,0,0
1148,L54438,OSharedResource.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OSharedResource.java,L54431,1,0,7,0,4,0,0,0
1149,L54439,OSharedResourceAbstract.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceAbstract.java,L54431,1,0,18,0,3,0,0,0
1150,L54440,OSharedResourceAdaptive.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceAdaptive.java,L54431,20,0,112,0,11,0,0,0
1151,L54441,OSharedResourceAdaptiveExternal.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceAdaptiveExternal.java,L54431,1,0,28,0,6,0,0,0
1152,L54442,OSharedResourceExternal.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceExternal.java,L54431,1,0,19,0,2,0,0,0
1153,L54443,OSharedResourceExternalTimeout.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceExternalTimeout.java,L54431,1,0,23,0,2,0,0,0
1154,L54444,OSharedResourceTimeout.java,commons/src/main/java/com/orientechnologies/common/concur/resource/OSharedResourceTimeout.java,L54431,7,0,42,0,6,0,0,0
1155,L54600,ConsoleCommand.java,commons/src/main/java/com/orientechnologies/common/console/annotation/ConsoleCommand.java,L54599,1,0,12,0,1,0,0,0
1156,L54601,ConsoleParameter.java,commons/src/main/java/com/orientechnologies/common/console/annotation/ConsoleParameter.java,L54599,1,0,12,0,2,0,0,0
1157,L54874,ODirectMemoryHashMap.java,commons/src/main/java/com/orientechnologies/common/directmemory/collections/ODirectMemoryHashMap.java,L54873,77,0,549,0,3,0,0,0
1158,L54875,ODirectMemoryList.java,commons/src/main/java/com/orientechnologies/common/directmemory/collections/ODirectMemoryList.java,L54873,32,0,193,0,4,0,0,0
1159,L56609,OBinarySerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OBinarySerializer.java,L56608,1,0,13,0,1,0,0,0
1160,L56610,OBinaryTypeSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OBinaryTypeSerializer.java,L56608,1,0,50,0,1,0,0,0
1161,L56611,OBooleanSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OBooleanSerializer.java,L56608,2,0,39,0,1,0,0,0
1162,L56612,OByteSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OByteSerializer.java,L56608,1,0,36,0,1,0,0,0
1163,L56613,OCharSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OCharSerializer.java,L56608,1,0,40,0,1,0,0,0
1164,L56614,ODateSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/ODateSerializer.java,L56608,1,0,53,0,1,0,0,0
1165,L56615,ODateTimeSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/ODateTimeSerializer.java,L56608,1,0,49,0,1,0,0,0
1166,L56616,ODecimalSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/ODecimalSerializer.java,L56608,1,0,51,0,1,0,0,0
1167,L56617,ODoubleSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/ODoubleSerializer.java,L56608,1,0,39,0,1,0,0,0
1168,L56618,OFloatSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OFloatSerializer.java,L56608,1,0,39,0,1,0,0,0
1169,L56619,OIntegerSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OIntegerSerializer.java,L56608,1,0,44,0,1,0,0,0
1170,L56620,OLongSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OLongSerializer.java,L56608,1,0,49,0,1,0,0,0
1171,L56621,ONullSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/ONullSerializer.java,L56608,1,0,33,0,1,0,0,0
1172,L56622,OShortSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OShortSerializer.java,L56608,1,0,41,0,1,0,0,0
1173,L56623,OStringSerializer.java,commons/src/main/java/com/orientechnologies/common/serialization/types/OStringSerializer.java,L56608,5,0,63,0,1,0,0,0
1174,L52199,OCompositeKeyTest.java,commons/src/test/java/com/orientechnologies/common/collection/OCompositeKeyTest.java,L52198,1,0,138,0,2,0,0,0
1175,L54135,UnsafeComparatorTest.java,commons/src/test/java/com/orientechnologies/common/comparator/UnsafeComparatorTest.java,L54134,1,0,27,0,2,0,0,0
1176,L54871,BuddyMemoryTest.java,commons/src/test/java/com/orientechnologies/common/directmemory/BuddyMemoryTest.java,L54870,9,0,138,0,1,0,0,0
1177,L55586,OIOUtilsTest.java,commons/src/test/java/com/orientechnologies/common/io/OIOUtilsTest.java,L55585,1,0,15,0,1,0,0,0
1178,L57575,OMultiKeyTest.java,commons/src/test/java/com/orientechnologies/common/util/OMultiKeyTest.java,L57574,1,0,82,0,1,0,0,0
1179,L58067,SpeedTest.java,commons/src/test/java/com/orientechnologies/common/test/SpeedTest.java,L58066,1,0,8,0,1,0,0,0
1180,L58068,SpeedTestAbstract.java,commons/src/test/java/com/orientechnologies/common/test/SpeedTestAbstract.java,L58066,4,0,48,0,1,0,0,0
1181,L58069,SpeedTestData.java,commons/src/test/java/com/orientechnologies/common/test/SpeedTestData.java,L58066,13,0,171,0,4,0,0,0
1182,L58070,SpeedTestGroup.java,commons/src/test/java/com/orientechnologies/common/test/SpeedTestGroup.java,L58066,7,0,60,0,2,0,0,0
1183,L58071,SpeedTestMonoThread.java,commons/src/test/java/com/orientechnologies/common/test/SpeedTestMonoThread.java,L58066,1,0,8,0,1,0,0,0
1184,L58072,SpeedTestMultiThreads.java,commons/src/test/java/com/orientechnologies/common/test/SpeedTestMultiThreads.java,L58066,4,0,33,0,3,0,0,0
1185,L58073,SpeedTestThread.java,commons/src/test/java/com/orientechnologies/common/test/SpeedTestThread.java,L58066,1,0,30,0,2,0,0,0
1186,L54877,DirectMemoryHashMapPutTest.java,commons/src/test/java/com/orientechnologies/common/directmemory/collections/DirectMemoryHashMapPutTest.java,L54876,8,0,126,0,4,0,0,0
1187,L54878,DirectMemoryHashMapRemoveTest.java,commons/src/test/java/com/orientechnologies/common/directmemory/collections/DirectMemoryHashMapRemoveTest.java,L54876,8,0,145,0,2,0,0,0
1188,L56626,BinarySerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/BinarySerializerTest.java,L56625,1,0,26,0,1,0,0,0
1189,L56627,BooleanSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/BooleanSerializerTest.java,L56625,1,0,26,0,1,0,0,0
1190,L56628,ByteSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/ByteSerializerTest.java,L56625,1,0,23,0,1,0,0,0
1191,L56629,CharSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/CharSerializerTest.java,L56625,1,0,24,0,1,0,0,0
1192,L56630,DateSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/DateSerializerTest.java,L56625,1,0,31,0,1,0,0,0
1193,L56631,DateTimeSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/DateTimeSerializerTest.java,L56625,1,0,24,0,1,0,0,0
1194,L56632,DecimalSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/DecimalSerializerTest.java,L56625,1,0,25,0,1,0,0,0
1195,L56633,DoubleSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/DoubleSerializerTest.java,L56625,1,0,23,0,1,0,0,0
1196,L56634,FloatSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/FloatSerializerTest.java,L56625,1,0,23,0,1,0,0,0
1197,L56635,IntegerSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/IntegerSerializerTest.java,L56625,1,0,24,0,1,0,0,0
1198,L56636,LongSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/LongSerializerTest.java,L56625,1,0,23,0,1,0,0,0
1199,L56637,ShortSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/ShortSerializerTest.java,L56625,1,0,23,0,1,0,0,0
1200,L56638,StringSerializerTest.java,commons/src/test/java/com/orientechnologies/common/serialization/types/StringSerializerTest.java,L56625,2,0,32,0,1,0,0,0
1201,L58251,MemoryLocker.java,nativeos/src/main/java/com/orientechnologies/nio/MemoryLocker.java,L58250,11,0,48,0,4,0,0,0
1202,L58252,MemoryLockerLinux.java,nativeos/src/main/java/com/orientechnologies/nio/MemoryLockerLinux.java,L58250,1,0,14,0,1,0,0,0
1203,L276,OClusterRemote.java,client/src/main/java/com/orientechnologies/orient/client/remote/OClusterRemote.java,L275,1,0,126,0,25,6,1345,0
1204,L277,OEngineRemote.java,client/src/main/java/com/orientechnologies/orient/client/remote/OEngineRemote.java,L275,5,0,56,0,11,3,16,0
1205,L279,OServerAdmin.java,client/src/main/java/com/orientechnologies/orient/client/remote/OServerAdmin.java,L275,33,0,410,0,54,5,16,1
1206,L280,OStorageRemote.java,client/src/main/java/com/orientechnologies/orient/client/remote/OStorageRemote.java,L275,237,0,1574,0,228,9,3122,1
1207,L281,OStorageRemoteAsynchEventListener.java,client/src/main/java/com/orientechnologies/orient/client/remote/OStorageRemoteAsynchEventListener.java,L275,4,0,23,0,7,3,16,0
1208,L282,OStorageRemoteThread.java,client/src/main/java/com/orientechnologies/orient/client/remote/OStorageRemoteThread.java,L275,1,0,371,0,68,8,3122,0
1209,L2134,OConstants.java,core/src/main/java/com/orientechnologies/orient/core/OConstants.java,L2133,3,0,22,0,62,2,3122,0
1210,L2135,OOrientListener.java,core/src/main/java/com/orientechnologies/orient/core/OOrientListener.java,L2133,1,0,7,0,3,0,0,0
1211,L2136,Orient.java,core/src/main/java/com/orientechnologies/orient/core/Orient.java,L2133,41,0,337,0,77,5,3122,0
1212,L2137,OrientShutdownHook.java,core/src/main/java/com/orientechnologies/orient/core/OrientShutdownHook.java,L2133,2,0,16,0,3,0,0,0
1213,L2140,OAccess.java,core/src/main/java/com/orientechnologies/orient/core/annotation/OAccess.java,L2139,1,0,15,0,2,0,0,0
1214,L2141,OAfterDeserialization.java,core/src/main/java/com/orientechnologies/orient/core/annotation/OAfterDeserialization.java,L2139,1,0,11,0,2,0,0,0
1215,L2142,OAfterSerialization.java,core/src/main/java/com/orientechnologies/orient/core/annotation/OAfterSerialization.java,L2139,1,0,11,0,2,0,0,0
1216,L2143,OBeforeDeserialization.java,core/src/main/java/com/orientechnologies/orient/core/annotation/OBeforeDeserialization.java,L2139,1,0,11,0,2,0,0,0
1217,L2144,OBeforeSerialization.java,core/src/main/java/com/orientechnologies/orient/core/annotation/OBeforeSerialization.java,L2139,1,0,11,0,2,0,0,0
1218,L2145,ODocumentInstance.java,core/src/main/java/com/orientechnologies/orient/core/annotation/ODocumentInstance.java,L2139,1,0,11,0,2,0,0,0
1219,L2146,OId.java,core/src/main/java/com/orientechnologies/orient/core/annotation/OId.java,L2139,1,0,11,0,2,0,0,0
1220,L2147,OVersion.java,core/src/main/java/com/orientechnologies/orient/core/annotation/OVersion.java,L2139,1,0,11,0,2,0,0,0
1221,L2198,OAbstractRecordCache.java,core/src/main/java/com/orientechnologies/orient/core/cache/OAbstractRecordCache.java,L2197,5,0,80,0,33,0,0,0
1222,L2199,OCache.java,core/src/main/java/com/orientechnologies/orient/core/cache/OCache.java,L2197,1,0,20,0,3,0,0,0
1223,L2200,OCacheLocator.java,core/src/main/java/com/orientechnologies/orient/core/cache/OCacheLocator.java,L2197,5,0,45,0,3,0,0,0
1224,L2201,ODefaultCache.java,core/src/main/java/com/orientechnologies/orient/core/cache/ODefaultCache.java,L2197,14,0,159,1,18,2,33,0
1225,L2202,OLevel1RecordCache.java,core/src/main/java/com/orientechnologies/orient/core/cache/OLevel1RecordCache.java,L2197,14,0,94,0,36,2,6,0
1226,L2203,OLevel2RecordCache.java,core/src/main/java/com/orientechnologies/orient/core/cache/OLevel2RecordCache.java,L2197,20,0,81,0,29,2,6,0
1227,L2677,OBasicCommandContext.java,core/src/main/java/com/orientechnologies/orient/core/command/OBasicCommandContext.java,L2676,39,0,165,0,26,4,16,0
1228,L2678,OCommand.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommand.java,L2676,1,0,5,0,3,0,0,0
1229,L2679,OCommandContext.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandContext.java,L2676,1,0,18,0,12,3,16,0
1230,L2680,OCommandDistributedConditionalReplicateRequest.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandDistributedConditionalReplicateRequest.java,L2676,1,0,4,0,1,0,0,0
1231,L2681,OCommandDistributedReplicateRequest.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandDistributedReplicateRequest.java,L2676,1,0,3,0,1,0,0,0
1232,L2682,OCommandExecutor.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandExecutor.java,L2676,1,0,13,0,15,4,16,0
1233,L2683,OCommandExecutorAbstract.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandExecutorAbstract.java,L2676,2,0,51,0,23,4,16,0
1234,L2684,OCommandExecutorNotFoundException.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandExecutorNotFoundException.java,L2676,1,0,11,0,2,0,0,0
1235,L2685,OCommandGenericIterator.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandGenericIterator.java,L2676,8,0,45,0,2,0,0,0
1236,L2686,OCommandManager.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandManager.java,L2676,5,0,62,0,9,0,0,0
1237,L2687,OCommandOutputListener.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandOutputListener.java,L2676,1,0,4,0,2,0,0,0
1238,L2688,OCommandPredicate.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandPredicate.java,L2676,1,0,6,0,3,0,0,0
1239,L2689,OCommandProcess.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandProcess.java,L2676,1,0,17,0,1,0,0,0
1240,L2690,OCommandRequest.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequest.java,L2676,1,0,16,0,16,4,16,0
1241,L2691,OCommandRequestAbstract.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestAbstract.java,L2676,9,0,100,0,25,4,16,0
1242,L2692,OCommandRequestAsynch.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestAsynch.java,L2676,1,0,5,0,3,0,0,0
1243,L2693,OCommandRequestInternal.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestInternal.java,L2676,1,0,12,0,16,3,16,0
1244,L2694,OCommandRequestText.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestText.java,L2676,1,0,6,0,13,5,16,0
1245,L2695,OCommandRequestTextAbstract.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestTextAbstract.java,L2676,17,0,126,0,35,5,1345,0
1246,L2696,OCommandResultListener.java,core/src/main/java/com/orientechnologies/orient/core/command/OCommandResultListener.java,L2676,1,0,5,0,4,1,3122,0
1247,L4735,OAbstractStorageClusterConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OAbstractStorageClusterConfiguration.java,L4734,1,0,27,0,2,0,0,0
1248,L4736,OConfigurationChangeCallback.java,core/src/main/java/com/orientechnologies/orient/core/config/OConfigurationChangeCallback.java,L4734,1,0,4,0,2,0,0,0
1249,L4737,OContextConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OContextConfiguration.java,L4734,10,0,54,0,8,0,0,0
1250,L4738,OGlobalConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OGlobalConfiguration.java,L4734,33,0,402,1,193,6,3122,1
1251,L4739,OStorageClusterConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageClusterConfiguration.java,L4734,1,0,7,0,3,0,0,0
1252,L4740,OStorageClusterHoleConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageClusterHoleConfiguration.java,L4734,1,0,12,0,4,0,0,0
1253,L4741,OStorageConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageConfiguration.java,L4734,42,0,340,0,85,7,3122,1
1254,L4742,OStorageDataConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageDataConfiguration.java,L4734,1,0,23,0,9,0,0,0
1255,L4743,OStorageDataHoleConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageDataHoleConfiguration.java,L4734,1,0,11,0,4,0,0,0
1256,L4744,OStorageEHClusterConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageEHClusterConfiguration.java,L4734,1,0,32,0,5,5,16,0
1257,L4745,OStorageEntryConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageEntryConfiguration.java,L4734,1,0,13,0,4,0,0,0
1258,L4746,OStorageFileConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageFileConfiguration.java,L4734,1,0,24,0,4,0,0,0
1259,L4747,OStorageMemoryClusterConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageMemoryClusterConfiguration.java,L4734,1,0,6,0,4,0,0,0
1260,L4748,OStorageMemoryLinearHashingClusterConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageMemoryLinearHashingClusterConfiguration.java,L4734,1,0,6,0,1,0,0,0
1261,L4749,OStoragePhysicalClusterConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStoragePhysicalClusterConfiguration.java,L4734,1,0,5,0,10,0,0,0
1262,L4750,OStoragePhysicalClusterConfigurationLocal.java,core/src/main/java/com/orientechnologies/orient/core/config/OStoragePhysicalClusterConfigurationLocal.java,L4734,1,0,49,0,1,0,0,0
1263,L4751,OStorageSegmentConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageSegmentConfiguration.java,L4734,4,0,43,0,13,4,16,0
1264,L4752,OStorageTxConfiguration.java,core/src/main/java/com/orientechnologies/orient/core/config/OStorageTxConfiguration.java,L4734,2,0,30,0,5,0,0,0
1265,L5529,ODatabase.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabase.java,L5528,1,0,84,0,69,7,3122,0
1266,L5530,ODatabaseComplex.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseComplex.java,L5528,1,0,73,0,42,6,16,0
1267,L5531,ODatabaseFactory.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseFactory.java,L5528,12,0,62,0,7,0,0,0
1268,L5532,ODatabaseLifecycleListener.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseLifecycleListener.java,L5528,1,0,5,0,6,0,0,0
1269,L5533,ODatabaseListener.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseListener.java,L5528,1,0,13,0,6,0,0,0
1270,L5534,ODatabasePoolAbstract.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolAbstract.java,L5528,16,0,123,0,27,5,33,0
1271,L5535,ODatabasePoolBase.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolBase.java,L5528,10,0,92,0,20,4,16,0
1272,L5536,ODatabasePooled.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePooled.java,L5528,1,0,6,0,5,0,0,0
1273,L5537,ODatabasePoolEntry.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolEntry.java,L5528,12,0,41,0,2,0,0,0
1274,L5538,ODatabaseRecordThreadLocal.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseRecordThreadLocal.java,L5528,4,0,36,0,8,1,3122,0
1275,L5539,ODatabaseRecordWrapperAbstract.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseRecordWrapperAbstract.java,L5528,12,0,304,0,83,6,3122,0
1276,L5540,ODatabaseSchemaAware.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseSchemaAware.java,L5528,1,0,5,0,5,0,0,0
1277,L5541,ODatabaseThreadLocalFactory.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseThreadLocalFactory.java,L5528,1,0,5,0,2,0,0,0
1278,L5542,ODatabaseWrapperAbstract.java,core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseWrapperAbstract.java,L5528,3,0,273,0,68,7,3122,0
1279,L5543,ODataSegmentStrategy.java,core/src/main/java/com/orientechnologies/orient/core/db/ODataSegmentStrategy.java,L5528,1,0,5,0,2,0,0,0
1280,L5544,ODefaultDataSegmentStrategy.java,core/src/main/java/com/orientechnologies/orient/core/db/ODefaultDataSegmentStrategy.java,L5528,3,0,13,0,4,0,0,0
1281,L5545,OUserObject2RecordHandler.java,core/src/main/java/com/orientechnologies/orient/core/db/OUserObject2RecordHandler.java,L5528,1,0,11,0,11,0,0,0
1282,L11502,ODictionary.java,core/src/main/java/com/orientechnologies/orient/core/dictionary/ODictionary.java,L11501,4,0,45,0,11,0,0,0
1283,L11540,OEngine.java,core/src/main/java/com/orientechnologies/orient/core/engine/OEngine.java,L11539,1,0,10,0,5,0,0,0
1284,L11541,OEngineAbstract.java,core/src/main/java/com/orientechnologies/orient/core/engine/OEngineAbstract.java,L11539,3,0,17,0,3,0,0,0
1285,L11621,OClassDictionary.java,core/src/main/java/com/orientechnologies/orient/core/entity/OClassDictionary.java,L11620,29,0,86,0,11,5,16,0
1286,L11622,OEntityManager.java,core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManager.java,L11620,13,0,91,0,22,4,16,0
1287,L11623,OEntityManagerClassHandler.java,core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManagerClassHandler.java,L11620,5,0,50,0,3,0,0,0
1288,L11624,OEntityManagerInternal.java,core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManagerInternal.java,L11620,1,0,4,0,3,0,0,0
1289,L11753,OAllLRUListEntriesAreUsedException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OAllLRUListEntriesAreUsedException.java,L11752,1,0,9,0,3,3,33,0
1290,L11754,OCommandExecutionException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OCommandExecutionException.java,L11752,1,0,11,0,2,0,0,0
1291,L11755,OConcurrentModificationException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OConcurrentModificationException.java,L11752,2,0,72,0,12,0,0,0
1292,L11756,OConfigurationException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OConfigurationException.java,L11752,1,0,11,0,2,0,0,0
1293,L11757,ODatabaseException.java,core/src/main/java/com/orientechnologies/orient/core/exception/ODatabaseException.java,L11752,1,0,11,0,2,0,0,0
1294,L11758,OFastConcurrentModificationException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OFastConcurrentModificationException.java,L11752,1,0,20,0,2,0,0,0
1295,L11759,OFetchException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OFetchException.java,L11752,1,0,11,0,1,0,0,0
1296,L11760,OGraphException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OGraphException.java,L11752,1,0,11,0,2,0,0,0
1297,L11761,OMemoryLockException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OMemoryLockException.java,L11752,1,0,7,0,3,0,0,0
1298,L11762,OQueryParsingException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OQueryParsingException.java,L11752,4,0,45,0,5,0,0,0
1299,L11763,ORecordNotFoundException.java,core/src/main/java/com/orientechnologies/orient/core/exception/ORecordNotFoundException.java,L11752,1,0,11,0,2,0,0,0
1300,L11764,OSchemaException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OSchemaException.java,L11752,1,0,11,0,2,0,0,0
1301,L11765,OSecurityAccessException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OSecurityAccessException.java,L11752,1,0,19,0,5,0,0,0
1302,L11766,OSecurityException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OSecurityException.java,L11752,1,0,11,0,4,0,0,0
1303,L11767,OSerializationException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OSerializationException.java,L11752,1,0,11,0,2,0,0,0
1304,L11768,OStorageException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OStorageException.java,L11752,1,0,11,0,2,0,0,0
1305,L11769,OTransactionAbortedException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionAbortedException.java,L11752,1,0,10,0,1,0,0,0
1306,L11770,OTransactionBlockedException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionBlockedException.java,L11752,1,0,10,0,1,0,0,0
1307,L11771,OTransactionException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionException.java,L11752,1,0,11,0,2,0,0,0
1308,L11772,OValidationException.java,core/src/main/java/com/orientechnologies/orient/core/exception/OValidationException.java,L11752,1,0,10,0,2,0,0,0
1309,L11963,OFetchContext.java,core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchContext.java,L11962,1,0,28,0,3,0,0,0
1310,L11964,OFetchHelper.java,core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchHelper.java,L11962,129,0,458,0,56,6,3122,3
1311,L11965,OFetchListener.java,core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchListener.java,L11962,1,0,18,0,5,0,0,0
1312,L12650,ODocumentHookAbstract.java,core/src/main/java/com/orientechnologies/orient/core/hook/ODocumentHookAbstract.java,L12649,41,0,187,0,18,5,16,0
1313,L12651,OHookThreadLocal.java,core/src/main/java/com/orientechnologies/orient/core/hook/OHookThreadLocal.java,L12649,2,0,21,0,3,0,0,0
1314,L12652,ORecordHook.java,core/src/main/java/com/orientechnologies/orient/core/hook/ORecordHook.java,L12649,1,0,17,0,9,1,1345,0
1315,L12653,ORecordHookAbstract.java,core/src/main/java/com/orientechnologies/orient/core/hook/ORecordHookAbstract.java,L12649,26,0,134,0,9,1,1345,0
1316,L12893,OClusterPosition.java,core/src/main/java/com/orientechnologies/orient/core/id/OClusterPosition.java,L12892,1,0,13,0,12,6,16,0
1317,L12894,OClusterPositionFactory.java,core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionFactory.java,L12892,5,0,109,0,10,4,16,0
