,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of committers,Number of developer commits,Number of previous fixes,Number of previous modifications,Number of bugs
534,L2394,package-info.java,src/test/java/junit/tests/runner/package-info.java,L2391,1,0,1,0,0,0,1,0
535,L2395,StackFilterTest.java,src/test/java/junit/tests/runner/StackFilterTest.java,L2391,1,0,40,0,0,0,1,0
536,L2396,TextFeedbackTest.java,src/test/java/junit/tests/runner/TextFeedbackTest.java,L2391,2,0,91,0,0,0,1,0
537,L2397,TextRunnerSingleMethodTest.java,src/test/java/junit/tests/runner/TextRunnerSingleMethodTest.java,L2391,1,0,27,0,0,0,1,0
538,L2398,TextRunnerTest.java,src/test/java/junit/tests/runner/TextRunnerTest.java,L2391,3,0,50,0,0,0,1,0
539,L6376,ListTest.java,src/test/java/org/junit/samples/ListTest.java,L6375,3,0,63,0,0,0,1,0
540,L6377,package-info.java,src/test/java/org/junit/samples/package-info.java,L6375,1,0,1,0,0,0,1,0
541,L6378,SimpleTest.java,src/test/java/org/junit/samples/SimpleTest.java,L6375,1,0,28,0,0,0,1,0
542,L6463,AllTests.java,src/test/java/org/junit/tests/AllTests.java,L6462,1,0,137,1,4,0,42,2
543,L6464,ObjectContractTest.java,src/test/java/org/junit/tests/ObjectContractTest.java,L6462,3,0,39,0,0,0,3,0
544,L6465,package-info.java,src/test/java/org/junit/tests/package-info.java,L6462,1,0,1,0,0,0,1,0
545,L6466,ParentRunnerTest.java,src/test/java/org/junit/tests/ParentRunnerTest.java,L6462,1,0,38,0,0,0,4,1
546,L6467,TestSystem.java,src/test/java/org/junit/tests/TestSystem.java,L6462,1,0,23,0,0,0,1,0
547,L6405,MoneyTest.java,src/test/java/org/junit/samples/money/MoneyTest.java,L6404,1,0,136,0,0,0,1,0
548,L6406,package-info.java,src/test/java/org/junit/samples/money/package-info.java,L6404,1,0,1,0,0,0,1,0
549,L6663,AssertionTest.java,src/test/java/org/junit/tests/assertion/AssertionTest.java,L6662,25,0,385,0,0,0,20,0
550,L6664,BothTest.java,src/test/java/org/junit/tests/assertion/BothTest.java,L6662,6,0,60,0,0,0,14,0
551,L6665,EachTest.java,src/test/java/org/junit/tests/assertion/EachTest.java,L6662,1,0,11,0,0,0,5,0
552,L6792,JUnit4ClassRunnerTest.java,src/test/java/org/junit/tests/deprecated/JUnit4ClassRunnerTest.java,L6791,1,0,43,0,0,0,3,0
553,L6818,AnnotatedDescriptionTest.java,src/test/java/org/junit/tests/description/AnnotatedDescriptionTest.java,L6817,1,0,78,0,0,0,2,0
554,L6819,SuiteDescriptionTest.java,src/test/java/org/junit/tests/description/SuiteDescriptionTest.java,L6817,1,0,29,0,0,0,1,0
555,L6820,TestDescriptionTest.java,src/test/java/org/junit/tests/description/TestDescriptionTest.java,L6817,1,0,9,0,0,0,2,0
556,L6884,AssumptionTest.java,src/test/java/org/junit/tests/experimental/AssumptionTest.java,L6883,4,0,148,0,0,0,11,0
557,L6885,AssumptionViolatedExceptionTest.java,src/test/java/org/junit/tests/experimental/AssumptionViolatedExceptionTest.java,L6883,1,0,44,0,0,0,8,0
558,L6886,ExperimentalTests.java,src/test/java/org/junit/tests/experimental/ExperimentalTests.java,L6883,1,0,25,0,0,0,2,0
559,L6887,MatcherTest.java,src/test/java/org/junit/tests/experimental/MatcherTest.java,L6883,1,0,35,0,0,0,2,0
560,L8198,AllTestsTest.java,src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java,L8197,1,0,68,0,0,0,5,0
561,L8199,ClassRequestTest.java,src/test/java/org/junit/tests/junit3compatibility/ClassRequestTest.java,L8197,1,0,16,0,0,0,3,0
562,L8200,ForwardCompatibilityPrintingTest.java,src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityPrintingTest.java,L8197,2,0,76,0,0,0,1,0
563,L8201,ForwardCompatibilityTest.java,src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityTest.java,L8197,1,0,191,0,0,0,1,0
564,L8202,InitializationErrorForwardCompatibilityTest.java,src/test/java/org/junit/tests/junit3compatibility/InitializationErrorForwardCompatibilityTest.java,L8197,1,0,82,0,0,0,3,0
565,L8203,JUnit38ClassRunnerTest.java,src/test/java/org/junit/tests/junit3compatibility/JUnit38ClassRunnerTest.java,L8197,1,0,66,1,4,0,4,0
566,L8204,OldTestClassAdaptingListenerTest.java,src/test/java/org/junit/tests/junit3compatibility/OldTestClassAdaptingListenerTest.java,L8197,1,0,25,0,0,0,3,0
567,L8205,OldTests.java,src/test/java/org/junit/tests/junit3compatibility/OldTests.java,L8197,1,0,10,0,0,0,1,0
568,L8206,SuiteMethodTest.java,src/test/java/org/junit/tests/junit3compatibility/SuiteMethodTest.java,L8197,1,0,99,0,0,0,1,0
569,L8514,ListenerTest.java,src/test/java/org/junit/tests/listening/ListenerTest.java,L8513,1,0,31,0,0,0,1,0
570,L8515,RunnerTest.java,src/test/java/org/junit/tests/listening/RunnerTest.java,L8513,1,0,57,0,0,0,1,0
571,L8516,TestListenerTest.java,src/test/java/org/junit/tests/listening/TestListenerTest.java,L8513,1,0,52,0,0,0,1,0
572,L8517,TextListenerTest.java,src/test/java/org/junit/tests/listening/TextListenerTest.java,L8513,1,0,53,0,0,0,7,0
573,L8518,UserStopTest.java,src/test/java/org/junit/tests/listening/UserStopTest.java,L8513,1,0,22,0,0,0,1,0
574,L8650,FilterableTest.java,src/test/java/org/junit/tests/manipulation/FilterableTest.java,L8649,1,0,51,0,0,0,5,0
575,L8651,SingleMethodTest.java,src/test/java/org/junit/tests/manipulation/SingleMethodTest.java,L8649,1,0,135,0,0,0,2,0
576,L8652,SortableTest.java,src/test/java/org/junit/tests/manipulation/SortableTest.java,L8649,1,0,119,0,0,0,2,0
577,L9695,BadlyFormedClassesTest.java,src/test/java/org/junit/tests/validation/BadlyFormedClassesTest.java,L9694,1,0,52,0,0,0,3,0
578,L9696,FailedConstructionTest.java,src/test/java/org/junit/tests/validation/FailedConstructionTest.java,L9694,1,0,24,0,0,0,1,0
579,L9697,InaccessibleBaseClassTest.java,src/test/java/org/junit/tests/validation/InaccessibleBaseClassTest.java,L9694,1,0,11,0,0,0,4,0
580,L9698,ValidationTest.java,src/test/java/org/junit/tests/validation/ValidationTest.java,L9694,1,0,29,0,0,0,3,0
581,L7015,DescriptionTest.java,src/test/java/org/junit/tests/experimental/max/DescriptionTest.java,L7014,1,0,18,0,0,0,1,0
582,L7016,JUnit38SortingTest.java,src/test/java/org/junit/tests/experimental/max/JUnit38SortingTest.java,L7014,2,0,43,0,0,0,7,0
583,L7017,MaxStarterTest.java,src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java,L7014,2,0,265,1,4,0,33,0
584,L7138,ParallelClassTest.java,src/test/java/org/junit/tests/experimental/parallel/ParallelClassTest.java,L7137,1,0,46,0,0,0,12,0
585,L7139,ParallelMethodTest.java,src/test/java/org/junit/tests/experimental/parallel/ParallelMethodTest.java,L7137,2,0,39,0,0,0,10,0
586,L7191,PrintableResultTest.java,src/test/java/org/junit/tests/experimental/results/PrintableResultTest.java,L7190,1,0,43,0,0,0,6,0
587,L7192,ResultMatchersTest.java,src/test/java/org/junit/tests/experimental/results/ResultMatchersTest.java,L7190,1,0,19,0,0,0,5,0
588,L7219,ExpectedExceptionRuleTest.java,src/test/java/org/junit/tests/experimental/rules/ExpectedExceptionRuleTest.java,L7218,1,0,192,0,0,0,3,0
589,L7220,ExternalResourceRuleTest.java,src/test/java/org/junit/tests/experimental/rules/ExternalResourceRuleTest.java,L7218,1,0,31,0,0,0,2,0
590,L7221,NameRulesTest.java,src/test/java/org/junit/tests/experimental/rules/NameRulesTest.java,L7218,1,0,14,0,0,0,2,0
591,L7222,RulesTest.java,src/test/java/org/junit/tests/experimental/rules/RulesTest.java,L7218,1,0,193,0,0,0,3,0
592,L7223,TempFolderRuleTest.java,src/test/java/org/junit/tests/experimental/rules/TempFolderRuleTest.java,L7218,1,0,59,0,0,0,3,0
593,L7224,TimeoutRuleTest.java,src/test/java/org/junit/tests/experimental/rules/TimeoutRuleTest.java,L7218,3,0,33,0,0,0,3,0
594,L7225,VerifierRuleTest.java,src/test/java/org/junit/tests/experimental/rules/VerifierRuleTest.java,L7218,1,0,103,0,0,0,3,0
595,L7585,AllMembersSupplierTest.java,src/test/java/org/junit/tests/experimental/theories/AllMembersSupplierTest.java,L7584,1,0,28,0,0,0,3,0
596,L7586,ParameterizedAssertionErrorTest.java,src/test/java/org/junit/tests/experimental/theories/ParameterizedAssertionErrorTest.java,L7584,1,0,63,0,0,0,8,0
597,L7587,ParameterSignatureTest.java,src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java,L7584,1,0,48,0,0,0,4,0
598,L8852,EnclosedTest.java,src/test/java/org/junit/tests/running/classes/EnclosedTest.java,L8851,1,0,35,0,0,0,2,0
599,L8853,IgnoreClassTest.java,src/test/java/org/junit/tests/running/classes/IgnoreClassTest.java,L8851,1,0,22,0,0,0,4,0
600,L8854,ParameterizedTestTest.java,src/test/java/org/junit/tests/running/classes/ParameterizedTestTest.java,L8851,1,0,178,0,0,0,9,0
601,L8855,RunWithTest.java,src/test/java/org/junit/tests/running/classes/RunWithTest.java,L8851,1,0,67,0,0,0,1,0
602,L8856,SuiteTest.java,src/test/java/org/junit/tests/running/classes/SuiteTest.java,L8851,1,0,133,1,4,0,6,0
603,L8857,TestClassTest.java,src/test/java/org/junit/tests/running/classes/TestClassTest.java,L8851,1,0,69,0,0,0,15,1
604,L8858,UseSuiteAsASuperclassTest.java,src/test/java/org/junit/tests/running/classes/UseSuiteAsASuperclassTest.java,L8851,1,0,37,0,0,0,3,0
605,L9127,CommandLineTest.java,src/test/java/org/junit/tests/running/core/CommandLineTest.java,L9126,1,0,54,0,0,0,1,0
606,L9128,JUnitCoreReturnsCorrectExitCodeTest.java,src/test/java/org/junit/tests/running/core/JUnitCoreReturnsCorrectExitCodeTest.java,L9126,1,0,31,0,0,0,1,0
607,L9129,SystemExitTest.java,src/test/java/org/junit/tests/running/core/SystemExitTest.java,L9126,2,0,22,0,0,0,1,0
608,L9188,AnnotationTest.java,src/test/java/org/junit/tests/running/methods/AnnotationTest.java,L9187,1,0,455,0,0,0,8,0
609,L9189,ExpectedTest.java,src/test/java/org/junit/tests/running/methods/ExpectedTest.java,L9187,1,0,51,0,0,0,1,0
610,L9190,InheritedTestTest.java,src/test/java/org/junit/tests/running/methods/InheritedTestTest.java,L9187,1,0,26,0,0,0,1,0
611,L9191,ParameterizedTestMethodTest.java,src/test/java/org/junit/tests/running/methods/ParameterizedTestMethodTest.java,L9187,2,0,89,0,0,0,6,0
612,L9192,TestMethodTest.java,src/test/java/org/junit/tests/running/methods/TestMethodTest.java,L9187,2,0,124,0,0,0,12,0
613,L9193,TimeoutTest.java,src/test/java/org/junit/tests/running/methods/TimeoutTest.java,L9187,6,0,142,0,0,0,8,0
614,L9701,Sub.java,src/test/java/org/junit/tests/validation/anotherpackage/Sub.java,L9700,1,0,3,0,0,0,1,0
615,L9702,Super.java,src/test/java/org/junit/tests/validation/anotherpackage/Super.java,L9700,1,0,5,0,0,0,1,0
616,L7599,Correspondent.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Correspondent.java,L7598,1,0,4,0,0,0,1,0
617,L7600,Guesser.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java,L7598,8,0,99,0,0,0,4,0
618,L7601,GuesserQueue.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/GuesserQueue.java,L7598,3,0,46,0,0,0,3,0
619,L7602,MethodCall.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/MethodCall.java,L7598,4,0,44,0,0,0,1,0
620,L7603,ReguessableValue.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/ReguessableValue.java,L7598,1,0,11,0,0,0,2,0
621,L7604,StringableObject.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StringableObject.java,L7598,3,0,21,0,0,0,1,0
622,L7605,Stub.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Stub.java,L7598,1,0,6,0,0,0,1,0
623,L7606,StubbedTheories.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java,L7598,4,0,52,0,0,0,7,0
624,L7607,StubbedTheoriesTest.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheoriesTest.java,L7598,1,0,14,0,0,0,1,0
625,L7881,SuccessfulWithDataPointFields.java,src/test/java/org/junit/tests/experimental/theories/runner/SuccessfulWithDataPointFields.java,L7880,1,0,158,0,0,0,4,0
626,L7882,TheoriesPerformanceTest.java,src/test/java/org/junit/tests/experimental/theories/runner/TheoriesPerformanceTest.java,L7880,1,0,26,0,0,0,3,0
627,L7883,UnsuccessfulWithDataPointFields.java,src/test/java/org/junit/tests/experimental/theories/runner/UnsuccessfulWithDataPointFields.java,L7880,1,0,104,0,0,0,10,0
628,L7884,WhenNoParametersMatch.java,src/test/java/org/junit/tests/experimental/theories/runner/WhenNoParametersMatch.java,L7880,1,0,41,0,0,0,13,0
629,L7885,WithDataPointMethod.java,src/test/java/org/junit/tests/experimental/theories/runner/WithDataPointMethod.java,L7880,1,0,122,0,0,0,10,0
630,L7886,WithExtendedParameterSources.java,src/test/java/org/junit/tests/experimental/theories/runner/WithExtendedParameterSources.java,L7880,1,0,121,0,0,0,1,0
631,L7887,WithOnlyTestAnnotations.java,src/test/java/org/junit/tests/experimental/theories/runner/WithOnlyTestAnnotations.java,L7880,3,0,68,0,0,0,8,0
632,L278,Assert.java,src/main/java/junit/framework/Assert.java,L277,19,0,147,2,2,0,6,0
633,L292,TestSuite.java,src/main/java/junit/framework/TestSuite.java,L277,24,0,164,1,4,0,4,1
634,L1233,BaseTestRunner.java,src/main/java/junit/runner/BaseTestRunner.java,L1232,32,0,235,0,0,0,2,0
635,L1234,package-info.java,src/main/java/junit/runner/package-info.java,L1232,1,0,1,0,0,0,1,0
636,L1235,TestRunListener.java,src/main/java/junit/runner/TestRunListener.java,L1232,1,0,11,0,0,0,1,0
637,L1236,Version.java,src/main/java/junit/runner/Version.java,L1232,1,0,11,2,20,0,48,0
638,L1455,package-info.java,src/main/java/junit/textui/package-info.java,L1454,1,0,1,0,0,0,1,0
639,L1456,ResultPrinter.java,src/main/java/junit/textui/ResultPrinter.java,L1454,7,0,92,0,0,0,1,0
640,L1457,TestRunner.java,src/main/java/junit/textui/TestRunner.java,L1454,13,0,124,0,0,0,2,0
641,L2574,After.java,src/main/java/org/junit/After.java,L2573,1,0,9,0,0,0,1,0
642,L2575,AfterClass.java,src/main/java/org/junit/AfterClass.java,L2573,1,0,9,1,4,0,5,0
643,L2576,Assert.java,src/main/java/org/junit/Assert.java,L2573,21,0,223,0,0,0,20,0
644,L2577,Assume.java,src/main/java/org/junit/Assume.java,L2573,2,0,23,0,0,0,12,0
645,L2578,Before.java,src/main/java/org/junit/Before.java,L2573,1,0,9,0,0,0,2,0
646,L2579,BeforeClass.java,src/main/java/org/junit/BeforeClass.java,L2573,1,0,9,0,0,0,1,0
647,L2580,ComparisonFailure.java,src/main/java/org/junit/ComparisonFailure.java,L2573,13,0,81,0,0,0,2,0
648,L2581,Ignore.java,src/main/java/org/junit/Ignore.java,L2573,1,0,10,0,0,0,1,0
649,L2582,package-info.java,src/main/java/org/junit/package-info.java,L2573,1,0,1,0,0,0,1,0
650,L2583,Rule.java,src/main/java/org/junit/Rule.java,L2573,1,0,7,0,0,0,1,0
651,L2584,Test.java,src/main/java/org/junit/Test.java,L2573,1,0,16,0,0,0,1,0
652,L4008,ArrayComparisonFailure.java,src/main/java/org/junit/internal/ArrayComparisonFailure.java,L4007,3,0,36,0,0,0,2,0
653,L4009,AssumptionViolatedException.java,src/main/java/org/junit/internal/AssumptionViolatedException.java,L4007,3,0,32,0,0,0,1,0
654,L4010,ComparisonCriteria.java,src/main/java/org/junit/internal/ComparisonCriteria.java,L4007,12,0,47,0,0,0,8,0
655,L4011,ExactComparisonCriteria.java,src/main/java/org/junit/internal/ExactComparisonCriteria.java,L4007,1,0,8,0,0,0,4,0
656,L4012,InexactComparisonCriteria.java,src/main/java/org/junit/internal/InexactComparisonCriteria.java,L4007,2,0,15,0,0,0,6,0
657,L4013,JUnitSystem.java,src/main/java/org/junit/internal/JUnitSystem.java,L4007,1,0,6,0,0,0,1,0
658,L4014,RealSystem.java,src/main/java/org/junit/internal/RealSystem.java,L4007,1,0,10,0,0,0,1,0
659,L4015,TextListener.java,src/main/java/org/junit/internal/TextListener.java,L4007,6,0,73,0,0,0,7,0
660,L5065,JUnitMatchers.java,src/main/java/org/junit/matchers/JUnitMatchers.java,L5064,1,0,32,0,0,0,23,0
661,L5066,package-info.java,src/main/java/org/junit/matchers/package-info.java,L5064,1,0,1,0,0,0,1,0
662,L5122,ErrorCollector.java,src/main/java/org/junit/rules/ErrorCollector.java,L5121,2,0,33,0,0,0,1,0
663,L5123,ExpectedException.java,src/main/java/org/junit/rules/ExpectedException.java,L5121,5,0,70,0,0,0,3,0
664,L5124,ExternalResource.java,src/main/java/org/junit/rules/ExternalResource.java,L5121,1,0,23,0,0,0,1,0
665,L5125,MethodRule.java,src/main/java/org/junit/rules/MethodRule.java,L5121,1,0,7,0,0,0,1,0
666,L5126,TemporaryFolder.java,src/main/java/org/junit/rules/TemporaryFolder.java,L5121,3,0,43,0,0,0,1,0
667,L5127,TestName.java,src/main/java/org/junit/rules/TestName.java,L5121,1,0,12,0,0,0,1,0
668,L5128,TestWatchman.java,src/main/java/org/junit/rules/TestWatchman.java,L5121,2,0,31,0,0,0,1,0
669,L5129,Timeout.java,src/main/java/org/junit/rules/Timeout.java,L5121,1,0,13,0,0,0,1,0
670,L5130,Verifier.java,src/main/java/org/junit/rules/Verifier.java,L5121,1,0,17,0,0,0,1,0
671,L5350,Computer.java,src/main/java/org/junit/runner/Computer.java,L5349,1,0,21,0,0,0,8,0
672,L5351,Describable.java,src/main/java/org/junit/runner/Describable.java,L5349,1,0,4,0,0,0,3,0
673,L5352,Description.java,src/main/java/org/junit/runner/Description.java,L5349,12,0,114,0,0,0,12,0
674,L5353,JUnitCore.java,src/main/java/org/junit/runner/JUnitCore.java,L5349,5,0,87,0,0,0,15,0
675,L5354,package-info.java,src/main/java/org/junit/runner/package-info.java,L5349,1,0,1,0,0,0,1,0
676,L5355,Request.java,src/main/java/org/junit/runner/Request.java,L5349,2,0,56,0,0,0,24,0
677,L5356,Result.java,src/main/java/org/junit/runner/Result.java,L5349,1,0,61,1,4,0,13,0
678,L5357,Runner.java,src/main/java/org/junit/runner/Runner.java,L5349,1,0,9,0,0,0,1,0
679,L5358,RunWith.java,src/main/java/org/junit/runner/RunWith.java,L5349,1,0,12,0,0,0,4,0
680,L5820,AllTests.java,src/main/java/org/junit/runners/AllTests.java,L5819,1,0,7,0,0,0,2,0
681,L5821,BlockJUnit4ClassRunner.java,src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java,L5819,22,0,213,2,20,0,44,1
682,L5822,JUnit4.java,src/main/java/org/junit/runners/JUnit4.java,L5819,1,0,7,0,0,0,1,0
683,L5823,package-info.java,src/main/java/org/junit/runners/package-info.java,L5819,1,0,1,0,0,0,3,0
684,L5824,Parameterized.java,src/main/java/org/junit/runners/Parameterized.java,L5819,6,0,94,1,4,0,35,1
685,L5825,ParentRunner.java,src/main/java/org/junit/runners/ParentRunner.java,L5819,17,0,171,1,20,0,24,1
686,L5826,Suite.java,src/main/java/org/junit/runners/Suite.java,L5819,3,0,63,1,4,0,45,0
687,L2975,Categories.java,src/main/java/org/junit/experimental/categories/Categories.java,L2974,13,0,74,1,20,0,5,0
688,L2976,Category.java,src/main/java/org/junit/experimental/categories/Category.java,L2974,1,0,7,1,20,0,6,0
689,L3045,CouldNotReadCoreException.java,src/main/java/org/junit/experimental/max/CouldNotReadCoreException.java,L3044,1,0,7,0,0,0,3,0
690,L3046,MaxCore.java,src/main/java/org/junit/experimental/max/MaxCore.java,L3044,12,0,100,0,0,0,35,0
691,L3047,MaxHistory.java,src/main/java/org/junit/experimental/max/MaxHistory.java,L3044,8,0,118,1,4,0,27,0
692,L3411,FailureList.java,src/main/java/org/junit/experimental/results/FailureList.java,L3410,3,0,23,0,0,0,3,0
693,L3412,PrintableResult.java,src/main/java/org/junit/experimental/results/PrintableResult.java,L3410,1,0,32,0,0,0,7,0
694,L3413,ResultMatchers.java,src/main/java/org/junit/experimental/results/ResultMatchers.java,L3410,2,0,41,0,0,0,10,0
695,L3510,Enclosed.java,src/main/java/org/junit/experimental/runners/Enclosed.java,L3509,1,0,8,0,0,0,2,0
696,L3523,DataPoint.java,src/main/java/org/junit/experimental/theories/DataPoint.java,L3522,1,0,6,0,0,0,1,0
697,L3524,DataPoints.java,src/main/java/org/junit/experimental/theories/DataPoints.java,L3522,1,0,6,0,0,0,1,0
698,L3525,ParameterSignature.java,src/main/java/org/junit/experimental/theories/ParameterSignature.java,L3522,9,0,71,0,0,0,2,0
699,L3526,ParametersSuppliedBy.java,src/main/java/org/junit/experimental/theories/ParametersSuppliedBy.java,L3522,1,0,7,0,0,0,1,0
700,L3527,ParameterSupplier.java,src/main/java/org/junit/experimental/theories/ParameterSupplier.java,L3522,1,0,5,0,0,0,1,0
701,L3528,PotentialAssignment.java,src/main/java/org/junit/experimental/theories/PotentialAssignment.java,L3522,1,0,25,0,0,0,3,0
702,L3529,Theories.java,src/main/java/org/junit/experimental/theories/Theories.java,L3522,14,0,159,0,0,0,28,0
703,L3530,Theory.java,src/main/java/org/junit/experimental/theories/Theory.java,L3522,1,0,7,0,0,0,1,0
704,L4065,AllDefaultPossibilitiesBuilder.java,src/main/java/org/junit/internal/builders/AllDefaultPossibilitiesBuilder.java,L4064,4,0,43,0,0,0,4,0
705,L4066,AnnotatedBuilder.java,src/main/java/org/junit/internal/builders/AnnotatedBuilder.java,L4064,4,0,36,0,0,0,3,0
706,L4067,IgnoredBuilder.java,src/main/java/org/junit/internal/builders/IgnoredBuilder.java,L4064,2,0,12,0,0,0,2,0
707,L4068,IgnoredClassRunner.java,src/main/java/org/junit/internal/builders/IgnoredClassRunner.java,L4064,1,0,18,0,0,0,1,0
708,L4069,JUnit3Builder.java,src/main/java/org/junit/internal/builders/JUnit3Builder.java,L4064,2,0,15,0,0,0,2,0
709,L4070,JUnit4Builder.java,src/main/java/org/junit/internal/builders/JUnit4Builder.java,L4064,1,0,10,0,0,0,4,0
710,L4071,NullBuilder.java,src/main/java/org/junit/internal/builders/NullBuilder.java,L4064,1,0,9,0,0,0,2,0
711,L4072,SuiteMethodBuilder.java,src/main/java/org/junit/internal/builders/SuiteMethodBuilder.java,L4064,3,0,20,0,0,0,2,0
712,L4231,CombinableMatcher.java,src/main/java/org/junit/internal/matchers/CombinableMatcher.java,L4230,1,0,26,0,0,0,4,0
713,L4232,Each.java,src/main/java/org/junit/internal/matchers/Each.java,L4230,1,0,20,0,0,0,4,0
714,L4233,IsCollectionContaining.java,src/main/java/org/junit/internal/matchers/IsCollectionContaining.java,L4230,5,0,54,0,0,0,6,0
715,L4234,StringContains.java,src/main/java/org/junit/internal/matchers/StringContains.java,L4230,1,0,20,0,0,0,4,0
716,L4235,SubstringMatcher.java,src/main/java/org/junit/internal/matchers/SubstringMatcher.java,L4230,1,0,20,0,0,0,4,0
717,L4236,TypeSafeMatcher.java,src/main/java/org/junit/internal/matchers/TypeSafeMatcher.java,L4230,8,0,34,0,0,0,4,0
718,L4401,ClassRequest.java,src/main/java/org/junit/internal/requests/ClassRequest.java,L4400,1,0,19,0,0,0,6,0
719,L4402,FilterRequest.java,src/main/java/org/junit/internal/requests/FilterRequest.java,L4400,2,0,26,0,0,0,3,0
720,L4403,package-info.java,src/main/java/org/junit/internal/requests/package-info.java,L4400,1,0,1,0,0,0,1,0
721,L4404,SortingRequest.java,src/main/java/org/junit/internal/requests/SortingRequest.java,L4400,1,0,20,0,0,0,1,0
722,L4445,ClassRoadie.java,src/main/java/org/junit/internal/runners/ClassRoadie.java,L4444,9,0,65,0,0,0,2,0
723,L4446,ErrorReportingRunner.java,src/main/java/org/junit/internal/runners/ErrorReportingRunner.java,L4444,6,0,50,0,0,0,15,0
724,L4447,FailedBefore.java,src/main/java/org/junit/internal/runners/FailedBefore.java,L4444,1,0,6,0,0,0,2,0
725,L4448,InitializationError.java,src/main/java/org/junit/internal/runners/InitializationError.java,L4444,1,0,20,0,0,0,3,0
726,L4449,JUnit38ClassRunner.java,src/main/java/org/junit/internal/runners/JUnit38ClassRunner.java,L4444,15,0,134,1,4,0,16,0
727,L4450,JUnit4ClassRunner.java,src/main/java/org/junit/internal/runners/JUnit4ClassRunner.java,L4444,8,0,117,0,0,0,13,0
728,L4451,MethodRoadie.java,src/main/java/org/junit/internal/runners/MethodRoadie.java,L4444,21,0,138,0,0,0,2,0
729,L4452,MethodValidator.java,src/main/java/org/junit/internal/runners/MethodValidator.java,L4444,11,0,72,0,0,0,2,0
730,L4453,package-info.java,src/main/java/org/junit/internal/runners/package-info.java,L4444,1,0,1,0,0,0,1,0
731,L4454,SuiteMethod.java,src/main/java/org/junit/internal/runners/SuiteMethod.java,L4444,3,0,24,0,0,0,2,0
732,L4455,TestClass.java,src/main/java/org/junit/internal/runners/TestClass.java,L4444,14,0,81,0,0,0,2,0
733,L4456,TestMethod.java,src/main/java/org/junit/internal/runners/TestMethod.java,L4444,4,0,51,0,0,0,2,0
734,L5523,Filter.java,src/main/java/org/junit/runner/manipulation/Filter.java,L5522,5,0,40,0,0,0,7,1
735,L5524,Filterable.java,src/main/java/org/junit/runner/manipulation/Filterable.java,L5522,1,0,4,0,0,0,1,0
736,L5525,NoTestsRemainException.java,src/main/java/org/junit/runner/manipulation/NoTestsRemainException.java,L5522,1,0,4,0,0,0,1,0
737,L5526,package-info.java,src/main/java/org/junit/runner/manipulation/package-info.java,L5522,1,0,1,0,0,0,1,0
738,L5527,Sortable.java,src/main/java/org/junit/runner/manipulation/Sortable.java,L5522,1,0,4,0,0,0,1,0
739,L5528,Sorter.java,src/main/java/org/junit/runner/manipulation/Sorter.java,L5522,2,0,22,0,0,0,6,0
740,L5580,Failure.java,src/main/java/org/junit/runner/notification/Failure.java,L5579,1,0,37,0,0,0,3,0
741,L5581,package-info.java,src/main/java/org/junit/runner/notification/package-info.java,L5579,1,0,1,0,0,0,1,0
742,L5582,RunListener.java,src/main/java/org/junit/runner/notification/RunListener.java,L5579,1,0,20,0,0,0,7,0
743,L5583,RunNotifier.java,src/main/java/org/junit/runner/notification/RunNotifier.java,L5579,4,0,97,1,4,0,11,0
744,L5584,StoppedByUserException.java,src/main/java/org/junit/runner/notification/StoppedByUserException.java,L5579,1,0,4,0,0,0,1,0
745,L6011,FrameworkField.java,src/main/java/org/junit/runners/model/FrameworkField.java,L6010,1,0,24,1,20,0,10,0
746,L6012,FrameworkMember.java,src/main/java/org/junit/runners/model/FrameworkMember.java,L6010,3,0,13,0,0,0,4,0
747,L6013,FrameworkMethod.java,src/main/java/org/junit/runners/model/FrameworkMethod.java,L6010,13,0,80,0,0,0,11,0
748,L6014,InitializationError.java,src/main/java/org/junit/runners/model/InitializationError.java,L6010,1,0,19,1,20,0,5,0
749,L6015,RunnerBuilder.java,src/main/java/org/junit/runners/model/RunnerBuilder.java,L6010,5,0,44,0,0,0,2,0
750,L6016,RunnerScheduler.java,src/main/java/org/junit/runners/model/RunnerScheduler.java,L6010,1,0,5,0,0,0,2,0
751,L6017,Statement.java,src/main/java/org/junit/runners/model/Statement.java,L6010,1,0,4,0,0,0,2,0
752,L6018,TestClass.java,src/main/java/org/junit/runners/model/TestClass.java,L6010,14,0,85,0,0,0,13,1
