,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
451,L2204,ChangeSnapAction.java,canvas/src/main/java/gov/nasa/arc/mct/canvas/view/ChangeSnapAction.java,L2197,10,0,67,0,0,1,0,0
452,L2205,MarqueSelectionListener.java,canvas/src/main/java/gov/nasa/arc/mct/canvas/view/MarqueSelectionListener.java,L2197,20,0,105,0,0,1,0,0
453,L2206,PanelFocusSelectionProvider.java,canvas/src/main/java/gov/nasa/arc/mct/canvas/view/PanelFocusSelectionProvider.java,L2197,1,0,12,0,0,1,0,0
454,L2207,PanelFocusTraversalPolicy.java,canvas/src/main/java/gov/nasa/arc/mct/canvas/view/PanelFocusTraversalPolicy.java,L2197,16,0,122,0,0,1,0,0
455,L2208,PanelInspector.java,canvas/src/main/java/gov/nasa/arc/mct/canvas/view/PanelInspector.java,L2197,17,0,268,0,0,1,0,2
456,L2209,ReTileAction.java,canvas/src/main/java/gov/nasa/arc/mct/canvas/view/ReTileAction.java,L2197,6,0,51,0,0,1,0,0
457,L2210,WindowChangeGridSizeAction.java,canvas/src/main/java/gov/nasa/arc/mct/canvas/view/WindowChangeGridSizeAction.java,L2197,1,0,11,0,0,1,0,0
458,L2211,WindowChangeSnapAction.java,canvas/src/main/java/gov/nasa/arc/mct/canvas/view/WindowChangeSnapAction.java,L2197,1,0,11,0,0,1,0,0
459,L2212,WindowReTileAction.java,canvas/src/main/java/gov/nasa/arc/mct/canvas/view/WindowReTileAction.java,L2197,1,0,14,0,0,1,0,0
460,L5478,ConstraintBuilder.java,canvas/src/main/java/gov/nasa/arc/mct/gui/util/ConstraintBuilder.java,L5477,2,0,141,0,0,1,0,0
461,L5479,MCTSplitPaneFactory.java,canvas/src/main/java/gov/nasa/arc/mct/gui/util/MCTSplitPaneFactory.java,L5477,4,0,37,0,0,1,0,0
462,L14620,GridMenuTest.java,canvas/src/test/java/gov/nasa/arc/mct/menu/GridMenuTest.java,L14619,1,0,56,0,0,1,0,0
463,L1670,AbstractMCTViewManifestationInfoTest.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/persistence/AbstractMCTViewManifestationInfoTest.java,L1669,1,0,45,0,0,1,0,0
464,L1671,RootCanvasClassTest.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/persistence/RootCanvasClassTest.java,L1669,2,0,25,0,0,1,0,0
465,L1940,TestEmbeddedViewsNotWriteable.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/policy/TestEmbeddedViewsNotWriteable.java,L1939,1,0,28,1,70,2,0,0
466,L2214,CanvasFormattingControllerTest.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/view/CanvasFormattingControllerTest.java,L2213,32,0,882,0,0,1,0,0
467,L2215,CanvasFormattingControlPanelTest.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/view/CanvasFormattingControlPanelTest.java,L2213,3,0,229,1,70,2,0,0
468,L2216,CanvasRemoveComponentUpdateTest.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/view/CanvasRemoveComponentUpdateTest.java,L2213,1,0,63,0,0,1,0,0
469,L2217,MarqueSelectionListenerTest.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/view/MarqueSelectionListenerTest.java,L2213,2,0,110,0,0,1,0,0
470,L2218,PanelBorderSelectionTest.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/view/PanelBorderSelectionTest.java,L2213,6,0,245,0,0,1,0,0
471,L2219,PanelFocusTraversalPolicyTest.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/view/PanelFocusTraversalPolicyTest.java,L2213,1,0,60,0,0,1,0,0
472,L2220,PanelInspectorTest.java,canvas/src/test/java/gov/nasa/arc/mct/canvas/view/PanelInspectorTest.java,L2213,11,0,74,0,0,1,0,0
473,L5422,ContextAwareAction.java,mctcore/src/main/java/gov/nasa/arc/mct/gui/ContextAwareAction.java,L5417,1,0,25,1,70,1,0,0
474,L5424,ExportAsImageAction.java,mctcore/src/main/java/gov/nasa/arc/mct/gui/ExportAsImageAction.java,L5417,7,0,47,1,70,1,0,0
475,L5427,FeedRenderingPool.java,mctcore/src/main/java/gov/nasa/arc/mct/gui/FeedRenderingPool.java,L5417,32,0,272,0,0,1,0,0
476,L5429,FileChooser.java,mctcore/src/main/java/gov/nasa/arc/mct/gui/FileChooser.java,L5417,3,0,89,0,0,1,0,0
477,L5432,MCTMutableTreeNode.java,mctcore/src/main/java/gov/nasa/arc/mct/gui/MCTMutableTreeNode.java,L5417,15,0,154,1,70,1,0,0
478,L5438,OptionBox.java,mctcore/src/main/java/gov/nasa/arc/mct/gui/OptionBox.java,L5417,7,0,72,1,70,3,0,0
479,L5445,Twistie.java,mctcore/src/main/java/gov/nasa/arc/mct/gui/Twistie.java,L5417,3,0,41,1,590,3,0,0
480,L5446,View.java,mctcore/src/main/java/gov/nasa/arc/mct/gui/View.java,L5417,23,0,336,1,70,1,0,0
481,L32196,AbstractComponent.java,mctcore/src/main/java/gov/nasa/arc/mct/components/AbstractComponent.java,L32195,66,0,628,3,590,25,0,0
482,L32201,FeedProvider.java,mctcore/src/main/java/gov/nasa/arc/mct/components/FeedProvider.java,L32195,1,0,123,3,70,5,0,0
483,L33082,GlobalContext.java,mctcore/src/main/java/gov/nasa/arc/mct/context/GlobalContext.java,L33081,3,0,40,1,70,1,0,0
484,L33512,package-info.java,mctcore/src/main/java/gov/nasa/arc/mct/identitymgr/package-info.java,L33510,1,0,1,1,590,3,0,0
485,L34897,PolicyInfo.java,mctcore/src/main/java/gov/nasa/arc/mct/policy/PolicyInfo.java,L34892,1,0,36,1,70,1,0,0
486,L35023,ExternalComponentRegistryImpl.java,mctcore/src/main/java/gov/nasa/arc/mct/registry/ExternalComponentRegistryImpl.java,L35022,25,0,251,3,590,10,0,0
487,L32170,OptimisticLockException.java,mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/OptimisticLockException.java,L32169,1,0,7,1,70,1,0,0
488,L32171,package-info.java,mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/package-info.java,L32169,1,0,1,1,70,1,0,0
489,L32172,PersistenceService.java,mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/PersistenceService.java,L32169,1,0,9,2,590,4,0,0
490,L32529,CollectionComponent.java,mctcore/src/main/java/gov/nasa/arc/mct/components/collection/CollectionComponent.java,L32528,1,0,4,1,70,1,0,0
491,L33165,BatchLoader.java,mctcore/src/main/java/gov/nasa/arc/mct/db/util/BatchLoader.java,L33164,1,0,16,1,590,4,0,0
492,L33166,BatchLoaderImpl.java,mctcore/src/main/java/gov/nasa/arc/mct/db/util/BatchLoaderImpl.java,L33164,74,0,549,1,590,4,0,0
493,L33167,ComponentUtil.java,mctcore/src/main/java/gov/nasa/arc/mct/db/util/ComponentUtil.java,L33164,5,0,21,1,590,4,0,0
494,L33168,IdGenerator.java,mctcore/src/main/java/gov/nasa/arc/mct/db/util/IdGenerator.java,L33164,1,0,23,1,590,4,0,0
495,L33169,ParameterInfo.java,mctcore/src/main/java/gov/nasa/arc/mct/db/util/ParameterInfo.java,L33164,5,0,30,1,590,4,0,0
496,L33170,PersistedTaxonomyInfo.java,mctcore/src/main/java/gov/nasa/arc/mct/db/util/PersistedTaxonomyInfo.java,L33164,1,0,46,1,590,4,0,0
497,L34199,package-info.java,mctcore/src/main/java/gov/nasa/arc/mct/lock/manager/package-info.java,L34197,1,0,1,1,70,1,0,0
498,L34220,DefaultComponentProvider.java,mctcore/src/main/java/gov/nasa/arc/mct/platform/spi/DefaultComponentProvider.java,L34219,1,0,8,2,70,4,0,0
499,L34222,PersistenceProvider.java,mctcore/src/main/java/gov/nasa/arc/mct/platform/spi/PersistenceProvider.java,L34219,1,0,26,2,70,9,0,0
500,L34223,Platform.java,mctcore/src/main/java/gov/nasa/arc/mct/platform/spi/Platform.java,L34219,1,0,28,3,590,6,0,0
501,L34225,RoleAccess.java,mctcore/src/main/java/gov/nasa/arc/mct/platform/spi/RoleAccess.java,L34219,16,0,74,3,590,9,0,0
502,L35454,TimeService.java,mctcore/src/main/java/gov/nasa/arc/mct/services/activity/TimeService.java,L35452,1,0,16,3,70,5,0,0
503,L35487,ComponentRegistry.java,mctcore/src/main/java/gov/nasa/arc/mct/services/component/ComponentRegistry.java,L35483,1,0,10,2,8,4,0,0
504,L35499,StatusAreaWidgetInfo.java,mctcore/src/main/java/gov/nasa/arc/mct/services/component/StatusAreaWidgetInfo.java,L35483,3,0,19,1,70,1,0,0
505,L35821,ComponentInitializer.java,mctcore/src/main/java/gov/nasa/arc/mct/services/internal/component/ComponentInitializer.java,L35820,1,0,20,2,70,8,0,0
506,L35822,CoreComponentRegistry.java,mctcore/src/main/java/gov/nasa/arc/mct/services/internal/component/CoreComponentRegistry.java,L35820,1,0,11,2,8,4,0,0
507,L35825,Updatable.java,mctcore/src/main/java/gov/nasa/arc/mct/services/internal/component/Updatable.java,L35820,1,0,13,2,70,8,0,0
508,L35826,User.java,mctcore/src/main/java/gov/nasa/arc/mct/services/internal/component/User.java,L35820,2,0,20,1,70,1,0,0
509,L5458,ExtendedPropertiesTest.java,mctcore/src/test/java/gov/nasa/arc/mct/gui/ExtendedPropertiesTest.java,L5456,1,0,38,1,70,1,0,0
510,L5459,FeedCycleRendererTest.java,mctcore/src/test/java/gov/nasa/arc/mct/gui/FeedCycleRendererTest.java,L5456,2,0,148,1,70,1,0,0
511,L5461,FeedViewManifestationTest.java,mctcore/src/test/java/gov/nasa/arc/mct/gui/FeedViewManifestationTest.java,L5456,15,0,367,3,70,5,0,0
512,L5462,TestControlWrapper.java,mctcore/src/test/java/gov/nasa/arc/mct/gui/TestControlWrapper.java,L5456,1,0,118,1,70,1,0,0
513,L5463,TestMCTMutableTreeNode.java,mctcore/src/test/java/gov/nasa/arc/mct/gui/TestMCTMutableTreeNode.java,L5456,4,0,175,1,70,1,0,0
514,L32211,AbstractComponentTest.java,mctcore/src/test/java/gov/nasa/arc/mct/components/AbstractComponentTest.java,L32210,2,0,154,2,590,8,0,0
515,L33085,GlobalContextTest.java,mctcore/src/test/java/gov/nasa/arc/mct/context/GlobalContextTest.java,L33084,5,0,67,1,70,1,0,0
516,L35026,MockComponent.java,mctcore/src/test/java/gov/nasa/arc/mct/registry/MockComponent.java,L35025,1,0,13,1,590,3,0,0
517,L35027,MockComponentRegistry.java,mctcore/src/test/java/gov/nasa/arc/mct/registry/MockComponentRegistry.java,L35025,3,0,46,1,70,1,0,0
518,L35028,TestExternalComponentRegistryImpl.java,mctcore/src/test/java/gov/nasa/arc/mct/registry/TestExternalComponentRegistryImpl.java,L35025,1,0,208,2,590,4,0,0
519,L36636,IdGeneratorTest.java,mctcore/src/test/java/gov/nasa/arc/mct/util/IdGeneratorTest.java,L36635,1,0,32,1,590,3,0,0
520,L34232,RoleAccessTest.java,mctcore/src/test/java/gov/nasa/arc/mct/platform/spi/RoleAccessTest.java,L34230,1,0,40,1,70,1,0,0
521,L5473,TestDropBoxCanvas.java,mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/gui/TestDropBoxCanvas.java,L5472,6,0,93,2,70,4,0,0
522,L38230,BrokenComponentTest.java,mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/components/BrokenComponentTest.java,L38229,3,0,51,1,70,1,0,0
523,L38312,CanDeleteComponentPolicyTest.java,mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/CanDeleteComponentPolicyTest.java,L38311,1,0,56,1,70,1,0,0
524,L38313,CannotDragMySandboxTest.java,mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/CannotDragMySandboxTest.java,L38311,1,0,42,0,0,3,0,0
525,L38222,BrokenComponent.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/BrokenComponent.java,L38221,1,0,8,1,70,1,0,0
526,L38225,TelemetryDataTaxonomyComponent.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryDataTaxonomyComponent.java,L38221,1,0,9,1,70,1,0,0
527,L38226,TelemetryDisciplineComponent.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryDisciplineComponent.java,L38221,2,0,17,1,70,1,0,0
528,L38227,TelemetryUserDropBoxComponent.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryUserDropBoxComponent.java,L38221,1,0,10,1,70,1,0,0
529,L38295,AllCannotBeInspectedPolicy.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/AllCannotBeInspectedPolicy.java,L38294,4,0,21,1,70,1,0,0
530,L38296,CanDeleteComponentPolicy.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CanDeleteComponentPolicy.java,L38294,3,0,25,1,70,1,0,0
531,L38297,CannotDragOrDropMySandbox.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CannotDragOrDropMySandbox.java,L38294,4,0,21,0,0,3,0,0
532,L38299,CantDuplicateDropBoxesPolicy.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CantDuplicateDropBoxesPolicy.java,L38294,2,0,16,1,70,1,0,0
533,L38302,CheckComponentOwnerIsUserPolicy.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CheckComponentOwnerIsUserPolicy.java,L38294,4,0,17,1,70,1,0,0
534,L38304,DisciplineUsersViewControlPolicy.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/DisciplineUsersViewControlPolicy.java,L38294,5,0,29,1,590,3,0,0
535,L38305,DropboxFilterViewPolicy.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/DropboxFilterViewPolicy.java,L38294,9,0,37,2,590,3,0,0
536,L38306,LeafCannotAddChildDetectionPolicy.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/LeafCannotAddChildDetectionPolicy.java,L38294,1,0,13,1,70,1,0,0
537,L38537,CoreComponentProvider.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/provider/CoreComponentProvider.java,L38536,4,0,160,2,70,10,0,0
538,L38538,CoreComponentProviderDelegate.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/provider/CoreComponentProviderDelegate.java,L38536,6,0,85,1,70,1,0,0
539,L38639,DropboxCanvasView.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/DropboxCanvasView.java,L38637,11,0,120,1,70,3,0,0
540,L38640,UsersManifestation.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/UsersManifestation.java,L38637,5,0,144,2,590,4,0,0
541,L38641,UsersPage.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/UsersPage.java,L38637,4,0,69,1,70,1,0,0
542,L34554,PlatformAccess.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/platform/core/access/PlatformAccess.java,L34553,1,0,16,1,590,3,0,0
543,L34555,PolicyManagerAccess.java,mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/platform/core/access/PolicyManagerAccess.java,L34553,1,0,15,1,590,3,0,0
544,L34209,Activator.java,platform/src/main/java/gov/nasa/arc/mct/platform/Activator.java,L34208,4,0,68,1,590,3,0,0
545,L34211,LaunchMCTService.java,platform/src/main/java/gov/nasa/arc/mct/platform/LaunchMCTService.java,L34208,12,0,169,1,590,4,0,0
546,L34212,PlatformImpl.java,platform/src/main/java/gov/nasa/arc/mct/platform/PlatformImpl.java,L34208,10,0,142,3,590,14,0,0
547,L34216,UserEnvironment.java,platform/src/main/java/gov/nasa/arc/mct/platform/UserEnvironment.java,L34208,4,0,117,4,70,12,0,0
548,L41900,DefaultExceptionHandler.java,platform/src/main/java/gov/nasa/arc/mct/exception/DefaultExceptionHandler.java,L41899,6,0,54,1,70,1,0,0
549,L5491,GUIUtil.java,platform/src/main/java/gov/nasa/arc/mct/gui/util/GUIUtil.java,L5489,2,0,19,1,590,3,0,0
550,L8654,ChangeHousingViewAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ChangeHousingViewAction.java,L8650,12,0,150,3,70,12,0,0
551,L8655,ConveniencesOpenMineGroupAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ConveniencesOpenMineGroupAction.java,L8650,2,0,31,1,590,3,0,0
552,L8656,ConveniencesOpenUserEnvAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ConveniencesOpenUserEnvAction.java,L8650,2,0,31,1,590,3,0,0
553,L8657,DeleteObjectAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/DeleteObjectAction.java,L8650,18,0,160,2,70,8,0,0
554,L8658,DuplicateAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/DuplicateAction.java,L8650,13,0,111,1,590,3,0,0
555,L8659,ExportThisAsImageAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ExportThisAsImageAction.java,L8650,9,0,70,1,70,2,0,0
556,L8660,ExportViewAsImageAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ExportViewAsImageAction.java,L8650,10,0,71,1,70,2,0,0
557,L8661,HelpMCTAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/HelpMCTAction.java,L8650,5,0,62,2,70,2,0,0
558,L8663,InspectorPaneRevertToCommitted.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/InspectorPaneRevertToCommitted.java,L8650,2,0,34,3,70,4,0,0
559,L8664,ListWindowsAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ListWindowsAction.java,L8650,7,0,81,2,590,5,0,0
560,L8666,ObjectsOpenAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ObjectsOpenAction.java,L8650,5,0,42,1,590,3,0,0
561,L8667,ObjectsSaveAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ObjectsSaveAction.java,L8650,4,0,63,2,70,5,0,0
562,L8668,PlaceObjectsInCollectionAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/PlaceObjectsInCollectionAction.java,L8650,14,0,116,1,590,3,0,0
563,L8669,RedrawDataAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/RedrawDataAction.java,L8650,7,0,61,3,590,7,0,0
564,L8670,RemoveManifestationAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/RemoveManifestationAction.java,L8650,29,0,240,2,590,9,0,0
565,L8671,ResetFeedViewsAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ResetFeedViewsAction.java,L8650,6,0,65,3,590,8,0,0
566,L8672,ShowHideControlArea.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ShowHideControlArea.java,L8650,2,0,37,1,590,3,0,0
567,L8674,ThisSaveAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/ThisSaveAction.java,L8650,5,0,67,2,70,5,0,0
568,L8676,WindowsExclusiveCloseAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/actions/WindowsExclusiveCloseAction.java,L8650,6,0,39,1,590,3,0,0
569,L9925,AboutDialog.java,platform/src/main/java/gov/nasa/arc/mct/gui/dialogs/AboutDialog.java,L9924,5,0,94,2,70,10,1,0
570,L9926,AboutLicensesDialog.java,platform/src/main/java/gov/nasa/arc/mct/gui/dialogs/AboutLicensesDialog.java,L9924,2,0,71,0,0,1,1,0
571,L10488,InspectionArea.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/InspectionArea.java,L10485,9,0,131,3,70,5,0,0
572,L10489,Inspector.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/Inspector.java,L10485,34,0,387,4,590,34,0,1
573,L10490,MCTAbstractHousing.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/MCTAbstractHousing.java,L10485,6,0,68,2,21,4,0,0
574,L10491,MCTContentArea.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/MCTContentArea.java,L10485,26,0,315,2,70,8,0,0
575,L10492,MCTControlArea.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/MCTControlArea.java,L10485,3,0,27,1,590,3,0,0
576,L10493,MCTDirectoryArea.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/MCTDirectoryArea.java,L10485,82,0,708,4,590,13,0,0
577,L10496,MCTIconPopupOpener.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/MCTIconPopupOpener.java,L10485,6,0,51,1,590,3,0,0
578,L10497,MCTPopupOpener.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/MCTPopupOpener.java,L10485,8,0,63,1,590,3,0,0
579,L10498,MCTPopupOpenerForInspector.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/MCTPopupOpenerForInspector.java,L10485,7,0,47,3,590,7,0,0
580,L10499,MCTStandardHousing.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/MCTStandardHousing.java,L10485,23,0,309,3,70,12,0,0
581,L10506,StatusBarContentProvider.java,platform/src/main/java/gov/nasa/arc/mct/gui/housing/StatusBarContentProvider.java,L10485,8,0,70,1,590,3,0,0
582,L12794,ActionContextImpl.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/ActionContextImpl.java,L12793,8,0,78,1,590,4,0,0
583,L12795,ActionManager.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/ActionManager.java,L12793,20,0,95,1,590,4,0,0
584,L12796,HidableTabbedPane.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/HidableTabbedPane.java,L12793,12,0,106,1,590,4,0,0
585,L12797,MCTFlipFlopAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/MCTFlipFlopAction.java,L12793,2,0,20,1,590,4,0,0
586,L12798,MCTGUIResourceBundle.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/MCTGUIResourceBundle.java,L12793,1,0,13,1,590,4,0,0
587,L12799,MCTSplitPaneFactory.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/MCTSplitPaneFactory.java,L12793,4,0,47,1,590,4,0,0
588,L12800,MenuExtensionManager.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/MenuExtensionManager.java,L12793,12,0,91,1,590,4,0,0
589,L12801,SplittablePane.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/SplittablePane.java,L12793,14,0,120,1,590,4,0,0
590,L12802,StatusAreaWidgetRegistryImpl.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/StatusAreaWidgetRegistryImpl.java,L12793,2,0,28,1,590,4,0,0
591,L12803,WindowManagerImpl.java,platform/src/main/java/gov/nasa/arc/mct/gui/impl/WindowManagerImpl.java,L12793,21,0,170,1,590,5,0,0
592,L13590,MCTStandardHousingMenuBar.java,platform/src/main/java/gov/nasa/arc/mct/gui/menu/MCTStandardHousingMenuBar.java,L13588,6,0,58,1,590,3,0,0
593,L13591,MenuFactory.java,platform/src/main/java/gov/nasa/arc/mct/gui/menu/MenuFactory.java,L13588,47,0,333,1,590,3,0,0
594,L13594,NewMenu.java,platform/src/main/java/gov/nasa/arc/mct/gui/menu/NewMenu.java,L13588,2,0,38,1,590,3,0,0
595,L13595,NewObjectAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/menu/NewObjectAction.java,L13588,16,0,133,2,590,6,0,0
596,L14416,OpenMultipleMonitorsObjectsAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/monitors/OpenMultipleMonitorsObjectsAction.java,L14415,18,0,89,1,590,3,0,0
597,L14417,OpenMultipleMonitorsObjectsMenu.java,platform/src/main/java/gov/nasa/arc/mct/gui/monitors/OpenMultipleMonitorsObjectsMenu.java,L14415,4,0,35,1,590,3,0,0
598,L14418,OpenMultipleMonitorsThisAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/monitors/OpenMultipleMonitorsThisAction.java,L14415,10,0,73,1,590,3,0,0
599,L14419,OpenMultipleMonitorsThisMenu.java,platform/src/main/java/gov/nasa/arc/mct/gui/monitors/OpenMultipleMonitorsThisMenu.java,L14415,2,0,34,1,590,3,0,0
600,L33534,IdentityManager.java,platform/src/main/java/gov/nasa/arc/mct/identitymgr/impl/IdentityManager.java,L33533,1,0,14,1,590,4,0,0
601,L33535,IdentityManagerFactory.java,platform/src/main/java/gov/nasa/arc/mct/identitymgr/impl/IdentityManagerFactory.java,L33533,2,0,19,1,590,4,0,0
602,L33536,package-info.java,platform/src/main/java/gov/nasa/arc/mct/identitymgr/impl/package-info.java,L33533,1,0,1,1,590,4,0,0
603,L33578,MCCIdentityManager.java,platform/src/main/java/gov/nasa/arc/mct/identitymgr/mcc/MCCIdentityManager.java,L33574,3,0,68,1,590,3,0,0
604,L41395,DefaultViewProvider.java,platform/src/main/java/gov/nasa/arc/mct/defaults/view/DefaultViewProvider.java,L41394,1,0,30,3,70,4,0,0
605,L41396,InfoView.java,platform/src/main/java/gov/nasa/arc/mct/defaults/view/InfoView.java,L41394,41,0,560,1,70,1,0,0
606,L41398,MCTHousingViewManifestation.java,platform/src/main/java/gov/nasa/arc/mct/defaults/view/MCTHousingViewManifestation.java,L41394,23,0,252,2,590,4,0,0
607,L41399,NodeViewManifestation.java,platform/src/main/java/gov/nasa/arc/mct/defaults/view/NodeViewManifestation.java,L41394,41,0,265,3,590,8,0,0
608,L41966,EquinoxOSGIRuntimeImpl.java,platform/src/main/java/gov/nasa/arc/mct/osgi/platform/EquinoxOSGIRuntimeImpl.java,L41963,27,0,187,1,590,3,0,0
609,L41967,OSGIRuntime.java,platform/src/main/java/gov/nasa/arc/mct/osgi/platform/OSGIRuntime.java,L41963,1,0,15,1,590,3,0,0
610,L10335,ShowCanvasTitleBarAction.java,platform/src/main/java/gov/nasa/arc/mct/gui/formatting/actions/ShowCanvasTitleBarAction.java,L10333,5,0,42,1,590,3,0,0
611,L13606,ConveniencesMenu.java,platform/src/main/java/gov/nasa/arc/mct/gui/menu/housing/ConveniencesMenu.java,L13605,1,0,24,3,70,5,0,0
612,L13609,IconMenu.java,platform/src/main/java/gov/nasa/arc/mct/gui/menu/housing/IconMenu.java,L13605,5,0,72,0,0,1,0,0
613,L13610,ObjectsMenu.java,platform/src/main/java/gov/nasa/arc/mct/gui/menu/housing/ObjectsMenu.java,L13605,1,0,59,1,70,1,0,0
614,L13611,ThisMenu.java,platform/src/main/java/gov/nasa/arc/mct/gui/menu/housing/ThisMenu.java,L13605,1,0,32,1,70,1,0,0
615,L13613,WindowsMenu.java,platform/src/main/java/gov/nasa/arc/mct/gui/menu/housing/WindowsMenu.java,L13605,1,0,22,3,70,4,0,0
616,L5502,MockComponent.java,platform/src/test/java/gov/nasa/arc/mct/gui/util/MockComponent.java,L5501,1,0,13,1,590,3,0,0
617,L5505,TestGUIUtil.java,platform/src/test/java/gov/nasa/arc/mct/gui/util/TestGUIUtil.java,L5501,1,0,63,1,590,4,0,0
618,L5506,TestSetupUtilities.java,platform/src/test/java/gov/nasa/arc/mct/gui/util/TestSetupUtilities.java,L5501,2,0,118,1,590,3,0,0
619,L8678,DuplicateActionTest.java,platform/src/test/java/gov/nasa/arc/mct/gui/actions/DuplicateActionTest.java,L8677,1,0,97,1,590,3,0,0
620,L8679,ExportAsImageActionsTest.java,platform/src/test/java/gov/nasa/arc/mct/gui/actions/ExportAsImageActionsTest.java,L8677,1,0,75,1,70,1,0,0
621,L8681,PlaceObjectsInCollectionActionTest.java,platform/src/test/java/gov/nasa/arc/mct/gui/actions/PlaceObjectsInCollectionActionTest.java,L8677,5,0,162,1,590,3,0,0
