,degree_sum,betweenness_sum,closeness_sum,Developers,clustering_sum,eigenvector_sum,pagerank_sum,hubs_sum,Number of Hubs,bug_probability,committer,len_developers,filename
1905,-0.13865947194442105,-0.04685928416650386,-0.4800431356882565,-0.6061339702386628,-0.6529503867232016,-0.22302654625696905,-0.13336210007731522,-0.22302523735948027,9.999994999180668e-07,-4.819424257483352,"['Trustin Lee' 'Norman Maurer' 'Veebs' 'Jestan Nirojan'
 'Cruz Julian Bishop' 'John Fallows' 'norman']",7,buffer/src/main/java/io/netty/buffer/DefaultCompositeByteBuf.java
803,-2.1650227394840296,-1.2000276867628452,-2.778266160694903,-3.068031435364739,-3.4926008529381347,-2.382728631707837,-2.1183251840873494,-2.382732518765507,-2.0148955205703896,-7.941676132672677,['sancar' 'Asım Arslan' 'Mehmet Dogan'],3,hazelcast/src/main/java/com/hazelcast/client/impl/protocol/parameters/AtomicReferenceTemplate.java
5902,-0.27763041659915066,-0.0579037769995266,-0.9825882083100298,-1.2992793174703166,-1.5025021804434675,-0.4750249579387327,-0.2594202530314102,-0.4750221144576601,9.999994999180668e-07,-13.815510557964275,['Trustin Lee' 'Jestan Nirojan' 'Norman Maurer' 'Cruz Bishop'],4,src/main/java/org/jboss/netty/example/http/upload/HttpServerPipelineFactory.java
2275,-0.39314314208856826,-0.06698449354606173,-1.243111745755089,-1.7047425922535502,-1.8325221986295648,-0.6658585433494624,-0.35566126424520395,-0.6658548856868467,9.999994999180668e-07,-6.523614983252259,['Norman Maurer' 'Trustin Lee' 'Luke Wood'],3,transport-rxtx/src/main/java/io/netty/channel/rxtx/RxtxChannelOption.java
4595,-0.9275453581000991,-0.7490114272774762,-1.1247922179879883,-1.1939191684778796,-1.3530199890393408,-1.018079713335057,-0.9164388812086558,-1.0180778739261294,-0.8266762874727945,-13.815510557964275,"['Tobias Lindaaker' 'Zhen' 'lutovich' 'Rickard Öberg'
 'Konstantin Lutovich' 'Mattias Persson' 'Davide Grohmann' 'Chris Gioran'
 'Chris Vest' 'Jacob Hansson' 'Rickard Öberg']",11,enterprise/ha/src/main/java/org/neo4j/kernel/ha/com/slave/MasterClient.java
3311,-1.0153986308448602,-0.3802523063038433,-1.3377336825187818,-1.4586107227087617,-1.8343741222652123,-1.1855330569342424,-0.9671778928118228,-1.1855355659877045,-0.7621379091920498,-13.815510557964275,"['Burak Emre Kabakcı' 'ahmetmircik' 'Mehmet Dogan' 'emrahkocaman'
 'Peter Veentjer' 'enesakar' 'talip' 'Ali Gurbuz' 'Fuad Malikov' 'sancar'
 'Enes Akar']",11,hazelcast-spring/src/main/java/com/hazelcast/spring/cache/HazelcastCacheManager.java
5699,-0.5668516925253424,-0.4235494432464145,-0.7187181123333373,-0.8109279662188601,-0.9683984676828604,-0.6069282404744782,-0.5954687262070401,-0.6069269871435949,-0.28768073911933645,-13.815510557964275,"['Dan Berrios' 'Victor Woeltjen' 'nshi' 'Christopher Webster'
 'Peter B. Tran']",5,mctcore/src/main/java/gov/nasa/arc/mct/services/activity/TimeService.java
4442,-0.9533631828355476,-0.3786648214112358,-1.4537175795496111,-1.5505926981365648,-1.8997520472184684,-1.1289281626438603,-0.9622231998636857,-1.1289267367024058,-0.4054636081092894,-13.815510557964275,"['w3aponx' 'lvca' 'Artem Loginov' 'henryzhao81' 'Andrey Lomakin'
 'Luca Garulli' 'giastfader' 'Johann Sorel']",8,core/src/main/java/com/orientechnologies/orient/core/sql/method/misc/OSQLMethodToJSON.java
3592,-1.3402925277299205,-1.2762012417611772,-1.5015852337465234,-1.5505926981365648,-1.5840186593762526,-1.4108100424548051,-1.3455583313110548,-1.410806032801346,-1.163147609810801,-13.815510557964275,"['Chris Gioran' 'Chris Vest' 'magnusvejlstrup' 'Tobias Lindaaker'
 'Davide Grohmann' 'Konstantin Lutovich' 'martinfurmanski'
 'Mattias Persson']",8,community/kernel/src/main/java/org/neo4j/kernel/impl/pagecache/StandalonePageCacheFactory.java
4078,-0.8971881078010409,-0.5820729521140587,-1.7799814024454026,-2.39788427285887,-2.9195893243657136,-1.1514744400168155,-0.8632944746781397,-1.1514715040185228,-0.6931451805619453,-13.815510557964275,['Scott Mitchell' 'Trustin Lee'],2,codec-http/src/main/java/io/netty/handler/codec/http/HttpStatusClass.java
1368,-1.5536454997703393,-0.7701562808995557,-1.8542081225130609,-1.9694334798245208,-2.493641671462248,-1.7841844125976434,-1.4588568108572864,-1.7841872262898224,-1.321752089989351,-7.941676132672677,"['Fuad Malikov' 'talip' 'Mehmet Dogan' 'Enes Akar' 'Ali Gurbuz' 'sancar'
 'Talip Ozturk']",7,hazelcast/src/main/java/com/hazelcast/nio/InOutSelector.java
3002,-2.2230232260406195,-1.4721555713524577,-2.759580921629342,-3.0445014379439197,-3.383143583080092,-2.5079291049000183,-2.2208827132493667,-2.507936966160364,-1.2527594685014931,-13.815510557964275,['jefffischer' 'Jeff Fischer'],2,common/src/main/java/org/broadleafcommerce/common/presentation/AdminPresentationOverrides.java
481,-1.1049990675406696,-0.8665540710520859,-1.3334691156061016,-1.4350803252981426,-1.7161993001228213,-1.2039835085646453,-1.0810899040300022,-1.2039827928784346,-0.559614037936954,-6.213108222797207,"['Phillip Verheyden' 'jefffischer' 'Andre Azzolini' 'Jerry Ocanas'
 'Elbert Bautista' 'Priyesh Patel']",6,core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/order/service/MergeCartServiceImpl.java
1379,-0.4321318146509716,-0.17712950992021662,-0.6849558981985091,-0.7654656921418828,-1.0049480497136851,-0.5045395501783146,-0.4416112574237315,-0.5045411501217777,-0.1430996897951851,-5.746954302341244,"['hasancelik' 'Ali' 'Ahmet MIRCIK' 'Mehmet Dogan' 'Talip Ozturk'
 'ahmetmircik' 'serkanozal' 'Serkan ÖZAL' 'Christoph Engelbert'
 'Mesut Celik' 'Jaromir Hamala' 'sancar' 'Peter Veentjer' 'noctarius'
 'Ali Gurbuz' 'dbrimley' 'Lukas Blunschi' 'lukasblu' 'Greg Luck'
 'enesakar' 'Emin Demirci']",21,hazelcast/src/main/java/com/hazelcast/nio/UTFEncoderDecoder.java
581,-2.7486787799401493,-2.096513854081645,-2.9725704317770827,-3.068031435364739,-2.7159420696504064,-2.779338164269729,-2.7529948367274986,-2.7793389894371834,-2.708035201214709,-7.941676132672677,['Peter Veentjer' 'Chris Szmajda' 'Ubuntu'],3,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/AbstractClientSelectionHandler.java
3773,-2.8664598628511677,-2.9221149154393693,-3.5078755994421886,-3.761157116618036,-3.7500664832509734,-2.918478955575735,-2.95562404980153,-2.9184818596596336,-2.708035201214709,-13.815510557964275,['sancar' 'Asım Arslan'],2,hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/mapreduce/MapReduceForSetMessageTask.java
382,-0.20943625242630945,-0.024458840139832398,-0.2957309458003636,-0.33647083662219285,-0.4475861778137341,-0.2539567865214001,-0.20821137934537864,-0.253958425252274,9.999994999180668e-07,-4.341728577985685,"['jefffischer' 'Chad Harchar' 'Chris Kittrell' 'Phillip Verheyden'
 'Reginald C Cole' 'Jonathan Fleschler' 'Philip Baggett' 'Brian Polster'
 'Andre Azzolini' 'Elbert Bautista' 'Kelly Tisdell' 'Trevor Leffert'
 'Priyesh Patel' 'Jerry Ocanas' 'Joseph Fridye' 'Jeff Fischer']",16,core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/catalog/domain/CategoryImpl.java
3507,-0.6879430037519995,-0.17698236656111355,-0.9580045390297666,-1.0531470479287943,-1.3380684927292308,-0.8236458628672755,-0.6587282767698924,-0.8236478720758492,-0.4054636081092894,-13.815510557964275,"['Ali' 'Ensar Basri Kahveci' 'Mesut Celik' 'Donnerbart' 'serkanozal'
 'ahmetmircik' 'Talip Ozturk' 'lukasblu' 'sancar' 'sgalland' 'Enes Akar'
 'Peter Veentjer' 'Mehmet Dogan' 'enesakar' 'Fuad Malikov' 'Ali Gurbuz']",16,hazelcast-client/src/main/java/com/hazelcast/client/proxy/PartitionServiceProxy.java
4450,-4.02291203427369,-3.5350126102727324,-4.588606496392126,-13.815510557964275,-4.2650209215334245,-4.1036398357496715,-3.9635341101771986,-4.103642398887631,-13.815510557964275,-13.815510557964275,['l.garulli'],1,tests/src/test/java/com/orientechnologies/orient/test/java/collection/HashMapSpeedTest.java
258,-1.5397329138196951,-0.6387130853131022,-2.0575480908286425,-2.3513647572186023,-3.0692019114946323,-1.8109413316971537,-1.5100809588644233,-1.8109433284195628,-0.8472955270565926,-6.905756277316967,['Phillip Verheyden' 'Andre Azzolini' 'Brian Polster'],3,common/src/main/java/org/broadleafcommerce/common/email/domain/EmailTargetImpl.java
3795,-1.5850484960928934,-0.965856948457804,-1.943475185157734,-2.110204950380621,-2.5043103188207887,-1.814261409777598,-1.5042512582560394,-1.814270256349076,-1.3862903611278907,-13.815510557964275,"['Alistair Jones' 'Anders Nawroth' 'Jacob Hansson' 'Thomas Baum'
 'Andres Taylor']",5,community/server-api/src/main/java/org/neo4j/server/rest/repr/BadInputException.java
5870,-1.6820402650913626,-1.1363427113571936,-1.974675564855196,-2.110204950380621,-2.3691503719158797,-1.9014444256754557,-1.6080300610162572,-1.9014547388105996,-1.6739711002525604,-13.815510557964275,"['Jacob Hansson' 'jimwebber' 'Chris Gioran' 'Andreas Kollegger'
 'Anders Nawroth']",5,community/server/src/main/java/org/neo4j/server/rest/domain/JsonBuildRuntimeException.java
2766,-0.3783872442332689,-0.5135197478550051,-0.5496718602611488,-0.6061339702386628,-0.7918632547050789,-0.4295505736344348,-0.3861716878810676,-0.4295500074605078,-0.4054636081092894,-6.374437992045205,"['laa' 'Ilia Naryzhny' ""Luigi Dell'Aquila"" 'tglman' 'lvca' 'enisher'
 'Andrey Lomakin' 'kowalot' 'Artem Orobets' 'giastfader' 'logart'
 'henryzhao81' 'Artem' 'Artem Loginov' 'Maciek Próchniak'
 'lomakin.andrey@gmail.com' 'Enisher@gmail.com' 'l.garulli'
 'l.garulli@gmail.com']",19,enterprise/src/main/java/com/orientechnologies/orient/enterprise/channel/binary/OChannelBinaryProtocol.java
147,-1.375730642929528,-0.9373449344094279,-1.7666875000145337,-1.945903149079813,-2.4219893608472263,-1.5401941168957116,-1.3493926180192284,-1.5401921409427322,-0.559614037936954,-6.905756277316967,['Phillip Verheyden' 'Andre Azzolini' 'Jerry Ocanas' 'jefffischer'],4,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/dto/BatchPersistencePackage.java
476,-1.6222535363598574,-1.0256845800999284,-2.107979022591513,-2.3513647572186023,-2.988423470430948,-1.8572485343055496,-1.581141249965386,-1.8572463548836868,-0.8472955270565926,-6.905756277316967,['Phillip Verheyden' 'jefffischer' 'Andre Azzolini'],3,core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/order/domain/OrderLockImpl.java
345,-0.9674696568942084,-0.7066914358239802,-1.1666028427145605,-1.2527594685014931,-1.5100849913227825,-1.0700309752846966,-0.9461480096952732,-1.0700309735899285,-0.559614037936954,-6.213108222797207,"['jefffischer' 'Chad Harchar' 'Brandon Smith' 'Andre Azzolini'
 'Kelly Tisdell' 'Priyesh Patel' 'Phillip Verheyden']",7,core/broadleaf-framework-web/src/main/java/org/broadleafcommerce/core/web/api/wrapper/ProductWrapper.java
583,-2.242313713489486,-2.7881638225440466,-2.3478410615991794,-2.3748950046314525,-2.205236057154268,-2.1608283431551696,-2.3145410597564267,-2.160828103930096,-2.708035201214709,-7.941676132672677,['Asım Arslan' 'sancar' 'Chris Szmajda' 'Jaromir Hamala' 'Ubuntu'],5,hazelcast-client-new/src/main/java/com/hazelcast/client/impl/ClusterAuthenticator.java
2540,-0.24181189560134594,-0.09902429886567862,-0.5372672567518275,-0.6061339702386628,-0.8949227733258177,-0.3002630909480162,-0.2570914868108489,-0.3002622294848486,9.999994999180668e-07,-5.458499315515146,"['laa' ""Luigi Dell'Aquila"" 'lvca' 'Ilia Naryzhny' 'Matan Shukry' 'tglman'
 'Luca Garulli' 'machak' 'Daniel.Haifa' 'Julian Neuhaus' 'fabriziofortino'
 'oflaschel' 'henryzhao81' 'enisher' 'Davide Marqu�s' 'Artem Orobets'
 'w3aponx' 'MaDaPHaKa' 'Andrey Lomakin']",19,core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/OWOWCache.java
763,-1.0664162606995202,-0.5831115006731062,-1.4335097174182705,-1.5639707605909787,-1.8902397598159968,-1.1822830592352118,-1.0680486289048443,-1.1822850924560324,-0.7621379091920498,-6.152262805119507,"['Mesut Celik' 'Emrah Kocaman' 'enesakar' 'Ali' 'serkanozal'
 'Mehmet Dogan' 'Serkan ÖZAL' 'Ali Gurbuz' 'hasancelik' 'Ahmet MIRCIK']",10,hazelcast/src/main/java/com/hazelcast/cache/impl/ICacheService.java
3705,-1.7650853800576956,-0.7638728367119231,-2.372833145444547,-2.6625734937948407,-3.2837841904751683,-2.0219536114453778,-1.7046065727501343,-2.0219581230985435,-1.321752089989351,-13.815510557964275,['Christoph Engelbert' 'Peter Veentjer' 'enesakar' 'Mehmet Dogan'],4,hazelcast/src/main/java/com/hazelcast/map/proxy/MapProxy.java
455,-0.9508488190308833,-0.2631842394345177,-1.2716173616967987,-1.4350803252981426,-1.9033540470051689,-1.156341985958781,-0.9255903905841514,-1.1563461988301733,-0.33647083662219285,-5.114828823280085,"['Phillip Verheyden' 'jefffischer' 'Andre Azzolini' 'Priyesh Patel'
 'Jeff Fischer' 'Brian Polster']",6,core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/offer/service/workflow/RecordOfferUsageActivity.java
1278,-0.854910967252174,-0.2807523572700195,-1.22555013938977,-1.3633009338119233,-1.7838096772876515,-1.0161233541629848,-0.836042879023186,-1.016126264455545,-0.4054636081092894,-7.941676132672677,"['danny' 'Mesut Celik' 'Peter Veentjer' 'ahmetmircik' 'Ali' 'Emin Demirci'
 'alarmnummer' 'Mehmet Dogan' 'enesakar' 'Ian Springer' 'Enes Akar'
 'sancar']",12,hazelcast/src/main/java/com/hazelcast/map/operation/InvalidateNearCacheOperation.java
2389,-0.21082183223305387,-0.048389395751259286,-0.9678566200757378,-1.2992793174703166,-2.295748817586416,-0.4103764612274733,-0.20164823213567387,-0.4103733952613081,9.999994999180668e-07,-5.8308083786187375,['Trustin Lee' 'norman' 'Norman Maurer' 'Jestan Nirojan'],4,transport/src/main/java/io/netty/channel/socket/nio/NioDatagramWorker.java
2015,-0.15460875488372544,-0.02326881282817476,-0.6122709285030993,-0.7884551603666903,-1.21390900013786,-0.28903197962831645,-0.1455836096256341,-0.2890302510400964,9.999994999180668e-07,-7.216081359737848,"['Jeff Pinner' 'Trustin Lee' 'Scott Mitchell' 'Norman Maurer'
 'Bill Gallagher' 'Jestan Nirojan']",6,codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyHttpDecoder.java
5034,-2.818978335194384,-3.496536219013728,-3.166778647044315,-3.4964745620109685,-2.894957813258239,-2.7186645595381638,-2.8597641060039516,-2.718664667946161,-13.815510557964275,-13.815510557964275,"['IT' ""Luigi Dell'Aquila""]",2,core/src/main/java/com/orientechnologies/orient/core/sql/parser/OMathExpression.java
2246,-0.27763041659915066,-0.0579037769995266,-0.9825882083100298,-1.2992793174703166,-1.5025021804434675,-0.4750249579387327,-0.2594202530314102,-0.4750221144576601,9.999994999180668e-07,-6.118376912873227,['Trustin Lee' 'Jestan Nirojan' 'Norman Maurer' 'Cruz Bishop'],4,src/main/java/org/jboss/netty/channel/socket/nio/NioDatagramChannelFactory.java
5862,-2.675512489502064,-3.58686770196383,-2.2179607360346982,-2.39788427285887,-1.9586952012133465,-2.3827205068836874,-2.7675858809476828,-2.3827249443918306,-13.815510557964275,-13.815510557964275,['nmittler' 'Nitesh Kant'],2,codec-http2/src/main/java/io/netty/handler/codec/http2/Http2EventAdapter.java
561,-0.3318108050432456,-0.05229261155502249,-0.4345467745345695,-0.4795714648785756,-0.614854708639634,-0.3957291718304836,-0.3214325434540732,-0.395731233645284,9.999994999180668e-07,-5.5202106987110025,"['Chad Harchar' 'Gonzalo Diaz' 'Phillip Verheyden' 'jefffischer'
 'Reginald C Cole' 'Kelly Tisdell' 'Andre Azzolini' 'Joshua Skorton'
 'Jerry Ocanas' 'Trevor Leffert' 'Brian Polster' 'Elbert Bautista'
 'Priyesh Patel' 'Jeff Fischer']",14,core/broadleaf-profile/src/main/java/org/broadleafcommerce/profile/core/domain/CustomerImpl.java
3369,-0.2740006533311743,-0.05684344153879153,-0.9818926435489476,-1.2992793174703166,-1.7087076918318422,-0.4744430564676335,-0.2557074424237725,-0.4744401936717273,9.999994999180668e-07,-13.815510557964275,['Trustin Lee' 'Jestan Nirojan' 'Norman Maurer' 'Cruz Julian Bishop'],4,common/src/main/java/io/netty/util/Timeout.java
2234,-0.2489546539369234,-0.057710372344854086,-0.7895601239468509,-1.0115981616822611,-1.0397600657859771,-0.4002763937494915,-0.23285840767852697,-0.4002742514916437,9.999994999180668e-07,-6.118376912873227,"['Trustin Lee' 'Jestan Nirojan' 'Norman Maurer' 'Cruz Bishop'
 'Craig P. Motlin']",5,src/main/java/org/jboss/netty/channel/local/DefaultLocalServerChannelFactory.java
5125,-1.630901571637581,-1.1300423602657033,-1.9665141828964083,-2.110204950380621,-2.451812467216862,-1.8095880641724091,-1.5636878795703295,-1.809590735512707,-1.3862903611278907,-13.815510557964275,"['Stefan Plantikow' 'Julian Simpson' 'Jacob Hansson' 'Lasse Westh-Nielsen'
 'Anders Nawroth']",5,packaging/installer-qa/src/test/java/org/neo4j/qa/machinestate/Neo4jHANodeDescription.java
2717,-0.4907406217843828,-0.12909479356192807,-0.8197615029443814,-0.931555665546627,-1.1897672173665157,-0.6575479270954704,-0.4851601978740782,-0.6575467004791643,9.999994999180668e-07,-7.066998688987152,"['henryzhao81' 'laa' 'lvca' 'Andrey Lomakin' 'Artem' 'giastfader'
 'Artem Loginov' 'Luca Garulli' 'Maciek Próchniak' 'Artem Orobets'
 'Enisher@gmail.com' 'lomakin.andrey@gmail.com' 'l.garulli'
 'l.garulli@gmail.com']",14,core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/OMultiFileSegment.java
4880,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,-13.815510557964275,['nostra13'],1,sample/src/com/nostra13/universalimageloader/sample/Constants.java
4682,-1.5284642387999527,-0.8925369918399014,-2.067977712851049,-2.3025750930440454,-2.7298207589894887,-1.806524177809088,-1.4889572127068642,-1.806529524334877,-1.3862903611278907,-13.815510557964275,['TfT_02' 'GJ' 'riking'],3,src/main/java/com/gmail/nossr50/commands/McscoreboardCommand.java
547,-0.9453693674078172,-0.6685668083602939,-1.1538037536823822,-1.2527594685014931,-1.5063714737775675,-1.045059932328411,-0.9240819688541226,-1.0450609612370148,-0.33647083662219285,-5.2971170861718155,"['Phillip Verheyden' 'jefffischer' 'Kelly Tisdell' 'Andre Azzolini'
 'Elbert Bautista' 'Jerry Ocanas' 'Justin Munn']",7,core/broadleaf-profile-web/src/main/java/org/broadleafcommerce/profile/web/core/security/SessionFixationProtectionFilter.java
1150,-0.4861583701035139,-0.12647911063500775,-0.6637663297233816,-0.7166756303531883,-0.9557178161361116,-0.6120072629732504,-0.4577956954137435,-0.6120093376179604,-0.1430996897951851,-6.844940316787382,"['Ali' 'Ahmet MIRCIK' 'Ali Gurbuz' 'sancar' 'ahmetmircik' 'Enes Akar'
 'Emin Demirci' 'danny' 'hasancelik' 'enesakar' 'Peter Veentjer'
 'Noctarius' 'Christoph Engelbert' 'Mehmet Dogan' 'noctarius'
 'alarmnummer' 'cengelbert' 'Fuad Malikov' 'talip' 'Talip Ozturk'
 'Vladimir Dolzhenko' 'Hazelcast']",22,hazelcast/src/main/java/com/hazelcast/jmx/ManagementService.java
5446,-0.4589522106428202,-0.11622034621693125,-0.8425515427983855,-1.0986092886726098,-1.7189462819771424,-0.6598415254261775,-0.4382174612578322,-0.6598405358702417,9.999994999180668e-07,-13.815510557964275,"['Stephen Mallette' 'Dan LaRocque' 'Matthias Broecheler'
 'Joshua Shinavier']",4,titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/FaunusGremlinScriptEngineFactory.java
4136,-1.0660861929667664,-0.634793232302562,-2.484772033095374,-13.815510557964275,-5.095469164593216,-1.4103072879877017,-1.0141435315410845,-1.4103026532257137,-0.6931451805619453,-13.815510557964275,['Trustin Lee'],1,example/src/main/java/io/netty/example/telnet/TelnetServerInitializer.java
4769,-3.186328433455456,-5.703980092197349,-3.433013461492022,-13.815510557964275,-2.6551741455691484,-2.6890220240193243,-3.3715177509454755,-2.6890264943814888,-13.815510557964275,-13.815510557964275,['Jeff Pinner'],1,codec-http/src/main/java/io/netty/handler/codec/spdy/SpdyFrameDecoderDelegate.java
2031,-2.675512489502064,-3.58686770196383,-2.2179607360346982,-2.39788427285887,-1.9586952012133465,-2.3827205068836874,-2.7675858809476828,-2.3827249443918306,-13.815510557964275,-7.216081359737848,['nmittler' 'Nitesh Kant'],2,codec-http2/src/main/java/io/netty/handler/codec/http2/Http2Settings.java
5880,-0.2885994334109204,-0.057933083998451214,-0.9846507323980158,-1.2992793174703166,-1.4269713395299335,-0.4887648028497954,-0.26793160991229004,-0.4887619622926353,9.999994999180668e-07,-13.815510557964275,['Norman Maurer' 'alepar' 'Jestan Nirojan' 'Trustin Lee'],4,src/test/java/org/jboss/netty/handler/codec/serialization/CompactObjectSerializationTest.java
3220,-2.818978335194384,-3.496536219013728,-3.166778647044315,-3.4964745620109685,-2.894957813258239,-2.7186645595381638,-2.8597641060039516,-2.718664667946161,-13.815510557964275,-13.815510557964275,"['IT' ""Luigi Dell'Aquila""]",2,core/src/main/java/com/orientechnologies/orient/core/sql/parser/OTimeout.java
4380,-1.8075243100639045,-0.9448905756901432,-2.049487280430376,-2.151753603296442,-2.1250567408986694,-1.9236575115043464,-1.7548040010890744,-1.9236588437668516,-2.0148955205703896,-13.815510557964275,"['Chris Szmajda' 'Asım Arslan' 'Mehmet Dogan' 'Peter Veentjer'
 'bilalyasar' 'Ubuntu']",6,hazelcast-client-new/src/test/java/com/hazelcast/client/config/MatchingPointConfigPatternMatcherTest.java
4948,-1.2942718140546452,-1.389262297381023,-1.7050946925392008,-1.8971133182414368,-2.2336348539829998,-1.3700320031894742,-1.3655813066248508,-1.3700303816461286,-0.6931451805619453,-13.815510557964275,['Glitchfinder' 'NuclearW' 'GJ' 'bm01'],4,src/main/java/com/gmail/nossr50/runnables/MobStoreCleaner.java
4156,-2.417177261510215,-1.6323904194676575,-2.8271043076874456,-3.0445014379439197,-3.051149788847968,-2.6461631798246272,-2.363123891531443,-2.646160469285078,-1.945903149079813,-13.815510557964275,['Phillip Verheyden' 'Joshua Skorton'],2,admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/security/service/RowLevelSecurityProvider.java
1104,-1.898220292863501,-0.8751023720798279,-2.2346167006523188,-2.3748950046314525,-2.8915670130056834,-2.185041886097635,-1.7786201387368572,-2.1850454220390887,-1.6094329124466005,-7.941676132672677,['enesakar' 'Mehmet Dogan' 'talip' 'Enes Akar' 'Talip Ozturk'],5,hazelcast/src/main/java/com/hazelcast/impl/Entries.java
5378,-4.79566955291665,-13.815510557964275,-3.5859876624697034,-13.815510557964275,-1.6963325729171734,-3.4746236506278185,-4.922405596753566,-3.474633584458375,-13.815510557964275,-13.815510557964275,['Marek Jelen'],1,codec-xml/src/main/java/io/netty/handler/codec/xml/XmlNamespace.java
5234,-2.417177261510215,-2.1174740862128467,-2.8725658958825133,-3.0445014379439197,-2.833271634116449,-2.513299449132246,-2.4309129962829363,-2.5132927815606063,-1.945903149079813,-13.815510557964275,['jefffischer' 'Reginald C Cole'],2,core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/offer/domain/OfferRule.java
2820,-0.6556701429584729,-0.1868689707341651,-1.375315195604747,-1.7047425922535502,-2.6379570653335014,-0.8667533507476957,-0.6730332715580019,-0.8667512530134348,9.999994999180668e-07,-5.969168454937518,"['lvca' 'tglman' 'laa' 'enisher' 'Luca Garulli' 'henryzhao81'
 'Artem Orobets']",7,server/src/main/java/com/orientechnologies/orient/server/distributed/ODistributedRequest.java
4070,-0.5680659512611643,-0.21350481134184454,-0.8818830127788083,-0.9886087059573926,-1.2658409415600569,-0.6647731640138694,-0.5760805719692095,-0.6647751341319009,-0.2231423013149909,-13.815510557964275,"['Serkan ÖZAL' 'Ali' 'Emrah Kocaman' 'Asım Arslan' 'Emin Demirci' 'sancar'
 'enesakar' 'Ali Gurbuz' 'serkanozal' 'Mesut Celik' 'Peter Veentjer'
 'hasancelik' 'Mehmet Dogan' 'ajermakovics' 'ahmetmircik' 'Mikael Ståldal'
 'danny']",17,hazelcast/src/test/java/com/hazelcast/test/AbstractHazelcastClassRunner.java
1684,-1.7275918979079568,-0.9080993497542053,-2.5046630750653214,-2.995712273753988,-3.7523097268481402,-2.0657210847953253,-1.6785327451604282,-2.0657251073651905,-1.3862903611278907,-4.931934314539821,['TfT_02' 'GJ'],2,src/main/java/com/gmail/nossr50/commands/party/teleport/PtpCommand.java
3147,-0.2489546539369234,-0.057710372344854086,-0.7895601239468509,-1.0115981616822611,-1.0397600657859771,-0.4002763937494915,-0.23285840767852697,-0.4002742514916437,9.999994999180668e-07,-13.815510557964275,"['Trustin Lee' 'Jestan Nirojan' 'Norman Maurer' 'Cruz Bishop'
 'Craig P. Motlin']",5,src/main/java/org/jboss/netty/buffer/HeapChannelBufferFactory.java
5602,-2.1495745971266915,-1.7485359687301938,-2.6071776414585144,-2.8033438810426583,-3.0098000750991036,-2.326301362392914,-2.137638155902136,-2.3262972062387286,-1.6739711002525604,-13.815510557964275,['Chris Vest' 'Chris Leishman' 'Mattias Persson'],3,community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestIdGenerator.java
1032,-0.7372520699390449,-0.2813707103851815,-1.0753769395958743,-1.1962474505451886,-1.5501524297887348,-0.8716176171065192,-0.729049685290215,-0.8716202963466935,-0.3101535646684057,-6.334490410486282,"['Mehmet Dogan' 'Talip Ozturk' 'Jaromir Hamala' 'hasancelik' 'ahmetmircik'
 'sancar' 'Emanuele Gherardini' 'enesakar' 'Christoph Engelbert'
 'Peter Veentjer' 'Ali Gurbuz' 'Emin Demirci' 'noctarius' 'Ali']",14,hazelcast/src/main/java/com/hazelcast/concurrent/lock/LockServiceImpl.java
694,-0.72249531531113,-0.35633163254933115,-0.9703734440269076,-1.0531470479287943,-1.240352396932184,-0.8036510331506428,-0.7161585549992268,-0.8036525851829301,-0.4054636081092894,-7.941676132672677,"['serkanozal' 'ahmetmircik' 'Rahul Gupta' 'Mesut Celik' 'Fuad Malikov'
 'Mehmet Dogan' 'sancar' 'lukasblu' 'Peter Veentjer' 'Lukas Blunschi'
 'Ali Gurbuz' 'mustafa sancar koyunlu' 'hasancelik' 'Emanuele Gherardini'
 'enesakar' 'Christoph Engelbert']",16,hazelcast-client/src/main/java/com/hazelcast/client/util/ListenerUtil.java
3277,-0.24783488265540196,-0.0030065180524101232,-1.1553165401269507,-1.6094329124466005,-3.8917712993110873,-0.6436594515183057,-0.2722539686487651,-0.6436577801455043,9.999994999180668e-07,-13.815510557964275,['nostra13' 'Sergey Tarasevich'],2,library/src/com/nostra13/universalimageloader/cache/memory/impl/UsingFreqLimitedMemoryCache.java
